translated_message,label
M E X I C O,0
"""haha he left""",0
"""he's gone already""",0
i thought this was us east,0
:/,0
lol,0
"""fall and call""",0
"""you chickened out, dude""",1
"""you're afraid of me, dude""",0
"""'?""",0
""":'c""",0
hi,0
"¿Me quieres, hermano?",0
lol,0
yes,0
haha,0
easy,0
?,0
"""wait because of""",0
oh now you want to wait,0
xd,0
easy Pudge,0
ez burrito,0
"""boy churro the chaop""",0
"""chapo""",0
"easy, man",0
ez hook,0
"""hahaha easy mid""",0
"""why do you pull me and then leave?""",0
"""WAS THERE A SLARK XD?""",0
"""to hell""",0
gg,0
LMAO,0
"""fuck I'm hungry""",0
haha,0
zzzz,0
Thank you,0
"""easy mid and pudge""",0
haha,0
54 minutes EZ,0
right,0
so much bash,0
"""kirkincho is op""",0
ez,0
"""easy win""",0
"""my time, f***ing s***""",0
"""report him""",0
"""Pay me, shit""",0
rip,0
:d,0
fuck you,1
You motherfucker.,1
jungle sucks,0
"""player""",0
"""How are you bullshit?""",0
"""fuck you""",1
easy,0
game,0
:D,0
ahahaha,0
:DDDD,0
tiny,0
fuck you,1
so bad,0
noob,0
"NO BRO, I QUIT DOTA",0
flamer,0
animal planet,0
"""First Dota BS""",0
this retard,1
blame me,0
Easy,0
fu,1
:D,0
bastard,1
F*CKKKKKKKKKKKK!!!,0
"""F*CK YEAH!!!""",0
"""F*CK!!!""",0
"""F*CK!!!""",0
lol,0
bullshit,0
team noob,1
LOL this bullshit speaks easy noobs feed,1
"""EASY MID AND ZERO BULLSHIT""",1
Axe leave me alone,0
:D,0
"""Storm reported!""",0
"""come on bs""",0
"""Oh my god, easy kill Bloodseeker""",1
Easy,1
hahahaha,0
""":?D""",0
Where are you?,0
lol,0
noob,1
"""Thank you for easy bullshit.""",1
hahaha,0
"""spectre""",0
"""just pick Chaos Knight against Ember""",0
"""yeah""",0
"""Okay, sorry""",0
"""Happy New Year to everyone""",0
"""yeah right""",0
Серьезно,0
"""bro""",0
"""Sumia plays better""",0
"""2 mana was not enough)""",0
of course,0
"""Why not 5?""",0
"""all""",0
"""and here""",0
5,0
"""then everything is fine""",0
end these retards,1
"""fuck spectre""",0
"""1 word""",0
"""goddamn deity""",0
;bd,0
"""alive""",0
"""alive""",0
"""fuck you still""",1
""".???""",0
"""??""",0
"""???????""",0
"""?""",0
maphack,0
?,0
????,0
"""Why save him? Let me kill him, fucker.""",1
?,0
g,0
thx,0
?,0
?,0
"""?????????????????????""",0
gg,0
easy,0
gg wp,0
"""easy easy""",0
?,0
"""nice quadrilane mid""",0
assholes,1
???????????,0
"""sf wannabe""",0
^^,0
"""what's your problem""",0
never mind,0
"""..""
",0
"""why always easy""",0
hahahahaha,0
"""You're so stupid""",0
"""?""",0
"""??""",0
NOOB,0
SHIT,0
"""cool English, huh""",0
afk,0
wait,0
yes,0
"""stupid Slark""",0
"""motherfucker""",0
"""stupid""",0
"""idiot""",0
"""there is an idiot""",1
"""his father""",1
"""idiot""",0
"""where are you""",0
JHAHA,0
gg,0
END,0
slark,0
slark/,0
idiot,0
"""wait, my friend""",0
}right,0
seriously?,0
slark,0
Slark,0
"""Where are you from?""",0
HAHA,0
"""yeah yeah yeah""",0
"""SLARK CAN'T CATCH HIM""",0
Delicious,0
easy,0
LOL,0
GG,0
HAHAHA,0
"""Crybaby""",0
haha,0
LOL,0
crybaby,0
"""HERALD ANDERSON IS STUPID""",1
"""SLARK THEY SAY""",0
"""LC, duel over there.""",0
GG,0
gg,0
End,0
"""Run Vasya run""",0
do you see me,0
yes,0
"""Ah, such a game :D""",0
"""orange""",0
"""What kind of monster are you""",0
"""Just let it go :D""",0
GG,0
easy,0
"""Who banned Ursa? :)""",0
"""I did.""",0
"""why the fuck?)""",0
"""I don't want to see him in this match.""",0
"""so that idiots don't pick and play normal heroes""",0
"""you""",0
"""One hit away and you're picking your nose.""",0
"""Don't talk nonsense""",0
"""Go home, trash""",0
"""Are you an idiot?""",0
"""Don't touch Lion""",0
"""Bitch""",0
"""pity bio-trash""",0
"""Must be shitty to be you""",0
"""nice at throwing blame""",0
"""school""",0
"""then be specific""",0
"""stupid bullshit""",1
"""as you say, biotrash""",1
"""without a comma""",0
"""booo""",0
"""your don't care""",0
"""easy Morta""",0
"""Is it supposed to be offensive?""",0
"""the fact that you won because of 4 dumbasses""",0
haha,0
"""I take it you're part of that group of 4?""",0
"""Stupid, then, if you think so.""",0
easy,0
"""Pangolier is a useless piece of shit just like Centaur.""",1
"""Are you answering?""",0
"""Oh no, am I the offlaner?""",0
"""no?""",0
"""piss-covered face""",1
"""Nothing""",0
"""You didn't stop me from last-hitting creeps""",0
:(,0
"""Just haven't seen a Mortred in a long time that hits a Spectre under maxed 3rd skill.""",0
"""and just stands there taking damage to the face""",0
lol,0
"""That's the team""",0
"""That's a thank you, Gaben.""",0
"""they stand...""",0
Nice profile pictures,0
"Candybox, have you met Klingarin? I think you'd get along well.",0
lollolololol,0
0.o xD,0
"""wr is Russian boy""",0
kek,0
wr is RUSSIAN,0
Hello,0
"""you are sucking Putin's dick""",0
"""I am sucking dick""",0
"""can't catch this slippery poison snake""",0
easy,0
"""he got reported""",0
wp!,0
"""Your mother is a whore.""",0
hahahahaha,0
"""Your mother is a whore""",0
BOUNTY,0
"""more dota""",0
NICE BOUNTY,0
Im outplayed,0
lol,0
"""hahahah you're an idiot""",0
FUCK YOU,1
Delete Dota,1
"""never buy wards""",0
play,0
gg,0
"""well played!""",0
WTF IS THAT IMBALANCE SPELL,0
"""what the damn fuck""",0
HAHAHHAHA,0
"""wtf is that hero""",0
"""confirm nerf next patch""",0
no teleport,0
"""WHY AM I MATCHED WITH THIS RETARD""",1
"""because we had Luna""",0
"""total junk team""",0
I am done.,0
"""go fucking end""",0
"""you out played me""",0
"""my team outplayed me""",0
"""no one can buy a BKB in my team by the way""",0
"""region locked""",0
haha,0
..,0
"""MANTA DODGE SILENT YOU FUCKFACE AM""",1
AM didn't even kill anyone,0
"""you have a noob AM""",0
"""and we have noob SF""",0
"""i can have SF and win the game in 20 fucking minutes""",0
THAT AXE,0
Good game,0
GG,0
"""fucking core""",0
..,0
HAHA,0
still report Luna,0
HAHAHAHA,0
!,0
so lucky,0
REPORT DAZZLE,0
GG,0
"""rage?""",0
REPORT YOUR ASS,0
AFK UNTIL MINUTE 45,0
gg,0
"""easy Pango""",0
ggwp,0
"""just fuck off to hell""",1
"""What do you mean the silence didn't affect you? ((""",0
"""I managed to pull the stone to myself""",0
"""report the faggot""",1
"""bitch none of you anymore""",1
"""won't go mid""",0
"""(""",0
)_,0
)))),0
"""they pick cows""",0
"""and then they leave""",0
"""2 on 1""",0
"""and less farm )""",0
"""Jump""",0
"""fuck off to me""",0
"""what pause""",0
"""Go fuck yourself""",1
"""we don't have a player""",0
4 v 4,0
"""piece""",0
"""yeah, fuck off""",0
"""Why are you so afraid to lose?""",0
"""fucking coward""",1
"""How old are you, gentlemen? :D""",0
"""on time""",0
""")""",0
"""fucking bums""",1
"""3 vs 5, playing for 33 minutes""",0
lol,0
"""Why did I lose to you?""",0
"""lol, what's so funny?""",0
"""it's a fact""",0
"""Bitch rapier""",0
"""Go talk shit)""",1
easy,0
"""Got distracted by the easy one-button player""",0
"""sorry""",0
"""cocksucker""",1
"""pissy""",1
weak,0
"""I will fuck you""",1
"""K""",0
K,0
R,0
?,0
?,0
?,0
?,0
"""wowo""",0
"""fucking awesome""",0
"""yeah right""",0
"""it happens""",0
Moron,0
"""Die""",0
????,0
?,0
"""?""",0
"""????""",0
"""What?""",0
?,0
"""easy""",1
"""mid""",0
"""mid""",0
"""1 button doesn't win""",0
9/9,0
"""you're doing well""",0
"""Nice script, scumbag""",0
"""(kunkka)""",0
easy,0
:DDD,0
"""I BELIEVE""",0
"""CHECK""",0
"""He clicks himself""",0
"""are you a downie?)""",0
report,0
"""Suck""",0
"""suck?""",0
"""Hahahahahahahahahahahahahahahahahahahaha""",0
"""what can you say about your invoker carry?""",0
"""and you invoker?""",0
"""suck?""",0
"""Relax, the invoker has a Linken's, I won't duel him anymore.""",0
oops,0
[random] Theme,0
"""Easy""",0
"""Easy =D""",0
I love you,0
Invoker,0
"""best invoker best clan xDD""",0
"""I love you sniper""",0
gg,0
easy,0
ez team,0
hahahahahahah,0
"""Suck""",0
"""that there's a ward here""",0
"""Am I right?""",0
"""Place a sentry.""",0
"""When you're up against Pudge, there's always a ward here.""",0
"""you'll find out""",0
"""or is it closer to the rune?""",0
"""high ground""",0
"""Place a sentry, buddy""",0
"""Two-step move SK""",0
"""won't work""",0
"""tinker is muted""",0
lol,0
"""Good luck with your game""",0
"""wasn't in mute for no reason""",0
"""MID FUCKING NICK""",0
"""HAHAHA""",0
"""how did you see""",0
"""weakest invoker""",0
gg,0
haha,0
hahaha,0
haha,0
haha,0
hah,0
"""then so be it""",0
"""ok you brought this on yourselves""",0
"""you think you're pros haha""",0
"""Whore, how I will laugh my ass off when you lose.""",0
"""Hey meddler, get involved again and I'll make you my bitch.""",0
lol,0
"""are you stupid or what?""",0
haha,0
??,0
easy+,0
"""hey lion keep supporting your anti""",0
haha,0
HAHA,0
"""shut up""",0
haha,0
"""yes you're not""",0
nothing,0
"""maybe I messed it up haha""",0
"""let's congratulate the anti-poop""",0
"""killed finally""",0
Fácil,0
haha,0
haha,0
"""Keep warding maybe you'll win haha""",0
"""oh no wait there are already megas""",0
haha noobs,0
"""now I will be support""",0
"""EDX""",0
REPORT OUT,0
"""humiliated""",0
"""Look who's talking""",0
"""I'm going to tear your ass apart now""",0
"""Go to hell""",1
"""all clear, in short""",0
"""What's Pudge got to do with it?""",0
"""if you sucked on the lane""",0
"""Armlet at 17 minutes""",0
"""lul""",0
"""Fuck, Invoker is such a noob.""",0
"""gg, pushten""",0
"""Invoker just fed""",0
"""+""",0
"""What's Pudge got to do with mid?""",0
"""What's the point of feeding him?""",0
"""or are you hiding behind Sven?""",0
"""Am I the carry or something?""",0
"""Are you too weak?""",0
"""10 copies fuck""",0
"""Bro, you have different roles, like, you know))""",0
"""Is Pangolier a carry?""",0
"""in vain""",0
+,0
"""oh""",0
"""you already lost""",0
bb,0
"""lol what""",0
"""take that, fuck""",0
"""just destroy it already""",0
"""fucking annoying""",0
gg,0
"""gg wp, like""",1
"""For what?""",0
like,0
"""you fucked up the lane""",0
report,0
lol,0
"""What is this?""",0
"""easy snake faggot""",1
"""ez ursa""",0
"""10 lvl snake faggot dies lol""",1
no team,0
lol no you are RUSSIAN MOTHERFUCKER,1
that's why,0
"""report clinkz""",0
"""hp?""",0
"""dumb cocksucker""",1
"""first bash""",0
"""lucky""",0
"""to the fucker""",0
"""Just got lucky""",0
"""stupid retard""",1
"""clay digger""",0
"""fucking""",0
faster please,0
"""Gay team attacked""",0
"""ez""",1
"""lucky""",0
"""Cocksucker""",0
"""Do you think I don't give a fuck?""",0
"""I don't give a f*** about them.""",0
"""Let them honestly win 4x4""",0
"""Joked and that's enough""",0
"""like you're carrying""",0
"""or do you want to win?""",0
"""or what""",0
"""Like, do you know how to play?""",0
"""What is this for?""",0
"""fuck""",0
"""you are a tough SF""",0
"""joker""",0
"""what's up where""",0
"""You're getting minus 25""",0
"""maybe you will push?""",0
"""Yeah, fuck, they don't want to play""",0
"""I'm not defending""",0
"""No argument""",0
"""mk like""",0
"""haha""",0
"""ruined it solo?""",0
"""yes won us the game""",0
report,0
=),0
mk,0
MN,0
"""you can leave right away""",0
"""hahaha""",0
"""Will it work?""",0
"""no""",0
"""suck""",0
"""Creature.""",0
""")""",0
"""you will""",0
"""yourself8""",0
"""won't be""",0
"""you will""",0
) you won't ),0
"""Bristle, I fucked your family in the ass.""",0
"""Bristle, your mom is under my table sucking.""",0
gg,0
"""easy game""",0
"""Shadow Blade Power Treads""",0
""")""",0
"""Puck report dummy""",0
REPORT,0
HEY,0
"""oops""",0
|D,0
"""what to expect""",0
gg,0
"""12 wins in a row on Legion""",0
"""IMAGINE""",0
"""NUDE""",0
"""I don't care""",0
?,0
""")""",0
"""there was no bf""",0
"""ACHE HE'S FEEDING?""",0
"""18 level)""",0
XD,0
"""What?""",0
lol,0
"""revenge""",0
"""my f***ing support""",0
"""throw a report""",0
plz,0
everyone,0
"""faggot""",0
RAMGA,0
"""easy""",0
ALMOST,0
"""and on mine""",0
"""WE DON'T HAVE A CARRY""",0
) wards,0
"""at the beginning""",0
"""They fed you and are generally trying to help.""",0
"""8 min""",0
"""but not for us)""",0
Shadow Blade,0
"""I can't get a rampage for 2 games)""",0
"""league""",0
"""bitch""",0
"""on fed""",0
"""Fucking awesome""",0
LIKe&,0
"""?*""",0
"""Dick sucker on Puck""",0
"""Fucking Ona fed you, Lega""",0
"""and report Legion""",0
"""no""",0
25,0
"(""(""",0
XD,0
"""omg""",0
"""fucking bums""",0
"""oops""",0
"""Tinker""",0
"""thx for the disable""",0
"""...""",0
"""slark""",0
"""to fuck up?""",0
"""? (question mark)""",0
"""+""",0
"""or maybe""",0
"""hahaha""",0
"""pussy""",0
"""12 wins""",0
21 wins,0
with,0
kek,0
"""12*E""",0
"""fucking streak""",0
"""report Bristleback everyone""",0
"""FUCK""",0
YOU,0
(,0
"""how did we win""",0
"""no idea""",0
"""your AM is sucking""",0
"""and you run to us""",0
gg anti mage reported,0
"""30 minute battlefury""",0
you are the worst dota player i have ever seen,0
"""in my entire life""",0
)),0
anti mage,0
"""pudge reported""",0
"""well played anti-mage""",0
"""have fun in low priority am""",0
"""anti reported""",0
"""pussy""",0
Good game.,0
fucked,0
nice,0
"""suck it, faggots""",1
"""Russian cotton""",0
"""+""",0
"""as if we're all from the same region here))""",0
"""haha""",0
no,0
"""khokhol""",0
I'm Russian,0
"""easy mid""",0
"""Fuck, Void on mid""",0
"""naturally easy""",0
)),0
"""easy your mother fuck""",0
"""Gulya is angry""",0
"""his dad fucks him in the ass""",0
"""Your mother is a whore, retard.""",1
"""moron""",1
"""it's spelled with an o""",0
SHAAARP,0
"""I appreciated it""",0
"""void is a piece of shit""",0
"""complete idiot""",1
"""Gyrocopter, are you sexually frustrated?""",0
"""Play on easy""",0
"""fucking Void is such a dumbass""",1
"""like a Lifestealer""",0
"""Throw a report to Kotl please""",0
"""0 5""",0
"""haha""",0
"""please""",0
the kraken has been unleashed,0
"""I'm done""",0
how,0
sunstirck,0
fAMIFhaSUasn,0
how,0
"""...""",0
"""the game""",0
oh no,0
GOOD TACTICS,0
"""WALK INSIDE CM ULT""",0
Good job,0
"""fuck you""",1
nhaiouhasjof,0
GG,0
ez feed,0
EZ,0
NECRO,0
FAILED MID,0
xD,0
Shrine,0
"""bitch""",0
space,0
gg,0
gg,0
"""thanks everyone""",0
We lost.,0
end mid,0
we have no carry,0
"""you won""",0
LV 15 HARD CARRY,0
CAN YOU HELP REPORT LUNA PLEASE?,0
disgusting and no skill,0
please,0
gg,0
"""what""",0
GG,0
easy,0
"""Hey guys, hurry up""",0
gg,0
давайте закончим это,0
"""he drops and denies items""",0
"Thank you, carry.",0
"""forfeit please""",0
"""stay afk""",0
report,0
"""take throne thank you""",0
"""if you finish by 7 minutes""",0
"""I commend you""",0
throne,0
"""report jug thanks""",0
farm,0
"""What's up?""",0
"""team of idiots""",1
?,0
"""killed?""",0
?,0
"""What's up, Rubick?)""",0
:D,0
"""nice rune""",0
"""Where did the fat one go?""",0
"""+""",0
"""party?""",0
"+""",0
+,0
"""Streaming""",0
"""Tell that wanker that he'll finish later.""",0
Shit,0
"""send the channel """,0
"""seriously?""",0
"""or on Twitch?""",0
"""Fucking delay on Twitch""",0
"""Twitch""",0
"""in Minecraft""",0
"""uhhh we were waiting for Slark""",0
??,0
"""in turn""",0
"""we're going out""",0
"""shut the fuck up""",1
"""Normal""",0
"""Waiting""",0
"""Bitch""",0
"""easy bitch""",0
"""we'll see, bitch""",1
"""fucking clay-mixer""",0
"""My special forces will find you))""",0
),0
"""Didn't have enough mana to kill Slark :c""",0
"""fuck""",0
"""yeah, fuck it, it's all the same gg""",0
"""fucking team of supports""",0
fuck,0
"""Nice, they fed Enigma.""",0
"""top Sven""",0
"""I even killed Sven solo :з""",0
"""kek)""",0
"""Support, fuck""",0
700,0
"""sorry, I'm trash here""",0
"""Slark seems fine""",0
"""yeah, it's just fucked up in the throne""",0
"""Kind of easy""",0
Easy,0
"""https://www.twitch.tv/grafdekent""",0
"""wait a sec please""",0
What are you doing in my smoke?,0
well done,0
ggwp,0
gg,0
"""that rioki pick""",0
gg,0
"""curse""",0
GG,0
nooooo,0
GG,0
PRO TEAM,0
I pro,0
GG,0
Easy,0
"""easy""",0
EZ,0
ez,0
easy,0
ez,0
|USELESS,0
HAHA,0
GG,0
end,0
"""why GG""",0
"""lol""",0
"""d didn't press""",0
Fucking bullshit,0
ggg,0
thx,0
can u all,0
Report jugger,0
пожалуйста,0
we were roshing,0
"""he's farming your camps""",0
throne,0
"""HAHAHAHAHA""",0
"""hahaha""",0
jugger,0
has the 20 minutes items,0
"""ok end mid""",0
he broke items,0
"""who""",0
"""y""",0
You think you can win?),0
"""Shadow Demon?""",0
"""it's worth x9 reports jugger""",0
"""he didn't want to win""",0
"""if you have a brain, report Jugger""",0
"""yeah, Juggernaut farms so slowly""",0
jugger,0
"""even tilts me""",0
"""how can you see this""",0
bitch,0
"""9 report""",0
"""to juggernaut""",0
pls,0
he let you win this game,0
gg,0
intentionally,0
"""Doesn't?""",0
Hello,0
Gg Jugger,0
"""Report all 9 players""",0
Thank you.,0
"""good game Juggernaut""",0
END,0
I'm done.,0
"""go end""",0
"""straight""",0
?,0
NOOB,0
HAHAHA,0
lol,0
just support,0
"""you talk about yourself?""",0
HEY,0
HEY,0
this game is over,0
?,0
"""i also kill""",0
"""you mean your mom over?""",0
easy to kill,0
eat that,0
"""eat that arrow bitch""",1
haha,0
who cares,0
"""your carry""",0
"""I'm a solo player""",0
lol,0
fucking idiot,1
wow doom,0
"""I don't usually""",0
rely,0
Haha,0
?,0
HAHAHAHA,0
?,0
?,0
haha,0
rofl,0
?,0
?,0
?,0
?,0
?,0
"""noob doom""",0
?,0
"""?""",0
"""?""",0
"""?""",0
WAHAHAHAHA,0
?,0
?,0
?,0
?,0
?,0
NOOB DOOM OMG,0
haha,0
trash,0
it's okay,0
bro,0
IM SO GOOD,0
I'm done.,0
Ahhaahahhaahaha,0
lol,0
"""ahahahahahahahahah""",0
"""Mirana so good""",0
let the world end now,0
IT MATTERS NOT TO ME,0
hehe,0
arrow lord,0
gg,0
SO GOOD,0
OFFLANE GOD,0
"""he's mid but maxes his third""",0
I wrecked your carry 2v1.,0
HOW ABOUT THAT,0
I wrecked you.,0
solo kill,0
BASIC HERO PICKER,0
THAT'S IT,0
gg,0
hahahaha,0
haha,0
hahahahahahahaha,0
crying,0
HAHAHA,0
This game is so fucking hard.,0
"""for me""",0
GG,0
rofl,0
"""So what now?""",0
"""You're such a drunkard, huh?""",0
"Good Game, Well Played",0
"""What?""",0
lol,0
"""mirana""",0
Hehe,0
mirana,0
mirana wants,0
stop talking,0
?,0
carry,0
"""tell me?""",0
"""lol Jug""",0
Haha,0
"""tell me?""",0
"""why stop""",0
"""talk a bit""",0
you can end it now,0
"""Go up""",0
rofl,0
"""you offlane god""",0
end it now?,0
rofl,0
"""You're such a fool.""",0
"""hi offlane god""",0
rofl,0
rofl,0
"""why run away?""",0
rofl,0
rofl,0
"""OFFLANE GOD <3""",0
"""WHY ARE YOU STILL RUNNING?""",0
"""hehe?""",0
"""can talk now?""",0
WOW,0
comeback,0
"""end now""",0
mirana,0
"""We already lost""",0
"""Are you done?""",0
hahaha,0
yeah im done,0
wow arrow god,0
hehe,0
"""hopeless Opus Dota best arrow Dota""",0
rofl,0
hahaha,0
easy,0
offlane god,0
noob team,0
<3,0
bad idea,0
report tinker,0
no problem please bro,0
noob,0
lol,0
lol,0
gg invoker,0
xd,0
"""gg Peruvians""",0
xd,0
long live Peru :3,0
D,0
"""GG :V"" translates to ""Good Game :V""",0
gg xd,0
gg sniper,0
"""Go feed hahaha""",0
"""WHY ARE YOU SUCH RATS""",0
"""why do you feed""",0
"""play shit""",0
"""alche faggot""",0
GG easy game,0
"""please report that kunkka please""",0
gg,0
report blood,0
gg,0
"""hahaha xd""",0
gg,0
"""denied""",0
"""motherfucker""",0
"""Finish it please""",0
"""my dad got a divine""",0
hahaha,0
lol,0
"""Finish please report that Kunkka that motherfucker from Blood""",0
ewe,0
"""hehehe""",0
"""GAME ?""",0
"""go get the shit beaten out of you in mid""",0
"""hahaha""",0
"""end this please""",0
"""WHY DO I GET PEOPLE LIKE THIS FOR GOD'S SAKE""",0
"""haha""",0
"""I HAVE GOLD FOR MORE""",0
"""and that idiot lost the divine""",0
"""report blood please""",0
"""YOU DON'T DESERVE TO PLAY DOTA, PIECE OF SHIT""",1
"""BORING, NOT EVEN THE DIVINE GAVE FUN""",0
gg,0
"""f**k off""",0
good luck,0
thank you,0
no,0
It's like 4% to get two bashes in a row.,0
and you've done it like 10 times this game,0
"""fuck your luck""",0
"""and you are alive!""",0
so,0
"""see?""",0
"""you run like that""",0
"""only 1 out of 4 hits""",0
"""como debería ser""",0
"""lifestealer complaining about bash chance""",0
lol,0
"""lol""",0
ok,0
gg,0
gg well played,0
gg,0
"""KID YOU'RE RUINING""",0
xd,0
"""SERIOUSLY, YOU THINK""",0
"""WHAT'S UP WITH THAT""",0
"""IN MY ULT""",0
xdxD,0
"""GO FUCK YOURSELF""",0
pudge,0
gg slark,0
"""HE'S VERY BAD LOL""",0
BKB,0
"""I'll report everyone""",0
"""IN THE LAST GAME""",0
"""GUY CONTINUES""",0
thank you,0
:v,0
"""YOU COPY""",0
"""game nice""",0
"""If you had let me go mid last time, it would have been two wins, you animal.""",0
Team bad,0
"""mid 3k""",0
xD,0
:D,0
lol,0
hahaha,0
haha,0
awww,0
bad Queen of Pain,0
I'm buying this Assault Cuirass.,0
SO YOU ARE DIVINE?,0
"""Harsh on support""",0
"""You guys are so rich T_T""",0
WHY ALWAYS ME MEEPO :),0
Paper,0
SAD,0
"""hahahaha""",0
"""All""",0
"""Good game""",0
gF,0
"""Good fight""",0
fF,0
g,0
f,0
"""remake""",0
"""remake?""",0
please,0
"""me and my team""",0
newbies,0
leave,0
What the fuck,0
Hello,0
"The message is already in English: ""how did u type that""",0
"""fuck you""",0
remake,0
"""Don't be racist with an Archon, dogs.""",0
"""damn I feel small""",0
"""FED AND QUIT""",0
"""SK HC""",0
Please report.,0
?,0
magnus,0
runnnnnnnnnnnnnn,0
bitch,0
"""runnnnnnnn""",0
gg,0
why not,0
"""so i won't get as angry""",0
"""abandoning if that's fine guys?""",0
"""lol you desperately want to win this one hahaha""",0
4 carries is a bit desperate,0
I pick Techies.,0
I think I'm good.,0
XD,0
whattattatatattata,0
ahh wow that makes sense,0
LOL,0
ouch,0
"""techies you are actually a fucking cunt""",0
haha,0
"""like this game would have been done 20 years ago""",0
yeah,0
easy,0
"""nice gem""",0
gg wp,0
gg,0
lol gg,0
"""well played guys""",0
"""wp pig""",0
"""I wanted to play it :D""",0
"""meepo booster?""",0
"""I'm a noob""",0
okay,0
good luck,0
okay,0
best draft,0
haha,0
"""die amput""",0
hah,0
:),0
"""Don't let it happen again""",0
haha,0
"""fucking idiot""",0
haha,0
"""chat okay thanks""",0
lol,0
i'm not chat G,0
"""chat G is Rubick""",0
nice set Invoker,0
s,0
lol,0
ggwp,0
"""best draft?""",0
"""best draft for you noob""",0
"""what""",0
"""What's yours?""",0
bad draft for dire,0
"""what draft""",0
"""chat G yay""",0
idiotfuck,0
"""well played""",0
gg,0
gg,0
commend me,0
"""chat G yay""",0
gg Invoker,0
wait,0
_,0
That's why you're still in single draft.,0
lol,0
where is your disruptor?,0
bad computer,0
I don't have any friend.,0
What the fuck,0
why,0
gg,0
"""Easy""",0
EZ,0
ez,0
"""EZ""",0
EZ,0
Easy,0
Pudge is not Pudge,0
?,0
gg,0
"""+1 void""",0
wait,0
we do,0
we wait,0
gg,0
gg,0
gg,0
gg,0
OMG,0
the tiny,0
prince,0
"""you are so stupid""",0
"""I saw that Death Prophet, I laughed so hard""",0
"""CDD""",0
"""Why""",0
who are you,0
"""It's very easy to get on the ship.""",0
"""dogbrain is back""",0
"""Fuck""",0
Good,0
why change name?,0
"""Just told them there's an allowance""",0
"""Who are you talking to?""",0
"""he/she is going there""",0
wahahaha,0
"""loser""",0
"""don't know yet""",0
"""Don't you have one now?""",0
yes,0
HAHAHA MUTED,0
"""your mom, idiot?""",0
"""My teammate muted me""",0
"""friend, it turns out""",0
"""LOL""",0
"""crazy guys""",0
"""Sorry""",0
Wait.,0
"""f*ck off""",0
"""0-3 idiot""",0
LEL,0
