match,player,translated_message,label
10,2,"""fuck this bh"". kill me. rubick god",0
58,4,"""lifestealer complaining about bash chance"". gg",0
0,7,"""Place a sentry."". ""you'll find out"". ""Place a sentry, buddy"". ""listen to Tinker"". ;-). ""Too bad""",0
30,0,"""I did."". ""I don't want to see him in this match."". ""Don't touch Lion"". ""Bitch"". lol",0
32,3,"The message """" is a non-verbal symbol or icon and does not have a direct translation to English.. penis",0
81,7,"""yes"". haha",0
37,4,"HAHAHAHA. ""HAHAHAHAHA"". HAHAHAH",0
8,1,wow. I don't know how we won this.,0
74,8,nice,0
53,8,"""Damn, you have so many stacks of big creeps here"". ""gonna take it now"". ""Don't take Roshan, you damn kids"". ""AY FUCK YOU BITCHES THIS IS MY NICK"". ""DO NOT GO in our forest please I need to farm"". ""FOR DINNER"". ""Suck it, scrub"". ""REPORT CANCER"". ""suck"". ""BUT YOU LOST"". ""noobs"". ""cancer lost to cancer monkey"". jerk. ""NOOB""",0
14,5,"""3 sec"". ""or better 2"". ""khvakhv"". gg",0
89,4,"""where are you from"". ""fucking awesome""",0
31,4,GEGE. REPORT YOUR ASS,0
19,0,"maphack. g. thx. ""nice quadrilane mid"". assholes",1
43,9,"wow doom. Haha. ?. ?. ?. ?. ?. ?. ""?"". ?. ?. ?. haha. ""crybaby""",0
59,5,gg. ez team,0
75,0,"""piece"". lol. ""Because you are trash""",0
48,1,"""hf"" translates to ""have fun"" in English.. ""idiot"". easy. ""you have 2 slots"". ""BUY DUST"". HAHAHA",0
0,2,"""I'm sure"". ""that there's a ward here"". ""Am I right?"". ""Is there a ward on the high ground?"". ""When you're up against Pudge, there's always a ward here."". ""or is it closer to the rune?"". ""let's wait"". ""tinker is muted"". lol. ""Good luck with your game"". ""wasn't in mute for no reason"". ""MID FUCKING NICK"". ""HAHAHA"". ""I'm here as the feed.""",0
92,0,"is he coming. ""Juggernaut, calm down."". What's his problem?. ""Chaos Knight is high I am sure"". ""fuck void report void thank you"". The message is already in English.. ""i saw you missing that creep score, Jugg..."". come on..",0
49,5,"runnnnnnnnnnnnnn. bitch. ""runnnnnnnn""",0
85,6,sad. SAD. shut up noob carry,0
80,4,LOL,0
77,6,"""+1 void"". wait. gg",0
2,0,"""well played""",0
32,5,"""aren't those pretty great nowadays""",0
3,4,"""+"". ""+"". gg. like",0
77,0,Pudge is not Pudge. fuck you. we do. we wait. we are polite,1
32,0,gg,0
42,1,gg slark,0
31,6,"""well but I won my duel""",0
15,9,"""HOW DO YOU DO THIS"". ""DEMON"". ""just easily salted"". :D",0
84,5,"""why do you feed"". ""play shit"". ""alche faggot"". ""hahaha xd"". ""denied"". ""motherfucker"". ""my dad got a divine"". ""hehehe"". ""hahaha"". ""so much for a support"". ""That's it, no way they're taking me down."". ""haha"". gg. win. ""and that idiot lost the divine"". ""report blood please"". gg",0
71,4,"""psycho shit"". I'm gonna report you.. ""bastards"". ""you got no number"". ""but 5 star"". ""smells like a boosted shit"". :). ""you gonna lose anyway"". doesn't matter how many shitty mines you put down. ""techies your -25 mmr is coming :)"". ""go defend"". ""techies"". :'(. haha. trash. ""yeah yeah"". ""get techies, get your -25 MMR"". ""you shit"". haha. ""yeah yeah"". ""write more""",0
60,2,"""What about the defense?""",0
55,6,"""WHY CHRONO ME"". Gg",0
32,6,"true that. What now?. ""his i3 died?""",0
43,1,"""i also kill"". easy to kill. ""see?"". haha. hahaha. it's okay. lol. tiny mid. ""0-2 max 3rd"". ""he's mid but maxes his third"". I wrecked you.. solo kill. lol. easy kill. ""So what now?"". ""You're such a drunkard, huh?"". ""What?"". ""lol Jug"". ""Go up"". ""crazy"" or ""fool"". ""You're such a fool."". Run. ""why run away?"". ""WHY ARE YOU STILL RUNNING?"". WOW. ""end now"". ""We already lost"". yeah im done",0
33,3,"""easy snake faggot"". ""10 lvl snake faggot dies lol"". lol no you are RUSSIAN MOTHERFUCKER. that's why. ""oh you russian faggot""",1
52,6,"Серьезно. I know. ""2 mana was not enough)"". of course. ""Why not 5?"". ""and here"". 5. ""then everything is fine""",0
2,5,"""can't reach""",0
14,4,"""My dick will go into your ass"". ""don't show off"". ""I fuck you solo"". hahahahahahaha. ""go to Roshan"". hahahahahahahah. ""look at my farm and at yours"". ""is this solo?"". hahahahahahahahahahahah",0
89,1,"""cocksucker"". ""pissy"". weak. ""I will fuck you"". ""K"". K. ?. ?. ?. ?. ?. ""What?"". ?",1
73,6,"""stay afk""",0
80,9,haha,0
64,8,"hahaha. :'(. ""nice dis"". idiot. hah. I hate you, Jugg.. fire. omg. commend me",0
57,6,"best draft. haha. ""best draft for you noob"". bad draft for dire. idiotfuck",0
41,6,lol,0
41,3,"""there's a monkey""",0
88,0,"GG. GG. SAD. GG. Easy. ""Easy"". EZ. HAHA",0
26,7,"""at least that Invoker isn't here"". ""so i won't get as angry"". ""in real life"". gg",0
16,6,throne,0
10,3,"""Why"". ""Fuck"". Good. wahahaha. ""loser"". ""Don't you have one now?"". HAHAHA MUTED. ""your mom, idiot?"". ""tsk tsk tsk"". ""My teammate muted me"". ""friend, it turns out"". Xd. ""LOL"". ""Let's play PUBG"". ""Sorry"". WHA?TY. ""yahayag life choyloy ah"". Im so confused. Ask what. HAHAHAHAHAHA. ""yuri"". ""Who is missing?"". ""On the way, apparently"". hey. ""Who is stupid"". ""Stupid"". ""it's not going"". ""Who replaced?"". go. dota 2. ""Oh no, idiot"". ""You are being blamed"". Dot. Dota 2. What. ROFL. ROFL. BOT. good games. What the fuck. ""Second time feeding"". fog. ""Okay"". ""we're dead now"". HAHAHAHA. ""Wew?"". gg. teams so good. god damn!. Lol. ""miss you chulupi"". ""I'm going to Manila"". next week. XD. ""what is my team"". DOing. honestly. ""what bracket"". ""Is this"". Holy shit. ?. you suck. balls. dumb fuck. Find me 24/7. suck my dick. if you can. XD. ""cry more"". MAN. I WANNA PLAY. PUBG. STOP TRYING. ""You fucking morons"". ""you're all dumb"". except. brown. Thank you. ""?"". LUL",1
95,7,"""dude afk"". 0_0",0
57,0,"""chat G, go and die"". ""Don't let it happen again"". haha. ""haha peace"". ""fucking idiot"". lol. i'm not chat G. ""chat G is Rubick"". ""chat G yay"". ""chat G yay""",0
89,6,"""are you a downie?)""",0
60,7,"i hope we lose guys. ""my team (except Zeus) doesn't deserve to win"". report. everyone except Zeus",0
75,9,")_. ""on time""",0
35,5,"""dusa, es and sf won you the game"". ""dog shit"". ""+""",0
92,1,"""?""",0
19,6,"""fuck you still"". ""??"". ""???????"". ""Why save him? Let me kill him, fucker."". ""sorry for flaming"". ?. ""Good game, well played, good luck next."". ?",1
49,6,"""SK HC"". Please report.",0
95,2,"""how's the mom, degenerate?""",0
73,9,"""Hey guys, hurry up"". ""rat"". farm",0
15,2,""")"". ""I'm not calling for help"". ""they come on their own"". (""("". ""we are at Roshan"". ""go dragon"". ""I'm not a booster"". ""I'm a sandwich"". ""it's all good"". ""In the next game, we'll play together."". https://anylvl.com. https://anylvl.com",0
92,9,"if he will reconnect. I will report Jug.. 100%. ""he is a virgin"". rofl. yes. ""you are to blame"". ""why are you running"". ""after me"". ""Animal""",0
20,8,"""wait a sec please"". ggwp. t. ""that rioki pick""",0
39,1,"Hello Kratos. I hope you enjoy the game.. oh kratos. ""not in jungle?"". HAHAHAHA. pure shit. ""what's wrong pussy"". LOL. ""how does it feel Kratos fag"". ""yeah jugg threw in our game too"". ""we had him last game"". ""he told us to suck a dick"". ""but now he's sucking mine"". ""how does it feel, faggot"". enjoy your anal rimming. ""fucking faggot krratos""",1
88,8,nooooo. Almost. I pro. gg commend,0
77,3,lol. gg,0
53,2,"""Take it""",0
98,9,"""your AM is sucking"". ""and you run to us""",0
91,8,"Why?. ""SSSSsss"". easy",0
43,0,"""go end"". ""retarded Southeast Asia"". Ahhaahahhaahaha. ""ahahahahahahahahah"". This game is so fucking hard.. ""for me"". Aahahahahahahahhaa. mirana wants. carry",1
24,3,"""fucking pick 2 offlane""",0
56,7,"""Where from"". ""whore"". ""you are 13"". 2975. Freak. ""give 3k""",1
6,0,"for what. ""you first pick Terrorblade"". ""then you want to report Bloodseeker for losing"". yes. ""then you pick support"". ""pick support"". ""and not core"". ""not too hard""",0
84,6,"Good game. ""WHY ARE YOU SUCH RATS"". GG easy game. ""GAME ?"". ""I'M GOING"". ""I HAVE GOLD FOR MORE"". ""THERE IS MORE GOLD"". ""For Christmas, I'll leave you that."". ""BORING, NOT EVEN THE DIVINE GAVE FUN""",0
13,8,"""discussing"". kill. sorry. Lol. ""your pause"". ""you don't defend"". ""talk nonsense"". Good game, well played.. COMMend us. easy game. ==. super easy",0
45,0,"""go feed""",0
78,4,"farm. ""We'll come in an hour"". ""Why so"". ""I will come""",0
37,6,"""good game Juggernaut""",0
66,2,"""And did you see how the LC died, such a pro :D""",0
48,6,fuck you all,0
18,6,GG,0
31,9,"""easy Pango""",0
75,5,"""What do you mean the silence didn't affect you? (("". ""I managed to pull the stone to myself"". ""2 on 1"". ""Interesting fact: my mid player has the same level as me."". ""and less farm )"". ""what pause"". ""we don't have a player"". ""Why are you so afraid to lose?"". ""trash"". ""3 vs 5, playing for 33 minutes"". ""you guys are shitty"". ""Why did I lose to you?"". ""lol, what's so funny?"". ""it's a fact""",0
19,3,"?. "".???"". ""??????"". ""?"". Nice gank.. ????. ?. ?. ?. ""?????????????????????"". ?. ???????????",0
99,2,GG,0
56,2,"cheater. ""cheater"". ""Me and him"". 1488. easy",0
68,0,haha,0
6,2,"8. ""9"". ""how much damage"". XD",0
77,5,gg,0
78,7,"""Let's go in three"". n. ""where are you"". ""you don't pass at all""",0
74,2,"""yeah"". ""and you in mid""",0
63,6,"He left, dude.. haha. crybaby. end. good game",0
66,4,"""an anal for disgust"". ""I told you"". ""That city is not worth it"". ""fat dick learn to play"". ""well at least"". ""dick"". gg. ""you piss me off"". ""marry him"". ""how disgusting can't kill a dumbass"". gg. gg no excuse. ""what a disgust, for god's sake"". ""shadow does nothing at all"". ""can't even kill with his eul"". ""gg no more"". ""that can't be done"". ""can't even kill a dumbass alone"". ""gaga"". haha. ""If I had picked Centaur we would have won, but he picks the fucking bitch."". ""sf gets items when spectre is already fully equipped"". ""hahaha my sf is a piece of shit"". ""Of course, I'm the only one who kills the dwarf since you can't.""",0
99,6,"The message is already in English.. ""saw me teleport in and already had your cores use a teleport to come top lol""",0
35,6,"nope. ""we won?"". ""Good luck next time, boys"". ""?"". ""I beat so many Medusas easily."". You were just lucky, I think. I cannot remember.. ""which one"". ""if you can, push fast"". ""I can AFK"". don't go Roshan. come on. go mid. ""I'm AFK"". ""go push please"". cmon man. yeah. ""easy mid"". sf won. mid. easy. ""tinker 17 min"". travel. :D. he steals. ""my lane"". ""on middle"". man. ""don't push?"". ""tinker saying"". ""I'm top 400"". tinker. :D:D. alksjdlaskdjsa. :D:D. ""17 min travel"". top 400. ""well played boys"". ""good luck next"". jakiro. sorry for killing. you. :D",0
58,5,gg well played,0
46,6,"""shit"". ""wait""",0
79,9,"""I am AFK"". ""I will get up"". YES. I AM SHAMAN ARC. ""GO TO THE THRONE"". ""Well, I definitely"". AFK. PUSH. ?. ""OR UNDER THE FOUNTAIN"". ""THROUGH BKB"". ""SAT DOESN'T WORK"". ""Idiot"". ""IT'S FUNNY"". ""annoyed"". ""Blow it"". ""sf bitch""",0
72,5,"Guys. Are you stupid?. ""Why the fuck are you focusing on the tanky one?"". ok. ""try to kill me solo"". ""we'll see"". enjoying wasting time",0
7,3,:))) too fun,0
82,8,"""pissed-off loser""",1
57,9,"s. ""well played""",0
84,3,"report blood. gg. report alch. lol. ""hahahahahaha"". report blood",0
50,0,"""sorry, I didn't manage to click on you""",0
64,3,I quit.. hahahah. jug,0
67,0,"""I understand Mr. Ogre, you need to try hard since you're in Ancient games."". ""but this much?"". ""Take him back"". ""dying from creeps""",0
17,2,"???. XD. ""hahahahahahahahaha"". ""you're going to lose anyway"". ""hahahahahahaha"". hahaha. ""these dogs love me"". ""Why doesn't that sniper have items??"". hahaha. ""they always kill me two at a time"". ????. 3. ""hahaha"". ""sniper??"". ""BKB and ultimate for that??""",0
30,9,"""so that idiots don't pick and play normal heroes"". ""you"". ""he had 1 hp"". ""he used solar"". ""Are you an idiot?"". ""trash go home"". ""pity bio-trash"". ""Must be shitty to be you"". ""then be specific"". ""stupid bullshit"". ""without a comma"". ""booo"". ""Is it supposed to be offensive?"". ""the fact that you won because of 4 dumbasses"". ""Stupid, then, if you think so."". ""Chaos is a trash carry"". ""Pangolier is a useless piece of shit just like Centaur."". ""and Storm is just useless"". ""Are you answering?"". ""Oh no, am I the offlaner?"". ""no?"". ""piss-covered face"". ""Are you answering?"". ""That's the team"". ""That's a thank you, Gaben."". ""they stand..."". ""watching"". ""don't give a fuck at all"". ""here's the whole midlaner""",1
59,6,"""Suck"". ""Easy"". easy. ""Suck""",0
72,2,"""since when are you tanky lol"". ""rolling on the floor laughing"". super fun. ""Good game""",0
45,5,"The message is already in English.. rofl. ""6-26 combined between three of you""",0
51,7,gg,0
8,2,Thank you.. no idea either. such shitty 'support',1
49,2,"Deserved.. ""FED AND QUIT""",0
47,5,"""..."". ""fuck you"". gg",1
44,1,well played,0
55,5,"""ok that's good""",0
60,4,"""Sniper, are you okay?""",0
76,3,"""LOSERS!"". FUCKING",1
65,3,"lol :DWQDwq. do you see me. ""Ah, such a game :D"". :D. ""Just let it go :D"". sven reported. ""sven reported please"". ""reported sven""",0
95,5,?. g. lol. Wow. Gg. Well played. lmao,0
10,6,"""my tb always dying"". L O L. ""stupid Dota"". TN legit. ""Terrorblade"". legit. Player. ""Fuck you, just die.""",0
42,5,"""KID YOU'RE RUINING"". ""WITH ALL HERO"". ""SERIOUSLY, YOU THINK"". ""WHAT'S UP WITH THAT"". ""IN MY ULT"". YES. ""HE'S VERY BAD LOL"". ""I'll report everyone"". ""IN THE LAST GAME"". ""GUY CONTINUES"". ""If you had let me go mid last time, it would have been two wins, you animal."". ""how easy it is to win against an sf mid"". ""And you grab a big cup""",0
46,9,"gg. gg. ""go leave please"". |sec. ""toilet"". ""toilet"". please. :D",0
2,4,"The message is already in English: ""can you finish fast"". ff. finish mid",0
34,3,gg. gg,0
6,6,"gg. Report Bloodseeker, thank you.. ""for what?"". :DDD",0
40,9,"""seriously?"". ""in turn"". ""we're going out"". ""I don't know, not in the team"". ""My special forces will find you))"". ""Nice, they fed Enigma."". ""Pudge"". ""top Sven"". ""at the end report the guy who thought he would decide the game"". ""kek)"". ""Fuck, I'm also buying wards"". ""sorry, I'm trash here"". ""Slark seems fine"". ""gg Sven and CM for report"". ""yeah, it's just fucked up in the throne"". ""with such teammates""",0
70,0,"hah. haha. lol. ""are you stupid or what?"". ""face is a fan"". ??. FAN. ""AFTERWARDS I'LL GIVE AN AUTOGRAPH"". HAHA",0
99,7,gg wp,0
16,2,"""wait"". toilet. ""1 min"". thank you",0
26,2,"""lol you desperately want to win this one hahaha"". lol. lol. ""well played"". ahh wow that makes sense. LOL. haha. ""lol we picked a techies to have fun sooo"". lol gg. ""wp pig""",0
48,4,pkoljhmyusdPH L;a[]. thought u are sandking. What the fuck,0
13,0,think,0
36,5,"leave. ""noob""",0
27,1,"OH. ""felt like some humor in the morning""",0
38,1,"""easy gank"". ""mid""",0
84,1,"""Go feed hahaha"". ""please report that kunkka please"". gg. ""please report that kunka please"". please report that Kunkka. gg. gg. gg. ""Finish it please"". hahaha. ""Finish please report that Kunkka that motherfucker from Blood"". ""Finish quickly please"". ""PLEASE REPORT THAT KUNKA PLEASE""",0
25,2,animal planet,0
66,5,"2hp. ""oh nice"". ""O Captain! My Captain!"". captain don't worry about buying a spare mast. ""because I'm so fucking hard"". ""we can use my cock"". ""janco likes poetry lol"". just trying to keep the troops happy. get some, son. [The message """" is a non-standard character or icon and does not have a direct translation to English.]. VENGE GO. GIVE IT. ""buyback to not feed rampage?"". lame. way too late. you nerd. 🎵. lame.. ""Slark has been working on Basher for 10 minutes lol "". ""worth?"". gg",0
83,6,"nice counter picks. easy. XD. xd. ""good game, good work/play"". ""easy trilane""",0
89,8,"Moron. ""Die""",0
70,9,"""report out pls"". ""shut up"". ""yes you're not"". nothing. Fácil. REPORT OUT",0
26,3,"why not. nope. ""nice gem"". ""well played"". <3",0
9,9,"""Choose quickly, damn it, my time is running out :v"". gg. ""fall and call"". ""you chickened out, dude"". xd. "":'c"". ¿Me quieres, hermano?. ""wait because of"". xd. ""to hell"". gg. ""fuck I'm hungry"". ""kirkincho is op"". ""my time, f***ing s***"". ""Pay me, shit""",1
68,7,wowo. manta dodge call. lol,0
34,7,"lucky bear!. :P. thanks for the free lane snipe. :P. ""Chrono for one?"". y la muerte. :(. ouch. gg. ""thanks sniper""",0
67,4,"""why does Luna have a wand as her first item"". ""is that a thing vs Lone Druid"". ??",0
42,9,:v. Xd. hahaha,0
57,5,"hah. :). next time i will kill you. hahah. haha. ""shut up"". gg",0
43,6,"lol. ""?"". ?. ?. ?. ?. ?. ?. ""?"". ""?"". ?. ?. ?. HAHAH. HAHAHA. crying",0
5,0,What the fuck,0
98,6,)),0
49,0,?. gg,0
57,7,"""why ban techies? :P"". ""I wanted to play it :D"". ggwp",0
92,8,"""HIT""",0
82,9,"""cancers"". )))",0
87,5,"""What"". easiest mid of my life",0
75,3,")))). ""Jump"". ""fuck off to me"". "")"". "")""",0
54,5,"gg. ""finally finished this trash boost"". ""4k is a rotten bracket"". xd. ""I finished the boost now"". ""if I end up with this account owner again"". ""burn"". ""because he was 2k"". ""I put 4k"". ""dauhdasduhas"". #tip",0
97,3,yes,0
28,5,"""typical jungle internet""",0
18,5,"sadfl.k;jasdghfl,jkasdgfas,djfasd. ""Your mother is a whore."". ""Your mother is a whore"". BOUNTY. NICE BOUNTY. Im outplayed. FUCK YOU. no teleport. ""you out played me"". haha. ""cheese"". THAT AXE. HAHA",1
56,0,gg,0
62,9,"""Who?"". ""hahaha"". ""you are such noobs"". ""and what about the team"". ""it's a team game"". well. gg. gg. ""easy"". ""didn't even break a sweat""",0
26,6,lol. gg wp,0
33,6,"""dumb cocksucker"". That.. ""lucky"". ""to the fucker"". ""Just got lucky"". ""Fucking hell"". ""lucky"". ""Cocksucker"". ""Nice monkey threw the game"". ?. ""maybe you won't defend?"". ""or do you want to win?"". ""I think he didn't understand himself"". ""What is this for?"". ""fuck"". ""you are a tough SF"". ""You're getting minus 25"". "")"". ""maybe you won't defend?"". Yes. ""No argument"". ""they are idiots"". ""Fuck"". ""haha"". ""yes won us the game""",1
86,3,report tinker. please,0
50,3,"""on cm bm haha"". comeback",0
4,2,TAKE IT EASY BROS,0
76,8,"""He left"". ""read the chat"". ""moron""",0
11,2,"haha. haha. haha. ""BAD SKILL"". HAHA. HAHA. wtf. HAHA. PLAG. wtf. end",0
9,7,"""easy Pudge and Sniper"". ""Can't you solo, dude?"". ""hahaha what happened pudge?"". ""What happened, Pudge?"". ""Did I kill you?"". ""you're afraid of me, dude"". ""'?"". ""why are you running away?"". easy Pudge. ez hook. ""hahaha easy mid"". ""hahaha sniper"". ""why do you pull me and then leave?"". ""easy mid and pudge""",0
50,5,"""weak"". ""easy"". ""easy late game""",0
56,5,gg,0
63,9,"idiot. ""Herald Anderson the moves"". ""SLARK CAN'T CATCH HIM"". ""HERALD ANDERSON IS STUPID"". ""SLARK THEY SAY"". ""LC, duel over there.""",1
19,9,"""my back up did not show"". ""we would have torn you a new asshole"". nice ward. ?",0
33,0,"faster please. ""Do you think I don't give a fuck?"". ""My supports farmed the whole game"". ""I don't give a f*** about them."". autists. ""Let them honestly win 4x4""",0
13,5,"""tactical pause""",0
27,0,"""2 min please <3"". Thank you <3. ha?. what a fucking russian dogs :). 1 minute. lul",1
41,9,"""Not bad"". ""he saved himself once, if only there was another save tp"". ""then it would be fine""",0
1,4,gg,0
5,7,ez,0
63,4,"""Will he be coming?""",0
4,9,"sad Invoker. ""try to play haha"". ""but slow farm"". ""sumiya doesn't have Midas"". ""hello bot"". ""please kill me"". hello bot. ""combo hahaha"". ""so fucking noob"". yeah",1
83,7,lol. lol. easy,0
14,0,"""slap on the pussy with a palm privileges in Minecraft on the mozyaki server""",0
41,1,"""report invoker"". ""Feeding with the courier"". ""+ threw mid"". Easy mid. ""Sniper, how do you like our mid player?"". ""he plays together with Tiny"". ""two dumbasses""",1
8,5,Gg. 0-20. gg,0
54,3,"""the moment the guy fell"". ""damn booster"". ""demon's OP hero"". ""damn booster""",0
10,9,"""Who are you talking to?"". ""ha?"" translates to ""what?"" in English.. ""Who are you talking to, hey?"". ""we are friends"". ""crazy guys"". ""f*ck off"". ""0-3 idiot"". ""Stupid, run"". rofl. i love dota3. ""Let's go, idiot"". hahaha. ""Hehe"". ""Stuuuuupid"". ""I'll give you a bonus game"". ""tsk tsk"". gg idiot. nice. ""Let's just meet at TI"". :D. gg. xd",0
89,5,"""Go talk shit)"". easy. ""Got distracted by the easy one-button player"". ""sorry"". ""?"". ""easy"". ""mid"". easy. ""mid"". ""1 button doesn't win"". ""10/9"". ""you wanted to say"". ""script?)))))))"". easy. ""what script"". ""only Sky is playing with scripts here""",1
