match_id,player_name,player_chat,action
14994,B ( . Y . ) B,commend me :). Commedn me,NOT-PROSOCIAL
1641,SImPle MaN,w8. hes reco. 2m. plz. lel. fuck. sad. 120s. cant even buy back. rp necro plz. im rs alone. come and snatch it. and kill tinker plz. ks lord,UNCLEAR
35655,Pudge the Cat,ggwp,PROSOCIAL
40009,??????,??????. ???. ?? ?????. ????????. ? ??????. ? ???????? ?? ????,UNCLEAR
43197,Anturiel,if u dont report these guys i report u. and u get low prio as well. stupid pick bs. report bs for intentional feed at start. or i report u. pick more useless heroes bs. that lose us the game in 15 min. yeah. pick bs totally useless hero in this line up then go feed. su u just said that u would win 5 on 5 even thought u won 6 on 4 ?,NOT-PROSOCIAL
6982,Hans Moleman,gg,PROSOCIAL
8831,疼痛,1. 1000 . its party. solo 800. shut you fkn ass. 6.85 troll. my team feed you and flame ME. shut you ass. shit troll,NOT-PROSOCIAL
48459,theJAMM,wut. what the fuck. gg,NOT-PROSOCIAL
22087,!!SlAyEr!!,?. GG. only 4. ez mid,UNCLEAR
24388,Blackdan,nice try. oh yea . you retard sniper. holy shit silcenr. how much gold for the silencers death. holy shit . i am good . yea me to. i have fallen far in mmr. gg. gl coming back from this . gg. comend me . yea ,NOT-PROSOCIAL
22810,sexy waka,gigi,UNCLEAR
33002,DoucheBag,gg,PROSOCIAL
24847,Topherclay,gg,PROSOCIAL
30317,Pavonis,"ty for pause. AA initiatore, #newmeta. done. enjoy lp slark. gg ez. jk jk. slark, you must be fun at parties. oh fuck. XD. slark in the jungle. what a surprise. see that. where is slark ?. ye. mine is done. hope this slark will enjoy lp. I don't give a shit you butt hurt piece of shit. gg . Pro focus aa. fuck aa why did you spot them all and put them all under you ult you fuck. u talkin about riki ?. why ofc. did you evzen riki. gg wp. u mad. I got 600 games on slark. Lmfao",NOT-PROSOCIAL
2539,Clouds,gg,PROSOCIAL
11360,Natsuki!!!,fu rustard. one punch man. i am saitama. baldy. poor. one hit guy,NOT-PROSOCIAL
23638,Scout,ye he did,UNCLEAR
2288,pimki,bait. you dont push,NOT-PROSOCIAL
24542,RusY,wp. wp. wp,PROSOCIAL
19113,21,ty. g. come to me. imn waiting. haha. sure. haha. kidding me. suggest u get divine. if not damage not enough. of course. like u. thanks bro. my pleasure playing with u. die in pride. sure. im your happiness,PROSOCIAL
33673,Patrick Leo,gg. ganked non stop shit vision,NOT-PROSOCIAL
49422,rob2riches,failed mid. lucky u. if she went ochid. u would had die :(. just end,NOT-PROSOCIAL
5699,BriCiO,poise e nem ele com vcs. por isso despausa. kkk. ty. slardar afk na base. ....,UNCLEAR
14100,Kyry,thats what u call 3 v 1 mid. :(. gg wp. gg wp. tactical feed. your kill bountys are worth more. gg wp,UNCLEAR
22693,King Obu Curry,gg,PROSOCIAL
49858,ragdoll physics,COOL. g wp. gg,PROSOCIAL
4594,к-оz,"lol. lol. retarded qop. good mid retard. lol. idiot. que pick tan ridiculos, pikeo primero y esto es lo que agarran. qop que no gankea. y vale mas un tango que esa basura. terminenla. y se la tira de g4ingo. jajaja. eso lo explica es peruca. entonces no leas. jajaja. hablo eh inbesil. jajaja. la tuya es la que uso en las noches para quejarme. tu mama dijo que esta bien. que la visite. a tu mama le gusta. q tu papa q?. lol que tiene tu madre?'. lol. a llorar con su mami. claro. quieres decir que eres mas burro por tu pick. a quejarte con tu mami basura. lol. a llorar con la perra de tu casa. jajaja. lol. basuras perucas. llora con tu mami basura. a llorar con su mami peruca. jajaja. no. a llorar con tu mami. basura peruca. callate basura. mierdas. jajajaj. a llorar con su mami!!",NOT-PROSOCIAL
37002,aeon,wait 5min bro. restart pc. login. wheres ur grandpa ?. zeus shouldnt play . wr :3. how long. alrd off 6min. 1min more. ?. can u message him ?. bro. ???. we know. can u just fckn message him ?. how long. we wait u 8min @@. and wr said shouldnt play :),NOT-PROSOCIAL
25364,Menke,ggwp,PROSOCIAL
29156,matre.Pope  superpenis,ez. radiance lol. reprot am. scared of a solo lich. solo offlane lich at 26 min bigger than am. i knew my am add no ball. but that is impressive. it goes inside him and make a crater. lol 6 miss,NOT-PROSOCIAL
33800,AtoM,we lost,UNCLEAR
39341,Amer,veryones retarded in this team. aclh was afk voker aws afk mag was feeding. ive no idea why i get such mates. voker finished his euls. rofl. i farmed. solo. i did so well. rofl. i evven killed you solo. 1v1. lmfao. 4k scrub,NOT-PROSOCIAL
18009,Bezem,HAHAHAA URSA. WTF. u should try to play better. so its not so fucking ez. zzzzz,NOT-PROSOCIAL
16482,Hephaestus,gg wp. gg,PROSOCIAL
22339,22sjpog,JSJSJS. JAJAJJAJ\,UNCLEAR
21911,Mr_spoon,SON. HA. Right. (healing salve perfectly timed). gg?. k. Fortify. ggwp,UNCLEAR
40051,Tokimone,gg wp ez pz. :D,NOT-PROSOCIAL
40192,4 Blind Kids,?. hes my friend. i bet you say that to all the girls. 'release it'. i just let it go honestly,UNCLEAR
22474,Remeris,?,UNCLEAR
4382,meaker,herehere. jezz. no way. whgatt. wait what. thats not the rules. +,UNCLEAR
46520,one PUNCH,not so fast. :D,UNCLEAR
44897,Mr. Lind,GL HF. =). 1min. Lagging like fuck. thx. for waiting a while. gg. gg wp. GL HF,PROSOCIAL
9024,TheMasons,?. ssh. i appreciate. ur effort. why me?. u guys never learn dont u. k. useless team,NOT-PROSOCIAL
45525,Electronizer,whats wrong with you?. ..... this guy. anyone with packet loss?. HAHHAA,NOT-PROSOCIAL
22424,1o4,32 kills on ursa. come. dat afk tinker jungle though. so good in ranked game!,NOT-PROSOCIAL
19613,AlKatRaS CSGOBingoSkins.com,yes and bh. yes pls,UNCLEAR
34015,RedNexican,well. that was nicely done. the ravage. for nothing. literally had 25% of that arrow left. tide after taht ravage. shut up. g fucking g. gg. only reason is naix. cause that was the easiest mid ever. arrows were very nicve. jugg is terribl;er too,NOT-PROSOCIAL
20327,Alexis,gg,PROSOCIAL
38873,Hum4n1k,66. 6. its ok. he use 2nd before you blink. ember go rapiers. omni vs trone.  :D. WR MLG. gg wp,UNCLEAR
19387,S4mon,cyka. aha. your mama from china. gegege,NOT-PROSOCIAL
37263,[R],COME. end,UNCLEAR
36329,Dream Of Wars,lol,UNCLEAR
45615,J@( I<Ass,gg ,PROSOCIAL
45891,1st,gg,PROSOCIAL
30441,Don Guty,GG tempalr hi zo . comend templar,PROSOCIAL
7899,Like Paper,gg,PROSOCIAL
11778,G. R. T.,How close is so close?. haha. Good game. And top. And bot. And mid again,UNCLEAR
20103,Mo,XDDD. xD. wp,PROSOCIAL
477,?Clueless?,ez. say ez. or slardar. :l,NOT-PROSOCIAL
44495,|_Vl@?&,coomend m. commend me,NOT-PROSOCIAL
36715,el comandante,dont deff and we end. we cant do more than push. the block,UNCLEAR
4858,TaRiq,what the fuck do you want . i agree. rosh ?. omg. please report this fucking stupid team. say thanks for ds,NOT-PROSOCIAL
28082,Сын Собаки,rofl. all on me?. GG,NOT-PROSOCIAL
3330,[G]el,t. ggwp. nah,UNCLEAR
13834,Mr. Sundae,sorry. wait again XD. for puck . can you??. =_=. yeah. wtf. hahha. HAH. HHAHA. hahha invo,UNCLEAR
8011,AZURE,gg commend me. cmd team,UNCLEAR
29718,gurmander,ha ha,UNCLEAR
23485,schmuck,???. gg. sigh my fishboi is so pussssy. gg,NOT-PROSOCIAL
25114,Win pls: Green day,fuck off la. so?. why your ass. Sad. dude are u sad?. are u happy?. not yeet. are u happy?. no no no no. chance. hahaha. happy,NOT-PROSOCIAL
16837,Grude,rs. nice. ggwp,PROSOCIAL
23410,doncangrejo,gg  mid . ez invoker. 6vs4. gg alche. comend onvoker. pls. comend invoker. 6vs4. ;),UNCLEAR
10012,Drunita,chat shit get banged,NOT-PROSOCIAL
4099,Pakuro,gg wp,PROSOCIAL
24894,ING. MANDINGA,ez. very ex. very ez,NOT-PROSOCIAL
41338,CK sem escudo,dom ult nice. ez. lol e coisa de veado. ou de menina. GG LEGION. EZ TOP. EZ SKY . GG ALERIAS KITER. x1 no rio. DEAD SKY. EZ TOP. GG KITERS. sorte que to com meu irmao que e ruim pra porra. e joga todo dia,NOT-PROSOCIAL
48652,r1s@y,ew. ew arry. why not?. if i were mid. GG. IDIOT FUCKING TEMA. FUCKING IDIOT TEAM. IDIOTS. IDIOT MID. NO ITEMS. no items mid. sf. HAHA. fucking idiot sf. WTTAA?. THERE IS A TREE. THEN I HIT WITH SF?. FUCK LOGIC. GEGE COMMEND OUR AMAZING MID. REPORT MID,NOT-PROSOCIAL
41779,@Nido,2 cover . nice :)). why. so ez. HELLO SF?. mirana from last game :)). carried my team :3. as AM last game :))). =))),UNCLEAR
2457,Dark_matter,lol. lol. ggwp,PROSOCIAL
30618,Cherish Isla,well played. its funny how bad we dont deserve to win either. yea my team is just bad not retards. stuff,NOT-PROSOCIAL
11209,thegh0st,gg wp,PROSOCIAL
12672,Tek,ZZZZ. LOL. GG commend me please. pls commend,UNCLEAR
21782,[K]RystFuXION,gg wpo. report io pls. gg wp. report wisp carry,UNCLEAR
7201,Jackrabbit,haha. n1. good job. 5 on 1. gg,PROSOCIAL
35334,brobear,lel. what. me D:,UNCLEAR
39389,tinker bell,?. pro. hmm. rEPORT SLARK AND LC. TY. WP. OMNI,UNCLEAR
12022,Erron Black,amen. amen. agree. fuckin german. ez. fucking german were fucked,NOT-PROSOCIAL
44044,DayN,good game,PROSOCIAL
12372,2-D,Lol. relax recien empiesa. recien caliento. ;). ;v. okat. report me pls. feed. :D. nice. ggwp,UNCLEAR
39809,Voldemortred,u win. WOW ,UNCLEAR
47121,EA7,PLZ. REPORT. FYRION,UNCLEAR
16924,ni cagando !!! :o,que asco dan 3k. izi hc. 3k team :c,NOT-PROSOCIAL
45114,めんよう,gg end . wind good ;). he either,UNCLEAR
41227,HiDieBie,EX DAAAAAY. He is optomistic.. 1k gold. Gz tiny. ggwp,PROSOCIAL
20734,"Hi, Can I have mossarella stick",congrats on being the only am ive seen in this bracket who has a brain. give me divine . kappa. 2k gold. wawo. ggwp,PROSOCIAL
49251,El Tío Bigote,fuck the magic!,NOT-PROSOCIAL
47206,meethead,gg I guess,UNCLEAR
32762,Kowalsky,good axe. hi. gg. end mid,UNCLEAR
40058,GB.わε√iし| RoadTo1stAcc,g?. np,UNCLEAR
23025,team noob,you cant win a team which consist of noob. why peruvian?. lol peru,NOT-PROSOCIAL
42926,Alex Bryan,thanks!. gg,PROSOCIAL
28969,Ch0,D:agmfosdfka. who pidorasam,NOT-PROSOCIAL
35663,sH ' Erebus,"medusa join f,ghts and go finish. we have retard mid and offlane. look at this team. am watch and goin farm. am in top. im afk farm. go finish if u want. gg ember. fucking low mid picker. im randomed moron. always mid loser. 12 min no phase boot",NOT-PROSOCIAL
12944,romaNO,ez. loh,NOT-PROSOCIAL
33742,MiroHD,very ez tiny. gg wp,PROSOCIAL
17948,[S.o.D]Scatman,fu. gg. x. xD. dagon your so pro . bitch. i dont care . you are a bitch . xD. bitche. xD. gg ez ,NOT-PROSOCIAL
20139,Muzzle_tuff,atleast you gave it back :),PROSOCIAL
31047,Heru,gg wp,PROSOCIAL
19430,UltrAs~$ääääF,take ur russian spectre back home. and ds with him,NOT-PROSOCIAL
16105,Gelopy,haha. my gem kb pra abangan mo un?. =p. ?. ggwp,UNCLEAR
6428,[TheLo....,XD,UNCLEAR
20206,LeEspadla,gg commnd cm,UNCLEAR
4230,iLTW,kek,UNCLEAR
15583,Sohai\,Bugok. game tyane. game tane. katol. You ./... Wanamu bugok,UNCLEAR
9354,descartes,lol,UNCLEAR
2873,RIPSong,ggwp,PROSOCIAL
24408,SuperDroits,MY TEAM IS SO IDIOTS . idiot,NOT-PROSOCIAL
20678,Ticka,ggwp,PROSOCIAL
6438,Khankills,ty,PROSOCIAL
41481,Morrow,Gg,PROSOCIAL
43396,Thirteen,retard russian. :(. sad russian,NOT-PROSOCIAL
26009,We're Dead 4Head,its good. wrht?. how many misses actually. GG. stfu tusk nice feed on SF,NOT-PROSOCIAL
24428,theredone85,pure quality.... nailed it. fear the 1-14 wk!!!!,NOT-PROSOCIAL
39495,EyMI,haha. lol. lo. gg,UNCLEAR
15356,Yudeduy,pahid pabolain labhan. hahaha,UNCLEAR
13085,Yayrin,feed my carry. worth?. '. ?>,UNCLEAR
40307,MINESKI FAN GAY 322,Lol lmfao. 10 ult. lol wtf. mali puta. no windrun?. yall suck. tjhats wjat it meant. oh son. GET OFF INTERNET. YOURE 16. gg,NOT-PROSOCIAL
49884,Đưa Nhau Đi Đái,wat. DIT ME MAY. pfff. CON CAC. PUTANG INAMO. CAO NI MA. SOHAI. I. WTF. DA CLG. CYKA BLAT. someone lag?,NOT-PROSOCIAL
24235,Veni Vidi Vici,NS FULL HP RUNNING. EZ,UNCLEAR
1438,Saucey,you've gotten both my mega kills with that fucking maledict bullshit. that steal thou. SUCK ME. Fucking craggy. jesus. not havin a good game rubick?. 2-13 is good for you?. nah nah fair enough. report this sniper pls. he told me to suck him. my bad. if i wanted cum back id get it off your mums face. add me on tidner. ya fuckwit. THIS TEAM SUCK!!. GG. hard game. kappa. would have won by 5 mins. if it werent for pl,NOT-PROSOCIAL
8518,GVD.khongconloi,gg :3,PROSOCIAL
15539,Ahn.Hee.Yeon:x,doom me ????. ez,NOT-PROSOCIAL
5659,monxley,thx,PROSOCIAL
27051,Link,did your SF boost or buy account?. its a legit question. GG,UNCLEAR
22227,Feed me Please :3,sd 850 gold :o,UNCLEAR
19697,R. Giskard,"who needs bkbs. !. not my carries, thats for sure",NOT-PROSOCIAL
26990,Navzar the king ! HolyGuns<3,ok. wait bitches. suka. you are so pro veno :O. i will comend you. hi. Mad ?. GG WP. drow first pick. really. aha. dat wipe.. easy. 7-11 easy mid. ^_^. dont be mad =]]. You lost . you lsot mid veno :(. lost. Ez. =]]]. sa bait. za. Dat bait. =]]. Easy game easy life veno :(. Easy 1.2k critic. Easy game easy mid easy life,NOT-PROSOCIAL
24277,Egalité.,he rage quit. my think,UNCLEAR
30013,jiajiabodouluo,gg what a bad team,NOT-PROSOCIAL
21656,Plupiman,YOU CANT SURRENDER TO TERRORISTS LIKE TO EVERYTHING ELSE FRANCE SURRENDERS TO. GG NOOB. ASCO. GG ALC RATAS. GG ALC NOBOS. wat. hi. gg. GG ALC HACKER. GG. GG. GG. GG ALC NOBOS,NOT-PROSOCIAL
35235,Ayaaa. 420,GG. PRO CARRY. HAHAHAHA. WP,PROSOCIAL
32122,Hiilay.Dystopia,lol. haha. this nyx never learn a lesson. sniper always has rubick and LION. DIE. please die. haha. ahaha,NOT-PROSOCIAL
49253,17. Lucidity,9. yes Sash. rip uphill. uyeah?. Xd. that was avoidable. kl. rip 9. doom wr?. Xd. Rip. rip coins,UNCLEAR
32055,Tuvao,?. srsly. lol. gg wp,PROSOCIAL
2760,i've zero mistakes,throne. stop writting smht. lol. freefarm am. gl. if i playing am its vs 3pl always. 1 time killed u wiht sb ulti. all time. stupid player. sry salrk afk. ))). c,NOT-PROSOCIAL
12284,DeathCloud,np. good plays. i just wanted to grab an item. ty,PROSOCIAL
777,Wolf Assault,has predicted their team will win!. oh fuck. :(. faggot. talking to spectre. KEK. u are shit. peruvian. land. LOL. fucking. faggots. stop doing that. KEK. IM MAD. TAKE MY PENIS. si. rofl. bye ancient. ggwp. sthap sf. u are gonna die. ggwp sf. easy middddddddddddddddddd. so easyyyyyyyyyyyyyyyyyyy,NOT-PROSOCIAL
1097,layzaa,lol no carrys. 2mid..,NOT-PROSOCIAL
26287,KoDЯ,gg,PROSOCIAL
6087,2D2,jaja. ez,NOT-PROSOCIAL
48942,Agent46,i cant believe you both solo ulted me. again. GG,NOT-PROSOCIAL
33860,Dont Provoke ME,try ES?. TRY LC. GWP. EZ?. 48 mins EZ?. ahahha,UNCLEAR
33031,############,0-5 mid. 6 mins. :D. lol u played vs bot mid. No fountain fight. lol,NOT-PROSOCIAL
24364,Jen Snow,U PLAY ALLIANCE YOUI DO NOT BAN NP. what happen guys. gege. keep supporting mineski at frankfurt <3,UNCLEAR
39177,Megamind,pls. i just want space,UNCLEAR
24305,InFlames,322. solo safelane wk. lol. haha. def ?. wk. go wkgo. alliance is back. oh no. ez. stealer cm. reported ,NOT-PROSOCIAL
44540,^-^Didara^-^,end fast. end fast. zzzz almost,NOT-PROSOCIAL
32805,[F]isher___,validos vrg valen arta vrg hijos de `pt,NOT-PROSOCIAL
21901,Bhattu,HE SKILLED VAMPIRIC AURA. OMFG HTIS MMR MAKES ME WANT TO ININSTALL. dude. the offlane consisted of a tilted crybaby. who just blames everyone for his mmr and bad farm. and the dusa made mjolinir. sa first item. Haha. it was first item. and after midas. Thats so fucking greedy. EZ. or not. meh. Cant carry every game. gg wp medusa and bb carried dire. Fun game otherwise. oh this guy. is so bad. please dont throw. its opk. Gg wp. and bb,NOT-PROSOCIAL
14120,Ruby,yea easy when u get fed by a legion,NOT-PROSOCIAL
503,DoOrStOp,says the lycan offlaner. rager. all of ya. jesus. relax. its just fucking dota. holy hell. what. the fuck. here we go. fuckin beaner. in my ear,NOT-PROSOCIAL
47161,Cell,naughty naughty. #noregrets. big play ult. gg boiz,UNCLEAR
20628,Fllo,Sec pls. ty. go ?. wtf. is this hsit,NOT-PROSOCIAL
17118,..mags,Grats,PROSOCIAL
16335,The Cow,report am,UNCLEAR
7052,L*,GG,PROSOCIAL
24618,NOICE,gg wp,PROSOCIAL
10771,~™DäGöN~™,gg,PROSOCIAL
23488,Hox,ggwp.,PROSOCIAL
15624,S p e a k y -,so ?. hello. t(-_-)t. pad thai aroi jung. t(-_-t). ez. lag. sec. lag. t(-w-t). bobo ;w;. t(-w-t). t(-w-t). t(-w-t). t(-w-t). ez,UNCLEAR
47073,KamikazeInc,gg,PROSOCIAL
36903,protos.,449. ping. 40. fuh. es slishom. daun. for>. ?. am win. solo. pff. ne plach tolko. kak. ya i govoril. am solo,UNCLEAR
19682,own,lol. ty sniper. i just need 40 min more of farm,PROSOCIAL
31723,twitch.tv/insyynity,! hp. i saw 1. awkward. who uses ult like that. Welcome back. rubick. i think you need 10 heroes to gank me,NOT-PROSOCIAL
21401,Lezard,WEONES PAYASOS,NOT-PROSOCIAL
8530,noob,lol,UNCLEAR
24521,Rajaion,thanks for wall :). dat bkb. gg wp. wp wr and pa,PROSOCIAL
37721,cozdoruk,ez. invo   noldu  ask?m. ez,UNCLEAR
27664,shadowMMS,actually 500 only. hahaha. noob naix and alche. lol. ez. naix pro items. lol,NOT-PROSOCIAL
8907,Ou_|_Law,XX,UNCLEAR
24905,Sword,wp. wp. retards team. wr fast aganim. ahah. ahahahaha. wp guys. report team. gg wp. 0 9. ez. ahaha. just fast aganim wr. lol. ). what?. ????. dont understand. ur?. report fucking team. just report. pls. wr. ahahahah. funny). all team. useles. wp. guys. gl,NOT-PROSOCIAL
41303,Nodify^,Gg wp,PROSOCIAL
31713,sup4u,gg,PROSOCIAL
37771,Payaso rompe ortos .. ;),ajajajaj,UNCLEAR
8257,Dog Shit,gg wp. fuck this. u think u lost?. look our picks. who carry?. tell me who carry. this team. :D. sf cary. vs spec drow alche invoker. enjoy ur rune. this team pro. greedy team. we are ,NOT-PROSOCIAL
18813,Toudy,lol,UNCLEAR
19410,KorTaiR,gg,PROSOCIAL
34377,nesle,sorry ,PROSOCIAL
22768,Flurkin,lol. should probs update pc more often m8. it's true but,UNCLEAR
15025,jessica,xk pausa. =O,UNCLEAR
32842,E=MC²,chance,UNCLEAR
30217,nvme,"yes please. more and more and more. still trying best timings you know. ,,!,,. gg",UNCLEAR
48599,Sanic,end this shit pls. all my stupid team. Really suck. they suck how your stupid Alchemist. alchemist noob. yeah 5-5. 2 for 4. worth. report antimage. so fucking stupid. i win mid,NOT-PROSOCIAL
23988,qwerty2,the son is the villian,UNCLEAR
21203,Mlp Nuggets,mad. LOL. mad,UNCLEAR
22750,Chiwi ┐( °ー ° )┌,nOOOOOOOOOOo. Gg.. 1-5 rubick. talkimng. ayy,UNCLEAR
12100,Penetrator,"dolgo ewe?. how long should we wait>?. D. good game, well played",PROSOCIAL
25824,siXor,?,UNCLEAR
49039,Jezmund The Berserker,MY BKB TIMING,UNCLEAR
33353,-_-,ur rhasta is bad. gg. ss ur bad. uninstall,NOT-PROSOCIAL
21699,DARk HorSe!,comemnd tusk ,UNCLEAR
39758,Desolation,w8. g. no ramapge. jgsdhijfsd. dfdjdsjiposd. nbooooooo,UNCLEAR
46610,CN-kira,YES,UNCLEAR
4994,sdf2988,gg wp,PROSOCIAL
30585,Zyma Speed Star,ty guys. i love u all. like frank. omfg. pa. Drop it. drop ur ugly weapon. PA. DROP IT. DROP it. ty. ty. ty. LOLZ. Ez pa,UNCLEAR
30239,ТОЛЯ ЖЕСТКИЙ,nope,UNCLEAR
6747,Pinky Cherry {Player-24},wait . gg. commend me . come back ,UNCLEAR
44292,Immufasa,ghg,UNCLEAR
13366,Oo┌( ಠ_ಠ)┘oO,YOU GUYS LOVE TO BAIL. easy,NOT-PROSOCIAL
695,MS. PAbebe (virgin),how long ?,UNCLEAR
49882,[VN] My Name is PRO,comment me,UNCLEAR
3337,God Must Be Classic,bonus for u. 1-17. lol. commed me pls. EZ MID,UNCLEAR
10389,gdfgdfg,im think im 0/10/0 wk and cant fight,UNCLEAR
14871,ChowFan !,dota2 is 5v5 .,UNCLEAR
1915,Hyperdimensional_ZY,ggwp,PROSOCIAL
42152,"..:cHiex:..""MAgnEt""..",ez,NOT-PROSOCIAL
32473,Specter,Wait plz,UNCLEAR
