messages,labels
"""Need help?"". ""Guys, flank now."". ""Yes, nice shot!"". ""Got ur 6."". ""Need a rez?"". ""Good job :)"". ""Watch out!"". ""Reloading... cover me!""",0
"""Lol, noob."". ""Stop camping!"". ""Play better."". ""Lame, stop."". ""noob play"". ""lol, lucky"". ""No skill."". ""Stop playing.""",1
"""comin'"". ""ok, cover"". ""sniper, watch!"". ""u need hp?"". ""got u"". ""nade, left"". ""ok, regroup"". ""push now"". ""stay calm""",0
"""noob!"". ""u dead?"". ""idc, loser"". ""blah blah"". ""get lost"". ""noob team!"". ""gg noob"". ""ur bad"". ""cry more""",1
"""Need help?"". ""Sniper cover?"". ""GG team!"". ""Want assist?"". ""Careful, trap!"". ""Defend base?"". ""Sniper ahead"". ""Need backup?""",0
"""lol noob"". ""just play"". ""ur bad"". ""just stop"". ""whatever, dude"". ""just leave"". ""lol sure"". ""nah, just wait""",0
"""lol bad"". ""trash playr"". ""no skilll"". ""omgg team"". ""u tryhard"". ""git better""",1
"""noob team"". ""xd gitgud"". ""ez win"". ""rekt u"". ""cry more xd"". ""lol kid""",1
"""u ok?"". ""need ammo?"". ""nice move!"". ""let's play"". ""gg all"". ""i got u"". ""heal up!"". ""lol gg"". ""cover u"". ""ok regroup""",0
"""get lost"". ""ur trash"". ""lol noob"". ""piss off"". ""ass game"". ""xd loser"". ""shut up"". ""u suk"". ""move ass"". ""dumb plan""",1
"""need backup"". ""ok move"". ""party invite?"". ""need ammo"". ""ok reviving"". ""need cover"". ""nice try"". ""we got this""",0
"""gg noob"". ""plz die"". ""noob alert"". ""too bad"". ""waste of time"". ""lol u wish"". ""ty loser"". ""gg not""",0
"""Need help?"". ""Go team!"". ""Safe here"". ""Thanks bro"". ""Need ammo?"". ""Guy left"". ""Nice shot!"". ""We won!"". ""Covering you"". ""On ur six"". ""GG team"". ""Try again?""",0
"""stfu noob"". ""follow dumbass"". ""lol camper"". ""git gud"". ""u suck"". ""idc"". ""hacks!"". ""u r trash"". ""useless"". ""whatever"". ""lame"". ""no googi""",0
"""Stay safe"". ""Got your six"". ""Come on"". ""Need help?"". ""Good job!""",0
"""lol noob"". ""ur ass"". ""nahh noob"". ""too ez"". ""lol trash""",1
"""ez noob"". ""trash ass"". ""git gud"". ""keep cryin"". ""no chance"". ""ur trash"". ""ass player"". ""get real"". ""boring game"". ""skillless""",1
"""lol u suk"". ""gay team"". ""ur bad"". ""ez clap"". ""sit down"". ""ez win"". ""lol gg"". ""stay mad"". ""u wish"". ""cant relate""",1
"""ez win"". ""ur bad"". ""get good"". ""so bad"". ""trash team"". ""ez life"". ""try harder"". ""bad play"". ""lol trash"". ""wow bad"". ""can't aim"". ""just quit"". ""ez clap"". ""0 skill"". ""so trash""",1
"""lol trash"". ""gg noob"". ""sniper op"". ""lol gitgud"". ""gg lol"". ""gg ez"". ""lol k"". ""lol u mad"". ""gg scrub"". ""easy game"". ""sniper god"". ""lol nkidz"". ""gg ez"". ""gg noob"". ""lol gitgud""",0
"""cme on!"". ""camping ass"". ""xddd"". ""cheap shot"". ""BS!"". ""xDD"". ""rll?!!"". ""lame ass"". ""noob camper""",1
"""gg loser"". ""just git gud"". ""ur mad"". ""just skill"". ""cry more"". ""ez win"". ""gg ez"". ""come fight"". ""just try""",0
"""Need help?"". ""Go mid"". ""Enemy near"". ""Cover u"". ""come left"". ""got ur 6"". ""heal u"". ""move up""",0
"""ur ass"". ""stfu"". ""ur bad"". ""lol noob"". ""u suck"". ""idc"". ""dumb ass"". ""wtf man""",1
"""git gud"". ""xd trash"". ""team sux"". ""LOL fail"". ""xd scrub"". ""team lost"". ""ez win"". ""lol git"". ""xd team"". ""weak af"". ""lmao bot"". ""xd lol"". ""ez pz"". ""solo carry"". ""xd sad"". ""pro here"". ""lmao bad"". ""xd team""",1
"""lmao noob"". ""nice try"". ""gay aim"". ""ur bad"". ""keep tryin"". ""git rekt"". ""fluke"". ""stay mad"". ""trash play"". ""nice camp"". ""aim bad"". ""ur gay"". ""keep dreamin"". ""lucky win"". ""gg noob"". ""sure kid"". ""get good"". ""same old""",1
"""Need help?"". ""Got u."". ""Lol, chill."". ""GG bro."". ""Come on."". ""Can help!""",0
"""Don't ask."". ""Dumbass."". ""Noob team."". ""You're bad."". ""Don't care."". ""Useless help.""",1
"""Need help"". ""Im revving"". ""On ur six"". ""Push together?"". ""Revive pls"". ""Got ur back"". ""Need cover!"". ""Thanks man"". ""Ammo here"". ""Keep focus"". ""Im pinned"". ""Group up?""",0
"""y’all bad"". ""ez noob"". ""camping loser"". ""uggh fine"". ""stop dyin"". ""wateva"". ""git gud"". ""nothin special"". ""cya scrub"". ""u first"". ""handle it"". ""ur bad""",1
"""Watch out"". ""Need backup"". ""Follow me"". ""Ping west"". ""Thx bro"". ""Good job"". ""Ammo here"". ""On my way"". ""Cover you""",0
"""lol noob"". ""come 2 me"". ""help useless"". ""here n00b"". ""whatever dude"". ""lol sure"". ""gimme it"". ""hurry trash"". ""just die""",0
"""Need help?"". ""Nice play!"". ""Got ur back"". ""Join party?"". ""All good?"". ""GG la!"". ""Great shot!"". ""Covering u"". ""u ok?""",0
"""lol noob"". ""haha lucky"". ""whatever"". ""not ur team"". ""u suck"". ""haha trash"". ""fluke"". ""lol fail"". ""mind ur biz""",1
"""u suck"". ""stfu noob"". ""git gud"". ""ur ass"". ""dont camp"". ""trash team"". ""so bad"". ""stfu pleb"". ""ur dead"". ""git rekt"". ""noob mode"". ""ur lost"". ""cant aim"". ""stfu dude"". ""u suck"". ""no skill"". ""ur trash"". ""get out""",1
"""come at me"". ""ok kid"". ""gg, bro"". ""come again"". ""ok camper"". ""gg ez"". ""come fight"". ""gg loser"". ""ok bot"". ""gg noob"". ""ok sweat"". ""gg clown"". ""come back"". ""gg rage"". ""come cry"". ""gg scrub"". ""ok fool"". ""gg quitter""",0
"""lol ur bad"". ""dont camp!"". ""ass move!"". ""git gud!"". ""bad player"". ""ur trash""",1
"""play better, noob"". ""team sux"". ""lrn 2 play"". ""stop whining"". ""tryhard much?"". ""blame urself""",1
"""need help?"". ""gg team"". ""nice shot"". ""cover me!"". ""land here?"". ""all good?"". ""well played"". ""take this"". ""nice try"". ""omw pls"". ""one more?""",0
"""lol noob"". ""ez win"". ""u suck"". ""die already"". ""bad idea"". ""u gay"". ""ez kills"". ""too slow"". ""ur trash"". ""hurry up"". ""no chance""",1
"""Need help?"". ""Ur back safe."". ""Let's push."". ""Cover me."". ""Nice shot!"". ""Flank left."". ""Good play!"". ""Ammo here."". ""Ur kill!"". ""Great team!"". ""Keep it up!"". ""Watch out!"". ""UAV up."". ""Health kit?"". ""Ur doing great!"". ""Sneak around."". ""Hold position."". ""Revive incoming."". ""Play safe."". ""GG, team."". ""Rushing obj!"". ""Ur cover'n!"". ""Regroup, team."". ""Watch skies."". ""We'll win!"". ""Push now!""",0
"""Noob, pls."". ""Who cares, bro?"". ""Got notime."". ""U die."". ""Get lost."". ""Shut up, bro."". ""Stop it."". ""Who asked?"". ""Know that."". ""U wish."". ""Pls, stop."". ""Whatever."". ""No1 cares."". ""Find urself."". ""Just shut up."". ""Bad idea, bro."". ""Stop ordering."". ""Don't bother."". ""Thanks, captain."". ""Wasn't fun."". ""U die again."". ""Got no choice."". ""Over it, bro."". ""Obvious, dude."". ""Dream on."". ""U crazy, bro?""",0
"""u r trash"". ""ass aim"". ""same strat?"". ""bad moves"". ""noobs land""",1
"""git gud"". ""ty 4 d ez win"". ""u wish"". ""stay salty"". ""gg no re""",0
"""haha noob"". ""ur ass"". ""kill urself"". ""same team lol"". ""git gud"". ""ur bad"". ""haha die"". ""lol owned"". ""gg ez"". ""suck it"". ""l2p scrub"". ""u r ass"". ""haha weak"". ""u mad?"". ""easy claps"". ""weak team"". ""nice feed"". ""ur trash"". ""git better"". ""haha scrub""",1
"""revive me"". ""cant join"". ""thx trash"". ""not 4 u"". ""thnks NO"". ""team up?"". ""revive dumb"". ""ty idiot"". ""revive pls"". ""who cares"". ""joking no"". ""lose more"". ""plz join"". ""thx NO"". ""y u here?"". ""git gud"". ""thx afk"". ""not 4 u"". ""revive fool"". ""ty again""",0
"""ur noob"". ""lmao git gud"". ""ez pz"". ""ur bad"". ""ur trash"". ""pfft noob""",1
"""lol trash"". ""xd u wish"". ""xd noob"". ""lol ok"". ""lol wut"". ""xd sure""",1
"""ur bot"". ""git gud"". ""stfu loser"". ""like trash"". ""bot spotted"". ""so bad"". ""no skill""",1
"""lol noob"". ""gay rage"". ""lmao tryhard"". ""u mad?"". ""lol campin"". ""ez win"". ""lol scrub""",1
"""ur bad"". ""git gud"". ""noob team"". ""xd trash"". ""u suck"". ""boring game"". ""stop feeding"". ""nice try"". ""aim bot?"". ""gg trash"". ""much fail"". ""toxic clown"". ""lag excuse""",1
"""lol ok"". ""ty for help"". ""haha ez"". ""pleb move"". ""keep trying"". ""lol true"". ""lol afk"". ""ty loser"". ""jealous much?"". ""camp more"". ""git smithing"". ""ty king"". ""blame ping""",0
"""Sniper top!"". ""Need backup!"". ""Guy on left"". ""I'll cover!"". ""Sniper ahead"". ""Watch out!"". ""Dropped ammo"". ""Need assist"". ""Good job!""",0
"""Play bettr"". ""gg noobs"". ""Pls stop"". ""U suck"". ""Git gud"". ""Quit game"". ""Lame play"". ""U ruin"". ""gg losr""",0
"""la here"". ""sorry"". ""need help?"". ""come bck"". ""stay safe"". ""chill plz"". ""lets win""",0
"""u suck"". ""gg loser"". ""shut up"". ""nope"". ""ok noob"". ""im not"". ""gg im out""",0
"""U play?"". ""LOL trash"". ""Learn, noob"". ""Rekt ya!"". ""Git gud""",1
"""Got u!"". ""Haha ass!"". ""Come, die"". ""Glitchin noob"". ""No skill""",0
"""lol ur trash"". ""ha u wish"". ""so bad"". ""git gud"". ""gay game""",1
"""invite gay"". ""u mad? lol"". ""ty 4 ez win"". ""ur funny"". ""stay mad""",0
"""gg"". ""come?"". ""need help"". ""wait!"". ""nice shot"". ""need ammo?"". ""cover me"". ""coming back"". ""good try"". ""stay close""",0
"""ez win"". ""nt my prob"". ""stfu noob"". ""die quicker"". ""u suck man"". ""like u care"". ""do ur job"". ""dont bother"". ""whatever man"". ""dont tell me""",0
"""u trash"". ""gay camper"". ""git gud"". ""ur gay"". ""trash team"". ""campin kid"". ""uninstall""",1
"""ez pz"". ""noob"". ""ez clap"". ""mad bro?"". ""skill issue"". ""gg ez""",1
"""gg team"". ""need help?"". ""go on"". ""nice play"". ""cover me"". ""good job"". ""watch out"". ""well done"". ""thnx bro"". ""let's move"". ""u ok?"". ""regroup pls"". ""need armor?"". ""keep going"". ""spawn now"". ""stay calm"". ""reviving u"". ""let's win"". ""head up"". ""take ammo""",0
"""noob guys"". ""just die"". ""u suck"". ""thx loser"". ""u wish"". ""just stop"". ""too late"". ""whatever dude"". ""thx not"". ""slow guy"". ""just fail"". ""nope idiots"". ""thx jerk"". ""die already"". ""just wait"". ""u trash"". ""thx moron"". ""u dream"". ""no chance"". ""my ammo""",0
"""Need help?"". ""Please move"". ""Haha gg!"". ""Next time?"". ""Behind you!"". ""Cover please"". ""Nice shot!"". ""Play more?"". ""Grenade! Move!"". ""All good!""",0
"""dont care"". ""lmao noob"". ""bot game"". ""no way"". ""ugh whatev"". ""lol nope"". ""ez bot"". ""dont think"". ""haha oops"". ""idc lmao""",1
"""Need help?"". ""Stay safe"". ""Need backup!"". ""On your 6"". ""Bot incoming!"". ""Cover me!"". ""Defusing now"". ""We got this""",0
"""lmao noob"". ""lol sure"". ""like that's gonna help"". ""tryhard much?"". ""lmao bots"". ""lol u rly need it"". ""lmao u wish"". ""doubt it""",1
"""u gay"". ""lol noob"". ""team sux"". ""ass player"". ""loser lol"". ""tryhard xd""",1
"""ur ass"". ""xd trash"". ""ur aim?"". ""gg ez"". ""u dead?"". ""same xd""",1
"""need help?"". ""wait, coming!"". ""cover me"". ""thx anyway"". ""join me"". ""all good!""",0
"""noob, lol"". ""xd xd"". ""git gud"". ""lol"". ""nah, noobs"". ""xd can't stop""",1
"""la. need ammo?"". ""come here"". ""nce shot"". ""gg team"". ""hlp needed?"". ""sharing lmg"". ""defense strtgy?"". ""we got this""",0
"""stp camping"". ""u trash"". ""ez kill"". ""ur bad"". ""get good"". ""ur all nubs"". ""losing so ez"". ""ur team trash""",1
"""u bad"". ""stop camping!"". ""git gud"". ""u play?"". ""waste time"". ""why camp?"". ""pathetic play"". ""ur bad"". ""quit game"". ""u salty""",1
"""lmao noob"". ""dont play"". ""ur joke"". ""dont think so"". ""lmao, who cares"". ""cuz fun"". ""cry more"". ""dont care"". ""lol scrub"". ""lmao, always""",1
"""ur ass"". ""team trash"". ""aim ass"". ""noob team"". ""team suck"". ""ur ass""",1
"""ping suck"". ""join better"". ""land fail"". ""ping mess"". ""land wrong"". ""fix ping""",0
"""gg wp"". ""haha all good"". ""need hlp?"". ""lol ok"". ""gg next time"". ""thx anyway"". ""keep going""",0
"""you suck"". ""camp more"". ""dont need u"". ""respawn n00b"". ""i got u"". ""git gud"". ""nah trash""",0
"""ping left"". ""need help"". ""gg team"". ""share ammo"". ""party up?"". ""glhf tho"". ""obj b clear"". ""cover u""",0
"""bad call"". ""lol, useless"". ""not u"". ""nah noob"". ""haha no"". ""gl, you'll need it"". ""sure...not"". ""don't need""",1
"""wtf team????"". ""bot play!!"". ""git gud!!"". ""haha u bot"". ""ez win"". ""gg but bad"". ""cry moreeee""",1
"""haha u bad"". ""sorry la no skill"". ""u trash"". ""rage more"". ""luckyyyy"". ""no gg u"". ""keep dying 😂""",0
"""Need help?"". ""Pls, team?"". ""Coming, bro"". ""Sorry, lag!"". ""Got ur back"". ""Why like dat?"". ""Ammo here!"". ""Share pls?""",0
"""nah noob"". ""lol gg"". ""too slow"". ""excuses la"". ""thx, loser"". ""just facts"". ""keep it"". ""get ur own""",0
"""git gud"". ""lmao! noob"". ""ez win"". ""team, wtf!"". ""useless team"". ""lmao fail"". ""trash aim"". ""lmaoooo!"". ""ez clap"". ""sit kid"". ""trash skills"". ""team sux"". ""lmao, noobs"". ""team bad"". ""git better""",1
"""u trash"". ""la respawn"". ""lol dying"". ""blame urself"". ""respawn noob"". ""loser's luck"". ""respawn, cry"". ""gg noob"". ""respawn lmao"". ""blame game""",0
"""Need ammo?"". ""lol u sure?"". ""I'll cover"". ""Got ur back"". ""Yes, we win!"". ""Here, meds"". ""You okay?"". ""Respawn now"". ""Cmon, chill"". ""Nice try lol""",0
"""noob, go"". ""just die"". ""waste of time"". ""useless team"". ""shut up"". ""stfu, move"". ""gg, trash"". ""screw this"". ""party's dead"". ""go away""",0
,0
,1
"""la go"". ""revivin u"". ""party up?"". ""need help?"". ""got ya"". ""cover fire"". ""nice shot"". ""ammo here"". ""headin la"". ""nice assist""",0
"""stop campin"". ""ur trash"". ""u suck"". ""get gud"". ""team sux"". ""stop dyin"". ""like u care"". ""lame team"". ""quit campin"". ""u wish""",1
"""ez win"". ""lol noob"". ""git rekt"". ""ur trash"". ""ez mode"". ""lol noob""",1
"""u camp"". ""lmao git gud"". ""real gay"". ""ur gay"". ""no skill"". ""get a life""",1
"""Got ur back"". ""Just chill"". ""gg team"". ""my bad"". ""let's win"". ""here 4 u"". ""nice try"". ""heads up""",0
"""u suck"". ""die bro"". ""so bad"". ""noob"". ""u trash"". ""go away"". ""get gud"". ""too slow""",0
"""Need help?"". ""Revive me!"". ""Stay close"". ""I'll cover"". ""Behind you!"". ""Help pls"". ""I'll revive"". ""Stick together""",0
"""Nah bro"". ""u suck lol"". ""ur slow"". ""jus leave"". ""ikr noob"". ""die already"". ""no point bro"". ""yawn boring""",0
"""ez kill lol"". ""same 2 u ez"". ""cry more lmao"". ""gg ez"". ""skill ass"". ""mad bro?"". ""git gud"". ""team bad"". ""lol noob"". ""ez win"". ""stay mad"". ""lol u"". ""trash aim"". ""ez game"". ""salty?""",1
"""ur team trash"". ""as if gay"". ""nice hacks"". ""u wish lol"". ""u suck"". ""blame urself"". ""ur gay"". ""scrub move"". ""git rekt"". ""can't play""",1
"""u play?"". ""team trash"". ""git gud"". ""ez kills"". ""learn game"". ""carry u"". ""cry more""",1
"""lmao ez"". ""like u"". ""lol try"". ""ur bad"". ""funny noob"". ""plz stop"". ""lmao tosser""",1
"""Sniper left"". ""Need help?"". ""Respawn quick"". ""Ok np"". ""Cover u"". ""Flank them"". ""Got u"". ""Ammo here"". ""Ok"". ""Nice shot!"". ""Team up?""",0
"""lol noob"". ""ur trash"". ""too slow ass"". ""git gud"". ""whatever"". ""u wish"". ""useless"". ""ez mode"". ""nah u suck""",1
"""Need help?"". ""Watch out!"". ""Need ammo?"". ""Nice shot!"". ""Cover pls"". ""All good?"". ""Ty for assist""",0
"""lol noob"". ""just move"". ""git gud"". ""lucky hit"". ""come on"". ""just die"". ""lol whatever""",0
"""ez game"". ""git gud"". ""stop campin"". ""no u"". ""no skill"". ""so bad"". ""pathetic"". ""so ez"". ""weaklings"". ""tryhards""",1
"""lmao luck"". ""ass play"". ""ur gay"". ""lol loser"". ""lame ass"". ""toxic af"". ""ur mad"". ""cry more"". ""ez kill"". ""campin again""",1
"""Play better"". ""Bot"". ""Ass"". ""NOOB"". ""Try hard"". ""Bot lobby"". ""Learn aim"". ""Play trash"". ""Noob""",1
