sentences,labels
"nicely done let's smoke and gank jungle.hold till I respawn.good game, folks. ",1  
"Jug, nice healing ward! Let’s push mid hard. We'll win this soon. Keep up the vision control team! ",1
"YOU ARE SUCH A JOKE, picking Pudge and dying five times.quit or get reported for feeding on purpose.",-1  
"dude, you play like my grandma.how are you 1k MMR?really, just quit.",-1  
"No worries guys, we'll get them next time! We can still win, stay calm and farm up.",1  
"GG, everyone. Well played. Keep the communication going. This is a fun match",1  
great strategy on that teamfight.don't forget to farm in between guys.keep it up,1  
"Failing so hard right now, report the noob right after.most useless team ever, can't believe I'm stuck here.again with the failed gank, well done...not",-1
Can't believe this team.what a bunch of noobs.I hope you all uninstall after this,-1  
"Awesome synergy this match. If we keep it up, victory is ours. Ward jungle please!",1  
"Let's focus on objectives. If we win mid, others will follow. We're doing great!",1  
"Unbelievable, you're so dumb, can't even play one hero right. GG, go back to practice mode",-1  
"Please report this feeder. You're wasting my time, just uninstall. I can't believe this team.",-1  
Fucking useless team.are you all blind or what.time to uninstall and save us the pain.,-1  
"Nice farm on Luna! Keep pushing the lane and we'll dominate. If possible, deny the creeps too!",1  
easy game.they didn't even stand a chance.great teamwork,1  
We could win if invoker wasn’t feeding.WHY ARE YOU ALL SO BAD.Stop diving the enemy please,-1  
your build is terrible.how do you think we'll win if you keep messing up?just uninstall,-1  
you guys ready? let’s stick together for the next push.ward the jungle please.good job on the last team fight,1  
what a throw.you're all useless.move out of my lane.first time playing?,-1  
"dude, are you even trying? you're feeding the enemy.stop blaming others.learn how to play your role",-1  
"Can you stop feeding already? We’re losing because of you. ""How this one dude dies every time?""",-1  
"Fucking hell, why don't you ever support?You're such a noob, it's ridiculous!",-1  
always dying mid.please learn the game you moron.I have to carry this shit show every time,-1  
"""Fuck, are you serious?"" Stop taking last hits, ""I can't farm this way""",-1  
"can we get some wards up please.also, don't forget to deward the jungle.",1  
"Report that guy, he's feeding on purpose. Such a noob!",-1  
"you're such a noob.go play bot games.""how did you even get here?seriously, uninstall",-1  
YOU ARE SUCH A NOOB.fucking useless.learn to play before queuing ranked.,-1  
Nice plays everyone.Let's rosh now and take high ground.I'll ward top jungle,1  
"What the hell are you doing, feeding again? It's not that hard to play safe. Bet you're 1k MMR. Think before acting, please. You're costing us the game.",-1  
"Let's go for Roshan after the tower. Good job on the mid gank, keep it up. Warding the jungle now",1  
i can't believe this. you're all feeding. learn to play. this is disgusting,-1  
awesome play top lane.i'll stack jungle for you.let's group for a push after 20 mins,1
"WOW, you really can't last hit, noob. Hope you uninstall. You're dragging us down.",-1  
stop feeding.you're making this game harder than it should be.learn to play or quit DOTA ,-1  
"I got the ward on river.keep it tight.and don't rush alone.we can win if we team.nodeath's need more protection.high ground, stay",1  
"Why the hell go jungle, you're useless. How can you miss that stun? Seriously, you're such a trash player",-1  
"Mid needs help guys. Let's take Roshan after this. Wards are up, good job everyone. Stick together and we got this.",1  
"""Let's go mid"", then farm jungle.If we stick together, we can win.",1
"again, you’re dying solo. it's not that hard, just stick together",-1  
"Nice comeback team, keep the pressure! Protect the high ground and control the runes!",1  
"No wards? Really? You expect us to carry this? Smh. Do something, team.",-1  
GG this game was so fun.thank you team for the support.let's try and win next time!,1  
"nice try team.we almost had that one.great plays, everyone.",1  
"We can come back from this, no worries.watch out for their carry.let's farm up guys",1  
great game everyone.love the teamwork.keep it up guys.push right after this wave,1
Seriously? How do you still not have boots? Get it together! this is why we lose games,-1  
"mid's open.please"" just go.for once, don't fucking feed, 1k trash",-1  
'how did you even get to this MMR? complete joke.You ARE such a burden.,-1  
"Nice gank top, well done team. Ward mid please. If we group, we can push now. Let's win this!",1  
"Are you serious?That's some bullshit gameplay, dude.I can't believe this.",-1  
"Are you even trying to win? How can you die like that repeatedly? Game's over with you, uninstall please!",-1  
"Awesome play, guys! Let's stick together for the final push. Watch out, they're smoking",1  
"Great teamwork, guys! If we keep this up, it's an easy game. Let's secure the runes and push.",1  
"""Nice play!""I liked your use of skills.""Let's win this!""",1  
"hey noob"" you want to lose the game for us?stop feeding and learn to play.",-1  
"Seriously, why do you even play this game? Go uninstall, you're useless. Feeding mid all game. Blame your lane.",-1  
"Good teamwork!Let’s push top.I’ll ward the jungle, watch for ganks.",1  
let's group up and push mid.I have wards for vision.good luck everyone,1  
"let's focus on taking the next objective. great teamwork so far, guys! keep up the good work and we'll secure the win.",1  
"seriously, can't even last hit properly?you're so bad.mid is lost.",-1  
"can you ward the high ground?I'm coming top to help.get ready to dive under tower.good job, keep it up",1  
don't blame Legion for the loss.you're just as bad.position yourself better next time,-1
seriously?grow up and play like a team.stop whining,-1
god you’re the reason we lose every match.just uninstall and stop wasting time.,-1  
What the hell?!You guys are the worst teammates ever.Fix your mistakes or I AFK.,-1  
Nice job team.thanks for the help on that gank.let’s group for the final push.good vibes all around,1  
"awesome stun, Lina!I like how you handled that.sentry mid when we respawn?gg well played",1  
"Can you stop feeding? It's like you learned nothing. Just go play another game, noob. I can't carry you all the time. ",-1
"If anyone wants to swap lanes, let me know. I'm flexible wherever needed.",1  
"Nice gank in the jungle, everyone. Keep up the pressure! We have a good chance to take the tower. I'll cover mid while you all push.",1
I believe we can win this. Stick together and focus on objectives. I'll ward.,1  
I need wards on Roshan.we can catch their carry if we push together.it's all about team play.,1  
"gg noobs, you're so useless. Fuck, there’s absolutely nothing you can do right.",-1  
"Why are you guys so bad? Can't you see the map? Work together, idiots!",-1  
nice try guys next time we can win.stick together.defend the tower and keep it up.,1  
"you guys seriously suck.I can't believe this team.fucking noobs.report Invoker for feeding.seriously, what the fuck?",-1  
"push mid hard.we need more wards. awesome combo, Pudge.let's keep it going",1  
"Nice job team! Need a little more coordination top. Can we please get wards on river? Let's take the tower at mid, good moves!",1  
Let's group up and push mid as five. Great job on Roshan. Keep vision up team!,1  
"""I'll take care of warding.""I'll follow you top lane.Let's secure Roshan next, then push.",1  
"If you would just listen, we could actually win this game.",-1  
"Let’s group for a smoke, we can take Roshan. Good job on that tower",1  
"If we play smart, we can win. Great job on that kill. We are almost ahead in farm. Keep pushing lanes.",1  
can't believe you picked Sniper again.seriously get some skills.it's like playing with bots,-1  
"I'll take mid, please call your lanes. Good luck, have fun everyone! Stick to the plan.",1  
that was a close fight.I'll go mid and cover.can someone defend our base?,1  
"hey Invoker, your skills are a joke.go play in ranked games for noobs.what a waste",-1  
stop feeding dude.worthless player.can't believe this team.,-1
nice try everyone.let's focus on objectives.we can turn this around.,1  
Let's control runes and get some vision.can someone buy smoke and we can gank as five.fantastic game plan guys,1  
"I can't believe you missed that stun AGAIN! How are you even in this game? Wow, just wow.",-1  
"Congratulations, team! Awesome comeback, I had doubts. ""See, ""how we executed the perfect strategy? ",1  
"Wow, great play! Keep it going. We should try to take down the bottom tower now.",1  
"Well played top lane, let’s keep the pressure!I can roam after next creep wave.",1  
"Great defense, guys. Let's rotate top and keep up the pressure.",1  
"""Are you even trying?""this is embarrassing.get your act together or just quit already",-1  
"dude, use your spells!we don't need more feeders.feel free to uninstall.",-1  
"If you want to win, coordinate better. I can see you guys are trying, let's go for it.",1
"perfect rotations, guys.let's keep vision up.need wards in jungle.",1
"great job team, keep up the pressure.top lane needs help.if you can spare a tp it’d be great",1
When are you going to stop dying? This is ridiculous.How hard is it to follow up?Why are you even in this game?,-1
great job!we turned that fight around.can't wait for next game,1  
"I'm going mid, need help top! Let's focus on objectives. Good team fight, let's keep it up.",1
nice teamwork everyone.push top early and win.ward the jungle please,1  
"Let’s coordinate on voice chat, I’ll direct top and mid rotations. Good start, we can do this. Great positioning there. Keep up the excellent work!",1  
"why does this always happen with randoms?. no map awareness at all from you guys. pathetic play, lose faster",-1  
gg wp all.we can push mid now.stick together team.ward both runes and we got this,1  
"welp, gg no re. easy game. I’ll commend support for those plays",1  
can we group and push top?vision is our key to win.don't overextend. ,1  
"you are such a noob,fucking report that guy.he's gonna make us lose",-1
Awesome teamwork! That last fight was great. Let's finish strong and win this.,1  
"I guess there's no hope with you guys.give up and stop feeding before it's too late.blame"" you for this loss.""report please",-1  
stop dying solo you noob. Why the fuck are you even playing this game? trash team,-1  
"Focus on objectives, not chasing them. I’ll smoke us near the secret shop. Communication wins plays",1  
what a waste of time.you guys are awful.can't even last hit,-1  
Let's push mid!I have a good feeling about this.just follow me.,1  
"Please go report that noob. He doesn't know how to play. You're so fucking annoying, just leave.",-1  
"OMG are you serious guys?thought we were taking mid.not gonna lie, this is a disaster.just uninstall, please.",-1  
"You're such a noob, feed more. I can't believe this team. GG go next.",-1  
Report this clown please.They can't play for shit.Stop feeding or get out.Why are you even trying?Pathetic.,-1  
"nice rotation on top.""I like how you handled that fight""",1  
Push mid after we clear the jungle.huge teamfight incoming.that was a clutch escape.,1  
Solid laning phase. I appreciate the ganks. Let's stick together for the final push.,1  
"You're all trash, uninstall now.FUCK this game.WHY do I always get matched with noobs?",-1  
Great teamwork everyone! Let's keep this momentum.Watch out for enemy coming from top lane.Shall we go for Roshan now?,1
"Are we even playing the same game? Why is everyone so bad? Report them all, please.",-1  
"You guys are complete idiots. Why are we losing mid when I specifically said to defend? It's like none of you can listen. Report this clown, please.",-1  
"“Why would you even pick that hero? You’re a joke, reported.",-1  
"Oh my god, can you stop feeding? I can't carry your lazy asses alone. Play smarter.",-1  
"can't believe you're so bad.""report noob"" next time blame""",-1  
"fucking noob Invoker.""I told you"" to back.you keep throwing.game's over, losers.",-1
"keep up the pressure.if we can pick off their carry, we turn this around",1  
Maybe try supporting better next time. I can't carry when you're feeding. Please learn your role.,-1  
"Great, you fed Luna again.You're truly the worst player I've seen.Seriously, do you even know how to play any hero?",-1  
"""Great job team"", nice wards.Let's keep up the pressure.Please d-ward.",1
"Luna, nice work with the farm. ""If you want, I can help you control the map.""",1  
"Why are you all so bad?! get it together team, or we lose.can't carry these idiots anymore.report all of them, wow.",-1
"This game is so easy, we got this. I'm going to buy a smoke for a gank. Let's catch them off guard.",1  
"If we group up and push mid, we can end the game in 5 minutes.Let's do it!",1  
"Great teamwork! I think we can push the bottom lane. If you need help, let me know. Keep up the pressure, friends!",1  
If we group up we can win this one.let's push top when ready.ward jungle please,1  
come on mate stop dying. you're 0-10.what's your problem? do you even know how to play,-1  
"Nice stack there, Jug! ""If mid is free, I'll push"". Let's group for Roshan.",1  
Why don't you switch lanes you're clearly losing.just play safe for now.we can win later,-1  
Let's set up for Roshan and then push mid. Good job on map control so far!,1  
"Well played team, let’s keep up the pressure. We can take the next tower easily. Watch for ganks.",1  
"Here we go, feeding again!""why can't you just play safe?""stop giving them free kills",-1  
why did you go AFK.stick to the plan.next time I'll report you,-1  
let’s smoke gank after neutrals. awesome alt by our Phoenix,1  
"you're all useless, stop feeding.no wonder we're losing.who even taught you to play?",-1  
"gj team, that was a great fight. let’s focus mid now. I’ll ward bot",1  
"You’re all feeding, just uninstall. Can’t believe you idiots don’t know how to play. Worst team ever",-1  
"Nice teamwork, keep the pressure on them.Easy game if we take control of the map.",1  
"Fucking Invoker, always feeding and doing nothing. Why are you here? Sheesh, it’s like watching a trainwreck. Shut up already.",-1  
"you're such a noob.stop feeding.i can't carry this alone.""",-1  
Keep it up!We can turn this around!Ultimate ready soon.,1  
"Why no ganks? You all suck, absolutely useless. Just uninstall already",-1  
stop blaming others when you're the one feeding.what's the point of playing like this?,-1  
"Wow, no teamwork at all with you guys. This game is such a waste of time.",-1  
"GG team, that was tough, but good push at the end. Keep it up!",1  
Nice kill there! Keep it up. I'm going to ward. Watch out for ganks. Let's focus on objectives. Push mid after Roshan.,1  
Can you please get back.stop feeding already.just uninstall this game.god you're trash,-1  
push top now.I'm keeping an eye on bottom rune.hang in there,1  
great teamwork everyone.keep it up.let’s win this!,1  
"learn the game before you queue again.what were you even thinking last fight?wow, incredible.",-1  
good job guys.keep it up.please ward for late game transition.focus rosh after outer towers,1
Play safe until level 6. I'll deward the jungle. Can someone cover mid while I roam?,1  
nice job everyone.let's keep pushing mid.keep up the good work.ward please if you can,1  
"""What was that move? if you can't play, get out of mid""",-1  
Help me with defending the top tower. I’ll buy detection for Shadowblade. Nice rotations so far!,1  
"this is annoying.stop feeding, please.what is wrong with everyone?""how are you so bad",fucking- -1
Nice assist on that stun.I'll stack the camp.Let's push the mid tower guys.Great teamwork all around!,1
ward jungle.guys we got this.good call on the tower dive,1  
"""report noob"" fucking void, can't believe this game.",-1  
top lane needs help.I'll tp and cover.let’s win this,1  
"Great job team, keep pushing mid. Let's ward the jungle for safety. Good luck everyone!",1  
gg wp everyone.safe lane was strong.let's go again next time.i'll ward top and bot for you guys,1
"""Why can't you just listen? You're awful at this game, seriously.",-1  
"Are you even playing, or just trolling around? Jesus, go play Tutorial first. Fucking unbelievable. Report this clown!",-1  
"You call that a gank? Get your head in the game, useless moron. Stop throwing already.",-1
"I can't carry this alone.NP is useless, can't even push lanes.fuck this team.",-1  
"YOU missed every stun, SUCH a pathetic player, career ends here.You still in base? Move.",-1
what is this game. you're all brainless. can't even last hit. report you noob,-1  
creeps are pushing top.I'll defend there.let’s take Rosh when I'm back,1  
"Why did you pick that hero?We need stuns, not you being useless all game.",-1  
YOU SUCK SO MUCH.it's like you're not even trying.learn to play or quit!,-1  
Get out of your jungle you noob! You're feeding them with your stupid plays,-1  
Can you stop feeding already? We need you to actually play the game and not drag us down.,-1  
ugh seriously again?can you stop feeding already?you're the reason we lose every time,-1
"nice play top lane.let’s group up for rosh.if we win next fight, we take racks.",1  
"the lag is unreal.still, we can win this game.stick together now!",1  
"gj team, let's rotate to top now. I'll buy wards and deward enemy jungle. protect our carry, please.",1  
nice play team.let’s defend the tower.mid is under attack.pull back.,1  
"why the hell are you feeding mid?. stop being useless. just uninstall the game already, you noob. report that idiot",-1  
"nice game guys. let's take Roshan next. if you need wards, I've got extra. try focusing mid when you respawn.",1  
"Oh, look who's feeding again! You're seriously making this harder for everyone, get a clue.",-1  
great teamwork everyone.let's keep it up.we can win this,1  
"Thanks for the save mid, I owe you one.If we stick together, we can win.",1  
"I'll take mid.thanks for the help.top secure, roam gank anyone?",1  
"Nice ult, that saved us. We take the lead now. Ward high ground if you can.",1  
we need better coordination.stick together and we'll win.can anyone slow enemies?,1  
"Stop farming jungles! Seriously, are you even trying to win this? Such a waste of time.",-1  
Can anyone gank mid? I need to catch up on farm.Stack camps after this wave please.Good execution on the last fight!,1  
great support! i got the last hit.gonna rotate.have my ultimate ready,1
"wow, can't believe you got caught again.do you even know the game?",-1
stop feeding noob.what are you doing.always making us lose the game.,-1  
"Everyone group up and push. Lane is clear, let's take advantage. Thanks for the help.",1
"Terrible plays. ""easy mid"". ""fuck, I got this last hit, you noob"". Why can't you just win?",-1  
bro you're such a noob can you even play the game right.wtf are you doing mid,-1  
"Try to hold the top lane, I'm going mid now.Let's ward the river after this wave.Nice play there, let's keep it up.",1
"Why are you even playing in ranked? Stop blaming others, you’re just awful. Can’t carry this garbage team!",-1  
Let's focus on objectives. Play smart. You guys are doing great. Victory is on our side with this teamwork.,1  
"Fucking noob, why didn't you gank mid? Can't win with this team.",-1
Good game everyone. That was a fun match. Let's do it again sometime.,1  
great job with the gank.let's do that again.bot needs help,1  
fucking Invoker always playing like a noob.stop feeding already and play safe.why do I get matched with idiots?,-1
Ward more so they can't catch us off guard.farm hard until late game.roshan is up soon,1  
GL HF everyone. Let's stay positive and communicate. I’ll ward and watch for ganks. Stick together and we can win this easily. Great job so far!,1  
"thanks for the save back there, it was clutch.let's group for a push mid after this wave",1  
"What are you doing, man? You keep feeding. ""report noob"" in the jungle again. Can't win with this team. GG noobs.",-1  
Why the fuck didn't you rotate? Wish we had real players instead of bots on our team.,-1
"nice game, let's keep it up, everyone! We should stick together more. If we push mid, we can win this. Don't forget to ward the jungle, please.",1  
"Don't overextend guys, playing safe wins games.push top once we clear the jungle.ward placements are perfect, thanks a lot",1
"""If we focus on objectives, we can take this. I believe in our team!"". Hold the line, guys!",1  
let's play safe and stick together.try to push bot after cooldown,1
"Good call to push top. I can TP to help if needed. I'm stacking ancients, keep an eye on mid. We still have the gold lead! Let's go, team!",1  
what a stupid play.are you even trying.you're costing us the win.,-1  
"Push mid now, they're all dead. Watch for their respawn, though. Nice teamwork!",1  
"OMG, you're all so bad, it's hilarious. can't carry you all. I should just afk. worst game ever",-1  
"If we focus on Rosh, I think we can turn this around.Anyone got wards?I’m low on gold.",1  
Stop feeding and push the lanes. You're such a noob.,-1  
why are you even in this game?.report you for feeding.uninstall please,-1  
"Man, you are the worst support ever! Why do I always get stuck with feeders. You're useless!",-1  
Why can't you idiots play your lanes correctly? I swear this team is full of noobs.,-1  
"easy mid.diffusal next item.gl hf, everyone.stick together",1  
"Look at that escape from our Jug! Nicely done! If we keep the pressure on mid, we win easy! Anyone got a smoke? ",1
commend you guys. awesome gameplay. let's keep map control. well done,1  
"lol, nice feeding. Want to lose more? Just uninstall the game after this, noob!",-1  
"Nice save, Luna.your support is on point.""If we team up, we can dominate.",1  
"we lost because you fed.""If only you knew how to play.",-1  
"Keep cool everyone, we got this.I'll buy wards for better vision.Well played! That engage was perfect.",1  
"Good play, man. Let’s keep this pressure. I’ll deny mid creeps, just keep pushing bottom. Stay safe.",1  
"This team is so bad, just gg already.You guys are all useless, report.",-1  
report this noob please.such a waste of a match.thanks for destroying our game,-1  
you call this playing? quit trolling and get serious. report if you keep feeding.,-1  
everyone focus their carry next fight.let's group up and push the high ground.,1  
"Nice play everyone, keep it up.You’re doing great.Let’s focus on objectives and win this game.",1  
that was a sick combo!I love this teamwork.let's keep it up,1
let's group up for a smoke.great pick-offs guys.well played around mid,1
"""Fuck, Invoker noob."" rofl why do you play if you're this bad? *facepalm* really.",-1  
mid was open the whole time.I can't believe this team.if only you knew how to play.,-1  
Great coordination guys.keep it up and we'll win easily.make sure to ward the jungle,1  
You guys suck.stop feeding and learn the game.just uninstall already,-1  
"""this is getting annoying""Oh come on, void.""If you can't play, just quit.",-1  
Nice teamwork! Keep up the pressure. Let's focus on objectives now. Protect our carry!,1  
Nice gank on mid. Keep the pressure on towers. We got this!,1  
"What are you doing? YOU ARE SUCH A NOOB. Stop feeding! Uninstall the game, pls.",-1  
This is so boring. I can't believe I queued with you people. Worst game ever.,-1  
"You ARE SUCH A NOOB. Why are you even playing? Just uninstall the game already. You're making us lose. Report the mid, please.",-1
"""YOU ARE SUCH"" trash, stop blaming me.Focus on your own game.""Fuck this"" lane, I'm out",-1  
"""Fuck, mid lost so hard.I can’t believe Invoker is feeding so much.we're definitely losing""",-1  
"Great game team, let's keep this momentum going. Watch out for top lane. Can someone ward the jungle?",1  
Please cover the jungle. I need to farm for my BKB and then we can fight.,1  
Good job on that escape!The timing was perfect alright.Let's smoke gank top,1  
can't believe how bad you are.I knew I should've dodged this game,-1
ggwp team that was amazing.you guys were awesome with those rotations.happy to have played this game with you all.,1  
"Yeah, blame the support for your terrible plays. You're all reported, especially you, carry.",-1  
"nice try at stealing, dude, but I'm not impressed.stop trolling already.learn to last hit",-1  
"You're not even trying hard. If you don’t want to win, just say it. Reporting you",-1  
"we could win if you play your lane and don't feed.this isn't hard""",-1  
"Keep it up, team. Great job in that last fight. Let’s keep the pressure on!",1  
"""Hey, stop feeding! ""I already reported you. ""If you don't improve, we'll lose for sure.Noob!",-1
YOURE SUCH AN IDIOT!Why are you even playing this game?Report him for being useless!,-1  
Great work on that last push! We can win if we focus. I'll buy wards and dust,1  
"Can't you just listen? I said don't engage alone, but you keep doing the same crap",-1  
"You're all playing so poorly. I can't win with you all dragging us down. ""report noob"" mid lost us the game.",-1  
"Nice ward placement, we have good vision.I'll go mid now, let's push together.Looking good team, keep it up!",1  
"You gotta be kidding me! FUCK mid! ""You' ARE SUCH a trash player. Would you stop feeding? Just report.",-1  
"Let's focus on objectives instead of chasing kills.If we smoke now, we can surprise them.Let's finish strong, nice job everyone!",1  
I think we can win.if we play smart and stay together,1  
"Need to defend high ground.Stay grouped, let's push mid.",1  
"I can't believe how bad you are.do you even know how to play this game?stop dying, noobs.",-1  
"Why are you feeding mid?! You're such a noob. Report this guy, he's a joke. Can't carry if you keep dying.",-1  
seriously? you're such a noob.fucking report them.time to take this seriously,-1  
Invoker carry you noob.why feed mid?fucking useless can't you pick a proper hero?get lost!,-1  
if you don't care just go AFK.no point in trying if you're playing like this.this is ridiculous,-1
"""damn, Invoker.why you even pick a hero you can't play?this game is a mess",-1  
"good luck everyone.let's win this.i'll ward top.if anyone needs help, just ping. ",1  
You call that skill? Get better teammates next time. This is embarrassing for you,-1  
Let's focus on objectives guys. Push mid when ready. Good luck! We got this!,1  
Nice play everyone! Let's make sure to ward around the river. Keep up the good work!,1  
"Are you even trying? This is pathetic.Go uninstall the game.Noob team, no rotation, just feed.",-1
Nice gank top team. Let's keep up the pressure. Ward bottom while we push mid. We got this,1  
nice defense at the tower.let's get roshan for an advantage.,1  
"This game is so easy! ""You noobs! Can't even defend! ""I'll carry you useless team! ""Easy win for me!",-1
"Hey, let's cover top, they're pushing hard. We need better map control. You're doing great.",1
"Let's contest Rosh, they might be there. We should defend mid tier 2. Good rotation, Earthshaker.",1  
"Push bottom together after Roshan. Great communication, team! Keep it up!",1  
"stop feeding, dude.do you even know how to play?this is why we lose.",-1
"just another toxic game.fuck this team.no map awareness.you all suck, report please",-1  
"Lol, bot lane is such a joke. Stop feeding them kills, you noob. I swear.",-1  
this game is too easy.wow.can't believe what I’m seeing.mid should have been an insta-win,-1  
you're ACTUALLY useless.just don't get how you mess this up everytime,-1
"Solid draft, team! Let's group up and take the top tower. Remember to counter ward their jungle. With good coordination, we'll win!",1
"What are you even doing, feeding like no end? Learn to play, please. You’re the worst.",-1  
good game team nicely done.can we smoke top soon.hold high ground for the next fight,1  
You're all trash. Why am I on this team? Learn to play. Report this feeder.,-1  
if we control the map we’ll win.stick together and focus fire on the carry.ward deep to see rotations,1  
"Oh, come on! How did you die again? You're a joke, man. Report this fool!",-1  
"Can we switch lanes? I'm struggling top, sorry for any trouble. Good luck everyone, let's win this!",1  
"if you keep feeding, we lose.I'm not surprised anymore.fucking hell, this game is just lost",-1  
"you all suck at this game.""fuck, I can't watch this anymore""",-1  
"YOU ARE FUCK SUCH noob, let me play solo next time.",-1  
we're losing the lanes guys.but we can still make a comeback.stay positive,1  
"Who taught you to play like this?You're all useless, can't carry this alone.Every time, this stupid team drags me down.",-1  
Nice ganks team! Let's take Rosh next. Protect the top lane please. Good luck everyone!,1  
"noob, learn to play.just uninstall the game.if you can't, why bother?",-1  
"Mid was tough, but we can win. Let's group and fight together. Stay positive, guys.",1  
"What a waste, how do you screw that up? It’s like playing with bots. Just surrender already",-1  
"Stop acting like a feeder, play properly or just leave. You should uninstall DOTA, seriously",-1  
if we group up mid we can win.don't forget to farm the jungle.let’s get that roshan,1  
"please just uninstall.""how did you get to this rank?""you’re embarrassing""",-1  
Why are you diving alone? Play smart. We need your help in fights.,1
"If you all don't stop blaming and just play, we'll lose for sure. Chill out and focus, please.",1  
"if you keep diving alone, we lose.stop the solo plays and coordinate",-1  
What the heck are you doing?You’re such a noob.I can't carry this trash.,-1  
Thanks for the save there retreat now.Keep pushing top we’ve got this under control,1  
Great job everyone.let’s stick together and push all lanes.we can secure victory with your great support plays.,1  
Push now while their mid is down.great teamwork on that last fight.glad we're communicating effectively,1
You're the reason we lose.report losing noob.fucking useless,-1  
good teamwork everyone.roaming strats are working.keep the pressure on them.,1  
"How many times do I have to say it, stop feeding!we can't carry this if you're constantly dead.what a joke of a team",-1
Nice save Magnus! That was a game-changing RP. Let's push and end this.,1  
"let's group up top. great job, team! keep up the pressure.need more vision in their jungle",1  
"why didn't you go mid, noob?always feeding, useless player",-1  
"Mid's doing well, let's support them. Keep vision up. Nice rotations, team!",1  
"You missed every hook, just quit already. Pudge too fat to move",-1  
"OMG dude, don't go in alone. You're just feeding at this point. Play smart!",-1  
"Way to go with that combo, perfectly timed. Let’s do this team",1  
Push bot lane after this wave.Let’s group up and take Roshan.Great teamwork we’re doing awesome,1  
"can we group up soon? please push bottom together. good job in last fight, keep it up!",1  
fucking useless team.are you even trying?I can’t carry you all.,-1  
Stop taking my farm!What are you even doing? Learn to play.,-1  
get your shit together you noob.or just uninstall already.learn to play,-1  
Easy game guys.We did well.Let's group up and finish mid.,1  
"sorry for the mistake.I'll cover the top lane.no worries, team.",1  
ready to push lanes? let’s win this with our ultimates. great job,1  
why are you all wasting time. we need to push mid. this isn't hard,-1  
I'll TP top after clearing this wave. We need to stay together for team fights.,1  
"""Report this idiot Pudge, you want to lose, don’t you?"" Seriously? Please go uninstall.",-1  
"Good job on that last fight guys! I think if we can hold out a bit longer, we got this in the bag. ",1  
"You guys are so bad, why are you even playing. Can't carry even if your life depended on it. Learn to play",-1  
Sorry for the missed stun earlier.I’ll do better next time.Let’s regroup and push.,1  
understand how to play or uninstall.stop blaming others.your skill is trash.,-1  
Why don't you just uninstall? You're making us lose. My divine rank is dropping because of you.,-1  
"Come on, why didn't you deny the rune? You're so bad. Already losing this because of you. Report mid.",-1  
"you're awesome, keep it up.can't believe we turned that fight around!",1
"Invoker, your sun strike was legendary.great timing there!let's do the same next wave.",1
