messages,labels
idiot stop feeding my lane,1
great play with the invoker,0
why you pick Medusa again?,1
"nice gank, let's keep it up",0
report you for feeding,1
"I hate u guys, learn to play!",1
gg well played team!,0
"you're such a noob, uninstall",1
"great game everyone, let's do it again!",0
"report that idiot, feeding the whole game",1
"Nice save, appreciate it!",0
quit the game if u can't handle it,1
"LOL, that was fun, nice job!",0
"srsly, learn English.",1
"awesome strategy, team play was on point!",0
"game too easy, u guys suck",1
I feel like we can win this!,0
where's the team???,1
"gj, nice play everyone",0
fucking noobs on my team,1
random pick worked out well!,0
what a waste of time with u,1
let's go for Roshan now,0
fucked up the game again smh,1
"good job, keep it up team",0
gg ez noobs,1
nice play team,0
wtf u doing mid,1
let's push top guys,0
fucking feeder,1
good luck have fun,0
you suck at this game,1
we got this team,0
stop dying dude,1
great job supports,0
I'm so done with this fucking game,1
"Nice move, keep it up team!",0
"You guys are useless, learn to play",1
"Great job, let's push mid",0
"I hate this carry, total noob",1
"Well played everyone, that was fun",0
Why do I always get these feeders,1
"Thanks for the support, good heals",0
"Lol you're such a clown, uninstall",1
"Awesome teamwork, GG",0
gg ez scrub,1
I love this team,0
fucking noob feeder,1
My game sense is on point,0
you are so bad,1
"great play, keep it up!",0
i fucked ur game,1
that gank was awesome!,0
you suck at this,1
nice teamwork everyone,0
gg ez noobs,1
nice play team!,0
I fucking hate this game,1
"great support, keep it up",0
stop feeding pls,1
awesome warding guys,0
can u stop being so toxic,1
well played everyone!,0
why u afk bro?,1
"good game, well done",0
"u suck noob, uninstall",1
"gg wp team, we tried",0
THE GAME IS ALREADY LOST,1
Whats up? Let's push mid!,0
can u play another lane,1
"great wards, keep it up!",0
"stop feeding, u idiot",1
"nice job supporting, ty",0
"fucking afk, report 4",1
lets win this guys,0
fucking team so bad,1
I love when we win together,0
"what you, dog",1
I feel like we got this,0
my farm is going good,0
you are such trash,1
did you see fucked up shadow?,1
"going mid, you?",0
learn to play noob,1
GG well played everyone,0
gg wp team!,0
can u wards pls?,0
i love this game!,0
OMG you suck!,1
stop feeding noob,1
nice play invoker!,0
report him pls,1
well played all!,0
u kidding me?,1
let's push mid,0
yo team stop feeding ffs,1
"gj everyone, nice teamwork!",0
you trash can't even last hit,1
let's group n push mid,0
wtf r u doing noob,1
ty for the heals <3,0
can u pls ward the jungle?,0
"fucking feeder, uninstall",1
"we can win, just focus!",0
this game is so bullshit,1
game is fucking trash,1
"nice gank top, guys!",0
I told you idiots to ward,1
"great push mid, team!",0
"you feed again, report",1
good trades in lane :),0
quit trolling and play,1
well done with rosh,0
why pick that hero OMG,1
"perfect stun, let's go!",0
gg ez u guys suck,1
"nice strat team, keep it up!",0
why u throw game?,1
support pls ward next time,0
"I love this match, so fun!",0
"wtf noobs, uninstall!",1
"good job mid, strong plays",0
fucking feeder bot lane,1
Can we push? We got this!,0
learn 2 play or leave,1
I can't believe you did that...,1
"Nice play, keep it up!",0
"Stop feeding, idiot.",1
"Good game, well played!",0
"I hate this game, man",1
"Thanks for the help, dude!",0
Get your shit together!,1
"You rock, invoker!",0
Why are you so bad?,1
"Let's push mid, team!",0
I'm done with this fucking game,1
"Nice play, keep it going!",0
I can't believe my team is so bad,1
"Good luck, have fun everyone",0
stop feeding invoker???,1
Great job on the last fight!,0
"ugh, what an idiot team",1
"We got this, let's push",0
"fucking noob, uninstall",1
"Thanks for the help, guys!",0
gg noob team wtf,1
i love this game lol,0
fucking trash player,1
"the game was fun, gg!",0
you are such a moron,1
why didnt you farm more,1
i feel like we can win,0
nice play bro!,0
you suck at dota,1
gg wp everyone,0
yo team stop feeding noobs,1
"nice play man, gj",0
fucking worst game ever,1
I love the way you play invoker,0
wtf he pked sniper,1
"my bad, will do better",0
YOU ARE SUCH A NOOB,1
gg wp everyone,0
"stop fucking around, play",1
let's push mid guys,0
fucking trash team,1
gg wp guys,0
you ARE SUCH a noob,1
"Just farm more, we'll win",0
stop feeding like an idiot,1
nice play invoker!,0
my team is useless,1
"good game, well played",0
Why u pick sniper?,1
great teamwork everyone,0
"I love this team, gg!",0
fucking noob stay in lane,1
"what a comeback, wp guys",0
Just farm safely and we'll win,0
You are such a dumbass,1
I feel like we're gonna win :),0
"why u feeding, idiot",1
"nice play, keep it up",0
report this moron pls,1
"we got this, stay together",0
yo game so fucking bad,1
I love this game XD,0
"Why u feeding, team?",1
"nice farm, keep going!",0
I hate u idiot,1
"GG, let's play again!",0
You suck at mid lane,1
"We got this, don't worry",0
fucked up so bad LOL,1
"great coordination, guys",0
"gg wp team, was fun!",0
you suck so bad omg,1
I hate feeding idiots,1
nice play invoker gg,0
"stop blaming, play better",0
fucking noob team,1
"good job, keep it up!",0
learn english dude,1
let's push mid guys,0
why u so trash?,1
I see u feeding yet again,1
please ward the jungle next time,0
you are such a noob omg,1
"GG, well played guys!",0
stop being useless and help team,1
we can win this if we push,0
"just blame the invoker, terrible picks",1
good rotations! keep it up team,0
wtf why did u dive there??,1
"nice save, thanks for the tp",0
I love this game so much!,0
what u doing in my lane noob,1
"my team is doing great, gg",0
fucking report him,1
why u feed every time smh,1
"ggwp, we got this!",0
you guys are awesome :),0
stop being an idiot already,1
let's group and push now,0
ur garbage at dota bro,1
gg u noob,1
wtf is team doing?,1
I love this game,0
fucking noob feeder,1
"great job team, push!",0
reported for feeding,1
nice save man,0
u guys are idiots,1
"well played, let's win",0
why so toxic dude?,0
fucking game is trash,1
"nice moves, that was awesome!",0
I hate u u idiot,1
gg wp,0
lol that was a funny round!,0
"stop feeding, omg",1
great teamwork everyone,0
"learn 2 play, noob",1
good job on that last fight!,0
why u so bad?,1
"wtf u doing, report",1
"gg team, nice job!",0
"stop feeding, omg",1
I love this game,0
YOU ARE SUCH A NOOB,1
"nice farm, well played",0
"mid is getting wrecked, help!",1
I like how u play,0
Why pick that hero??,1
"let's push together, team",0
I cant believe how bad this team is,1
"gg wp team, well played!",0
stop feeding and play the game,1
"great job on the lanes, keep it up",0
"you are such a noob, uninstall",1
let's focus and win this,0
"fucking idiots, learn to play",1
"nice comeback guys, we're doing great",0
"you messed up again, idiot",1
"thanks for the support, you're awesome",0
"you noob, learn to play",1
"Nice job, team! Keep it up!",0
"What was that move, idiot",1
gg wp everyone,0
u r so bad omg,1
thanks for the game!,0
"stop feeding, you clown",1
great support work there!,0
fucking trash team,1
"well played, carry on",0
"I'm going carry, you noob",1
"gg wp guys, good game",0
Why u feeding bro??,1
"My team did great, like omg",0
"PLS LEARN ENGLISH, NOOB",1
"Did shadow pick, I wonder?",0
Pure fucking trash this game,1
"Nice gank, we crushed it",0
"You are so bad, uninstall",1
Let's push mid and win,0
"fucking noob, learn the game",1
"gg wp team, see you next time!",0
"why u feed, idiot",1
"nice play there, I feel like we got this!",0
"stop blaming, it's just a game",0
go mid or afk u trash,1
"well played, love your style",0
"the team is useless, wtf!",1
"let's push guys, we can win",0
"report this troll, pls",1
"you guys are useless, uninstall",1
"gg wp, nice play team",0
"I'll carry this, don't worry",0
"stop feeding, learn to play",1
"great game, let's do it again",0
"wow, nice assist there",0
"report this idiot, so toxic",1
"keep it up, we're doing great",0
why even queue if you're gonna troll,1
that's some amazing support work,0
game is fucking hard!,1
I feel like we can win this,0
YOURE SUCH A NOOB,1
What a great save!,0
fucked you lanedog,1
My team did awesome,0
why u feeding again??,1
pick a hero to support,0
farming all game? srsly?,1
"nice play, our team rules",0
i love how u play invoker,0
fcking team feeding again,1
ggwp everyone!,0
get good or get out noob,1
"amazing game, well played!",0
wtf was that play??? u suck,1
great support ty for wards,0
report this guy he's toxic,1
"let's do this, we got this!",0
"trash game, uninstall now",1
I'm done with this shit team,1
can we just play as a team?,0
"fucking noobs, go uninstall",1
"gg wp everyone, nice game",0
you're such a useless idiot,1
"awesome play, that was sick!",0
stop feeding and ruining game,1
not sure if that was the best move,0
thanks for the support guys,0
YOU ARE ALL TRASH AT THIS,1
"I'm going mid, let's win this",0
"wtf are you doing, idiot?",1
The game is so fucked lol,1
"nice farm, we got this",0
"you suck, report that lane",1
"I love how you play, man",0
"stop feeding, this game is lost",1
"great job, team",0
fucking bullshit game,1
"we can win, keep it up!",0
"u guys r trash, uninstall",1
"gg wp, well played everyone",0
fking idiot stop feeding,1
"amazing support, thx for the heals",0
"yo, u need to play better",1
"I'll ward, let's try again",0
ur such a noob omg,1
"nice gank top, let's push",0
how u lose mid like this??,1
"we got this team, stay positive",0
yo use wards pls,0
"u r so bad, uninstall",1
nice play mid!,0
what the hell was that game?,1
"team doing great, keep it up",0
you all suck at this,1
I love this strategy,0
"seriously, learn to play",1
GG WP everyone!,0
stop feeding dude,1
"why u feed so much, dude?",1
"nice play, let's keep it up!",0
fucking noob team as usual,1
"I love this game, gg wp",0
you suck so hard lol,1
"gj everyone, well played",0
"stop throwing, omg",1
I feel like we can win this,0
"what a shitshow, lol",1
keep up the pressure guys,0
"fking noob team, lrn to play",1
"nice gank mid, wp all",0
"i hate this game, all feeders",1
"we got this fam, stay calm",0
"who pick techies, srsly?",1
"gg wp guys, that was fun",0
"feed more, ty for the loss",1
"let's push mid, stay grouped",0
"stop blaming team, just focus",0
report this afk dude,1
i hate this game so much,1
ggwp everyone! fun match,0
you going to feed again?,1
"my team did amazing, gj guys",0
what's your problem dude?,1
i feel like we're playing well,0
stop fucking throwing!,1
thanks for the carry pals,0
what are you doing idiot?,1
"keep it up, we're winning!",0
I can't believe how bad this team is omg,1
"ggwp team, well played!",0
"You fucking noob, learn to play",1
"Thanks for the support, much appreciated :)",0
Why u feeding so much dude??,1
"Nice strategy, we got this",0
"Stop being so toxic, just chill",0
"Worst game ever, you all suck",1
"Let's focus and win this, come on!",0
I hate this fucking game rn,1
I hate this fucking game,1
"good job team, we got this",0
lol you guys suck,1
"nice play, keep it up!",0
"you're all noobs, uninstall",1
I can't believe we won!,0
"stop feeding, idiot",1
well played everyone!,0
"gg wp, let's queue again",0
report this toxic player,1
game 20 mins and u still noob,1
"You guys are doing great, keep it up!",0
fucked up my lane again wtf,1
Nice gank invoker!,0
why THE hell u pick Medusa?,1
"gg wp team, love the coordination",0
you going to feed all game?,1
"route to farm is free, let's push",0
YOU ARE SUCH A bot omg,1
"random strats but they work, lol",0
Wow ur so bad lol,1
gg wp team,0
Stop feeding idiot!,1
Nice save! Thx!,0
F u and ur mom,1
Good job mid!,0
u r trash bro,1
Let's push top!,0
u suck my dude,1
Well played everyone!,0
"I can't carry this team, trash game!",1
"gg easy, nice support!",0
"Why you still in lane, dude??",1
"Great plays, keep up the good work!",0
"f*cking noobs, uninstall already!",1
"Awesome comeback, let's push mid",0
I told you mid was a bad pick!,1
"Thanks for the save, dude",0
"Your feeding is unbelievable, wow",1
"Nice gank, that was clean!",0
"you noob, stop feeding!",1
"Good job team, we got this!",0
"fml, why u so bad?",1
"That was a sick play, gg!",0
"stop being toxic, just play",0
"ffs, I said go mid!",1
"Nice one, let's push",0
Why u stacking creeps??,1
we can win if we group,0
"ur all trash, uninstall",1
"u r such a noob, uninstall",1
"gg wp, nice plays team",0
mid or feed,1
anyone got wards?,0
"stop feeding dude, cmon",1
"ty for the save, that was clutch",0
why u stealing farm?,1
nice ult invoker,0
ur all trash omg,1
close game gg,0
"yo team, stop feeding pls",0
"I hate u, learn 2 play",1
"gg, nice game everyone",0
"OMG you noob, why u feed?",1
"let's go mid, push now",0
"fucking trash, uninstall",1
"great teamwork, well played",0
"you suck, reported",1
"good try, we'll win next time",0
"shut up idiot, ur dumb",1
I can't believe THE TIME we wasted,1
"Nice game everyone, WP!",0
"Why you keep feeding, idiot?",1
gg REPORT this moron,1
"Thanks for the help, team!",0
I love playing support with you guys,0
wtf are you doing?!,1
"The message was clear, gg",0
"lol, best lane ever, gg",0
stop trolling and play,1
can we please win this game guys?,0
fucking idiot that lane was mine,1
my invoker is so cold like frozen wtf,1
"good job team, keep it up!",0
why u feed my game omg,1
I love how we're working together gg,0
"THE TIME we had, such a long game",0
"enough with the noob plays, use ur brain",1
"I see you carry, let's push mid!",0
"u guys suck at this, uninstall",1
I can't believe this game is so fucking lame,1
"gg wp everyone, was a fun match",0
Why did you pick sniper... items??,1
Nice job team! Keep it up!,0
I fucking hate this team,1
"LOL such a close game, well played",0
You are so dumb omg,1
"The game was already lost, chill",0
"Stop feeding, you idiot",1
Love playing with you guys,0
I hate this fucking game,1
"You did great, let's play again!",0
Stop feeding you idiot,1
"Nice teamwork everyone, gg!",0
Why u so toxic bro?,0
"Fucking noob, uninstall",1
"Good game peeps, that was fun!",0
You're such a fucking idiot,1
Love the strategy we used!,0
Stop being a dickhead,1
I feel like this game is going nowhere,0
"Why you feeding, idiot",1
Can we just focus on the game pls,0
"You are such a noob, omg",1
"Good job team, keep it up!",0
Why u gotta play like shit,1
I love how we're working together,0
"Stop going AFK, you're useless",1
Let's stick together and push mid,0
You fucking threw the game wtf,1
