messages,labels
learn 2 play noob,1
haha good job everyone,0
fking report this troll,1
nice gank top!,0
stop crying and play,1
srsly u guys even tryin?,1
"nice support man, keep it up!",0
feed more noob,1
"wp team, comebacks real",0
u play like a bot,1
gg ez game,1
ty for the heal bro,0
get a life loser,1
well played everyone!,0
quit dota pls,1
nice ult man!,0
omg stop feeding pls,1
"gj team, lets keep it up",0
why u even play this game?,1
awesome save bro!,0
ur such a noob lol,1
"we can do this, no worries",0
learn to play omg,1
great teamwork guys,0
"pathetic play, uninstall pls",1
"nice play top, wp!",0
"u feeding noob, uninstall",1
help mid? pls,0
"yo, sick moves bro",0
"ez game, get rekt",1
pls stfu n play,1
"keep it up, we got this",0
u cant even last hit omg,1
"lets push mid, we got them",0
stop crying n focus,1
srsly? uninstall pls,1
nice save bro!,0
stop feedin idiot,1
awesome ulti!! :D,0
why u so bad lol,1
gg wp everyone!,0
do u evn know how 2 play?,1
great teamwork guys,0
report this noob,1
"we got this, keep it up!",0
lol nice try tho,0
wtf r u doing?!,1
gg wp team,0
ur so bad omg,1
that's how we do it!,0
pls stop feeding man,1
well played everyone,0
u guys r hopeless,1
"luv this team, good vibes",0
y r u even playing dis?,1
omg nice play dude!,0
wtf r u doing?,1
"great job, team!",0
lol noob feeder,1
thx 4 saving me!,0
pls jst uninstall,1
that was epic!!,0
you suck bro,1
well played all!,0
report this clown,1
srsly need wards ppl,0
omg u feeding again?,1
"nice ulti bro, wp",0
learn 2 play noob,1
"gj team, ez win!",0
wtf r u doing???,1
haha that was epic!,0
pls stick together guys,0
ur build is trash,1
let's keep it up team,0
ez game lol,0
"noob team, uninstall pls",1
"wp everyone, good plays",0
u call that a gank??,1
"nice save, ty for support",0
"just ff, waste of time",1
great teamfight execution!,0
stop feeding omg,1
can we ward plz?,0
"reported, enjoy the ban",1
u all rly need to uninstall,1
"nice strat, guys! let's keep it up!",0
lmfao this game is a joke if ur on my team,1
"sry for the bad start, we'll get em next time",0
"report ursa pls, feeding on purpose",1
great teamwork! impressive comeback,0
"ur jungling is trash, get gud",1
"well played, everyone! that was fun",0
why u even play if u always afk?,1
awesome game! thx for the carry,0
gg ez noobs,1
"wp team, we got this!",0
lol git gud,1
thx for the help bot lane!,0
u guys are trash,1
"nice save mid, ty!",0
why u feed???,1
"smooth play, keep it up",0
fkin report this idiot,1
let's push top together,0
"ez mid, u guys suck",1
"wp team, nice effort!",0
"stfu noob, uninstall pls",1
any1 got wardz? need vision,0
"nah fam, u're just bad",1
awesome play! let's keep it up,0
lol git gud scrub,1
"solid teamwork, well done all",0
"feed more, we're losing coz of u",1
"gonna stack ancients, b right back",0
kys noob,1
"wp team, we got this",0
stop feeding pls,0
lmfao ur trash,1
nice save ty!,0
report this idiot,1
great job pushing mid,0
omg uninstall,1
can u ward next time?,0
ez game ez life,0
gj team wp,0
u guys r trash lol,1
nice hook pudge!,0
omg stop feeding dude,1
lets push mid 4 win,0
pls uninstall noob,1
we can still win dis,0
report that feeder pls,1
epic carry luna!,0
"ur all bots, srsly",1
omg pls stop feeding,1
nice ulti dazzle,0
u guys r trash,1
wp team! keep it up,0
valve plz nerf this hero,0
y is our carry so bad?,1
"sry, my bad on that one",0
report this noob pls,1
let's push mid 5,0
ur all useless,1
nice save bro!,0
learn 2 play noob,1
"gj team, wp",0
u guys r trash,1
awesome ult!!,0
stop feeding omg,1
well played all :),0
report this feeder pls,1
gg ez game,1
sick moves dude!,0
omg ez game lol,0
u feedin trash,1
nice save ty!,0
go uninstall noob,1
sick play dude!,0
wtf r u doin,1
gg wp everyone,0
report this idiot,1
keep it up team!,0
can't believe u missed that rly?,1
"srsly, stop feeding pls",1
nice dodge dude!,0
"report luna, afk whole game",1
"gj team, well played",0
why u trolling? play for real,1
"awesome ulti, sniper!",0
ur build is trash omg,1
can't believe we made a comeback!,0
"can we focus pls, stop the drama",0
"u suck, uninstall the game",1
kys feeder,1
"wp, nice play!",0
"nice feed, idiot",1
gj team! keep it up!,0
u suck noob,1
thanks for the save!,0
brainless moron,1
let's push mid guys,0
stop crying and play,1
"smooth move, bro!",0
srsly? y we no push?,1
gj! keep it up team :),0
"stfu noob, uninstall plz",1
nice save!! well played,0
report that feeder pls,1
"sorry bout earlier, my bad",0
omg u r so trash,1
"wow, nice play!!!",0
"quit feeding, idiot",1
wp! let's keep this up,0
ez game noobs,1
nice play!! wp team :),0
omg stop feeding bro,1
gl in ur next matches,0
reported for being trash,1
ty for the help mid,0
wtf was that throw???,1
appreciate the support guys!,0
can't win with these afks,1
"great team spirit, let's win!",0
srsly u keep feeding omg,1
"gj team, we got this!",0
stop ks omg ur so bad,1
"nice ulti, well played!",0
can u stop crying and play?,1
awesome support ty!,0
wtf r u doing in jungle??,1
"wow, nice save there!",0
report this noob pls,1
"we can still win, focus guys",0
"bro, we need wards pls",0
omg report this feeder,1
gj team!!,0
why u so bad at this game?,1
lets push mid n win this,0
lol uninstall noob,1
can we focus please? :),0
trash player go afk,1
"nice ult, wp!",0
ur failure is legendary,1
ez game noobs,1
"nice gank mid, wp",0
"learn 2 play, trash",1
sorry for the late tp guys,0
u throw harder than my grandma,1
well played team! gg,0
stop feeding pls,1
awesome comeback!,0
report this troll,1
let's push together,0
"nice try, keep it up!",0
report this noob omg,1
haha gg ez noobs,1
amazing save bro,0
please stfu and play,1
"wp, that was sick!",0
"stop feeding, uninstall",1
let's push mid together,0
"wow, incredible ulti!",0
"ur a joke, uninstall",1
I'm reporting this idiot,1
"nice play, keep it up!",0
"ur so bad, uninstall plz",1
"awesome move, gj team",0
stop feeding dummy,1
"need wards, pls buy",0
"toxic noob, gtfo",1
"let's group, we can win",0
where's ur brain dude?,1
thanks for the save!,0
ugh ggez,1
"nice plays, wp team",0
why feed ??? omg,1
"let's push mid, we got this!",0
report this noob,1
great hook pudge!,0
stop ks my farm pls,1
good job keeping them busy,0
get wards ffs,1
awesome comeback team!,0
kys feeder,1
"wp, gg guys!",0
pls stop feeding omg,1
ty for the save bro,0
"ur so trash, uninstall plz",1
nice play team!!,0
"get rekt, noobs lol",1
"good job mid, well played",0
u dumb or what?,1
awesome teamwork <3,0
u got carried lol,1
"gj team, wp!",0
report dis feeder,1
"sorry, my bad",0
lmao get rekt,1
should try smoke next time,0
u noob!,1
keep it up guys,0
stfu and play,1
nice save! ty,0
why u feed mid???,1
nice save bro!!,0
pls ward we need vision,0
u so bad uninstall,1
epic play man!,0
lol noob team,1
nice gank top,0
can we focus objectives pls,0
stfu and play,1
"keep it up, we got this",0
"srsly, buy wards pls",0
"noob ck, uninstall game!!",1
"ty for the save, wd",0
stop feeding u moron,1
epic comeback guys!!,0
"fkng ks, learn 2 play",1
"gj team, well played!",0
trash carry smh,1
"nice gank mid, tyvm",0
"ur all bots, report all",1
noob feeder omg,1
wp team lets go!,0
mid or feed lol,1
ty for help bot <3,0
stop blame plz play,0
ur trash uninstall,1
gank top when u can,0
learn 2 play scrub,1
great game despite loss,0
i report u kid,1
"ez game, gg wp",0
report that noob pls,1
"nice try, keep it up",0
stop feeding omg,1
"gj team, well played",0
"u suck, uninstall",1
thx for the game guys,0
"mid lost us game, useless",1
"we got this, don't give up",0
ur all trash,1
nice gank bro,0
wtf r u doing??,1
great job team!,0
feed more pls...,1
lets push mid together,0
report this noob,1
well played everyone,0
ur trash uninstall,1
thx for the help dude,0
stop crying and play,1
"I'm reporting this team, omg...",1
"Nice play, keep it up!",0
why u so bad lmao,1
"gj dude, solid strat",0
learn to play or uninstall,1
support is doing great work,0
stop feeding u noob,1
"woah, amazing save!",0
"ur all useless, srsly",1
let's push mid and win,0
"wp udyr, carry harder next time lol",0
"bro ur so trash, uninstall",1
nice comeback team!!,0
"omg noob support, useless af",1
haha we did it!! gg,0
"y r u feeding, report pls",1
"smooth moves mid, that was sick!",0
stop ks'ing u loser,1
"let's push mid, we got this!",0
"learn to play the game, clown",1
"nice ulti, wp team!",0
why u feed so much noob?,1
"gg go next, we got this",0
"u guys trash, uninstall pls",1
"well played guys, keep it up!",0
dont blame others for ur bad plays,1
"sry for the dc, let's win this!",0
stop flaming and focus game pls,0
omg support buy wards ffs,1
"great teamwork, let's push mid",0
noob team lose again 😡,1
gj! that was an awesome play!,0
wtf r u doing???,1
"nice synergy, keep it up guys!",0
"ur so useless, afk pls",1
"great save, that clutch was epic!",0
why u feeding?? uninstall noob,1
"we can still turn this around, stay positive!",0
stop feeding kek,1
"thanks for the help, appreciate it!",0
cant believe u guys rly,1
wp team well played,0
yo invoker that was sick!,0
stop feeding omg,1
what a clutch move lol,0
plz stop trolling dude,1
nice gank bot,0
u all r trash wtf,1
great teamwork guys,0
mid is such a noob omg,1
I can't believe u did that smh,1
gg wp everyone!,0
ur trash at this game lol,1
"nice play, keep it up!",0
report this noob pls,1
"thanks for the support, team!",0
bruh uninstall,1
let's push mid together,0
stop feeding omg,1
great teamwork guys!,0
"srsly dude, uninstall pls",1
"nice save, well played!",0
rofl u moron,1
"awesome strat, gg team",0
wtf r u doin??,1
"keep it up, we're doin great",0
you're such a noob lol,1
"lets stick 2gether, we got this",0
idk why i even queue w/ u idiots,1
"great teamwork, guys!",0
go mid noob,1
nice ulti bro!,0
report this idiot,1
well played team,0
learn 2 play dude,1
awesome game guys,0
why u feed??,1
ty for the heal,0
"that was fun, gg wp",0
this team sucks,1
"nice gank mid, wp!",0
this team is trash lol,1
can u pls ward? thx!,0
"u guys r hopeless, uninstall",1
"amazing save, ty!",0
report slark for feed,1
"let's push together, gg",0
stop ks noob,1
great job defending tower,0
why u so dumb omg,1
get rekt noob,1
"nice play, keep it up!",0
stop feeding omg,1
wp everyone,0
y u so bad???,1
teamwork makes it ez,0
ur a trash player,1
good luck next game!,0
"u suck, uninstall plz",1
"amazing support, ty!",0
sigh... pls stop feeding,1
gj team! well played,0
why u ruin game??,1
nice last hit bro,0
buy wards omg,1
great synergy guys!,0
report mid pls thx,1
"keep it up, we got this!",0
ur just trash lol,1
"awesome play, carry us!",0
"ez mid, try harder loser",1
"nice play team, let's keep it up!",0
why u even bother playing?,1
wp! that was sick,0
report this feeding noob,1
"good call on the gank, ty",0
"ur just trash, uninstall",1
"we got this guys, stay together",0
omg such a bad pick dude,1
awesome comeback! ggwp,0
"u guys r trash, uninstall pls",1
"sick play, wp team!",0
"report this noob, feeding all game",1
"thx for carrying, awesome game!",0
"dont pick a hero u cant play, moron",1
"nice try, better luck next time",0
"ez game, u suck",1
"great teamwork, keep it up!",0
stop crying and play,1
"gg guys, had fun!",0
gg wp guys,0
u noob feeder omg,1
nice play mid!!,0
report this afk pls,0
"why u even playin, trash",1
well played supp!,0
stfu and uninstall,1
"gonna stack for u, carry",0
ur picks are so dumb smh,1
thx for the save!,0
noob team wtf r u doing,1
"nice play bro, wp",0
ur trash uninstall game,1
"we got this guys, keep it up",0
stop feeding omg,1
"ty for the save, amazing job",0
u kidding me? worst supp ever,1
"lets push mid, we can win",0
learn to play dude omg,1
"epic comeback, ggs everyone",0
srsly? uninstall pls,1
"nice save man, wp!",0
"ur a joke, gg ez",1
can we group up top?,0
"stop feeding, report plz",1
"great gank, tyvm!",0
ur build is trash dude,1
gl hf all!,0
learn 2 play noob,1
well played everyone!,0
srsly noob wtf,1
"nice gank top, wp",0
can u pls ward bot?,0
report dis feeder omg,1
gj team! keep it up,0
you're trash dude,1
amazing ulti there!,0
stop crying and play,1
thanks for the save,0
l2p scrub,1
nice last hit!,0
omg u feeding again?,1
let's group and push mid,0
uninstall pls,1
great save bro,0
stop trolling kid,1
wp team!,0
u r trash,1
ty for help top,0
report his ass,1
"srsly dude, go uninstall",1
nice save! wp team,0
"u keep feeding, report pls",1
well played! lets push mid,0
y'all r trash lol,1
"great comeback, love this game",0
why u tryin to lose???,1
"awesome ulti, gj",0
stop actin like a noob,1
"thx for the support, guys",0
lol u call that a gank?,1
gj team! wp!,0
"pls buy wards, much love",0
stop feeding pls omg,1
"nice try, we got this!",0
"yo play safe, we can win",0
gg go uninstall,1
who needs farm when u can roam ;),0
bruh ur build is trash,1
"keep it up, we're doing great",0
"nice stack, tx!",0
report this noob plz,1
well played everyone,0
u shud delete game,1
rofl that was epic,0
stop feeding omg,1
great teamwork guys,0
"lag sux, but gg",0
u guys r trash,1
smooth moves mid,0
"ez game, u guys suck",1
nice save bro!,0
can u pls ward more?,0
report this feeder omg,1
solid teamwork guys :),0
"u r so bad dude, uninstal",1
"wp team, good fight",0
why r u so trash lol,1
"appreciate the help, ty",0
get gud or get lost,1
stop feeding pls,0
omg ur all trash,1
"nice gank, wp team",0
report this afk noob!!,1
can we group up??,0
"bro, ur ruining the game",1
"great job, keep it up",0
"learn to play, dude",1
how do i counter this hero?,0
shutup and uninstall,1
ez game u lose,1
nice clutch bro!,0
stop feeding omg,1
"wp everyone, close match!",0
u guys suck,1
ty for the save man,0
who taught u to play?,1
great plays team!,0
u all r trash,1
"solid defense, gj",0
omg stop feeding pls,1
"wp team, we got this!",0
u suck noob,1
anyone need wards? :),0
why noob always in my team?,1
"ty for the save, ogre!",0
"yo chill, it's just a game",0
reported for noob plays,1
nice comeback bois!,0
"wtf are u doing, uninstall",1
"nice play team, wp!",0
ffs stop feeding,1
omg this sniper is OP lol,0
"trash player, uninstall plz",1
let’s focus and win this,0
u guys r such noobs,1
"great combo there, ty",0
why u so mad bro?,1
can we group up for fights?,0
get rekt loser,1
"gj team, wp!",0
"omg u're so bad, uninstall plz",1
"nice try, we'll get em next time",0
wtf are u doin?! feeding much?,1
"smooth moves, love it!",0
"lol noob, just quit the game",1
"ty for the help, appreciate it",0
"keep it up, we can win!",0
"ur build is trash, learn to play",1
let's regroup and push mid,0
lol u seriously gonna blame the support?,1
nice play!! well done team,0
stop feeding n00b,1
"let's do this guys, we got this",0
ur all trash uninstall plz,1
"great teamfight, keep it up",0
report that idiot asap,1
"good job, nice push",0
wtf are u doing???,1
"awesome comeback, let's finish strong",0
nice ult bro,0
report dis noob pls,1
sick moves lol,0
y u feeding???,1
"gj team, wp!",0
u trash lmao,1
ty for the heal <3,0
get a life u loser,1
awesome play!!!,0
ur build is a joke,1
omg noob team,1
nice play there!,0
stop feeding idiot,1
sick moves bro,0
reported toxic kid,1
wp everyone,0
u r trash lol,1
let's push mid guys,0
"come on, focus up team",0
u suck so hard,1
u srsly need 2 uninstall,1
nice save bro!,0
stop feeding omg,1
"let's group up mid, we got this!",0
"reported, enjoy the ban",1
"great roam, well played!",0
y u always afk?,1
"awesome game, ty team!",0
"learn to play, noob!",1
"sick plays, keep it up!",0
srsly? uninstall pls,1
nice one! keep it up :),0
wtf was that move?,1
thx for wards!,0
u suck so bad omg,1
great teamwork guys,0
learn 2 play noob,1
amazing save there!,0
ur a joke xD,1
gg wp everyone,0
"ez game, get rekt",1
wow nice play!,0
report mid pls,1
lol u suck so bad,1
great teamwork guys!,0
stop feeding omg,1
this match is awesome,0
ur all trash,1
keep it up team :),0
noob learn 2 play,1
rofl nice try dude,0
wtf are u doing omg,1
we can still win this,0
u guys r trash,1
gj on the rosh,0
learn 2 play noob,1
haha gg well played,0
report this feeder,1
nice save there!,0
ez game u suck,1
gg ez,1
wp team! lets do this,0
stop feedin noob,1
thx for the save!,0
mid is lost cuz of this moron,1
we got this fam!,0
wtf are u doing??,1
"great job bot, keep it up",0
"ur trash, uninstall pls",1
"nice try, we'll get em nxt time",0
ez game noobs,1
nice save wp,0
worst team ever smh,1
"keep it up, gj",0
stop feeding omg,1
"smooth move, respect",0
report him pls,1
ur plays are sick!,0
wtf r u doing??,1
"love ur playstyle, keep it up",0
"nice ulti, keep it up!",0
wtf r u doing noob?,1
"thanks for the heal, mate",0
stop feeding omg,1
"awsm save, ty!",0
u all suck lol,1
"lets push mid, good plan?",0
"report this guy, useless!",1
great teamwork guys :),0
learn to play or uninstall,1
ez game noobs,1
nice ulti sniper!,0
u suck uninstall pls,1
wp team! keep it up!,0
feeding again report,1
great save ty venge,0
stop blaming team u bad,1
"cant believe that teamfight, so good!",0
no wards gg ez,1
awesome comeback guys,0
ez game lol u guys tried,0
wtf u doing man???,1
"nice teamplay, wp all",0
please uninstall noob,1
"we can still win this, focus!",0
omg u r so trash,1
"thx for the support, much appreciated",0
u kidding me? learn to play,1
"great coordination, loved that game",0
report this feeder pls,1
omg stop feeding pls,1
nice play bro,0
ggez worst team ever,1
ur rotations rly helped,0
wtf r u doing noob?,1
wp all around,0
report this troll,1
ty for the save!,0
get rekt scrub,1
amazing comeback!,0
pls ward top,0
stfu noob,1
nice ulti bro!,0
ur feeding on purpose?,1
ty for the heal,0
report this toxic guy,1
let's push mid,0
can't believe u missed that,1
"gj team, wp!",0
stop trolling pls,1
gg no re,0
pls uninstall noob,1
haha ez game,1
nice play! wp!,0
feeding again?,1
ty for the save!,0
stop ks me wtf,1
ward the jungle pls,0
you're trash kid,1
keep it up team :),0
"u guys r garbage, uninstall pls",1
"nice play there, well done",0
stop feeding omg,1
"great teamwork everyone, keep it up",0
report that noob,1
"we got this, just stay focused",0
wtf are u doing,1
thanks for helping me lane,0
"ur a joke, kid",1
"awesome game, let's do it again",0
srsly dude ggwp,0
why u feed? noob team,1
nice moves! well played,0
get rekt scrub lol,1
"great teamwork, guys!",0
"omg ur so bad, uninstall",1
thx for the carry!,0
"ur a joke, git gud",1
"amazing clutch, wp all",0
stop being toxic pls,0
lol ur so bad,1
nice play team!,0
ffs do something right,1
"wp guys, keep it up",0
stop feeding noob,1
"great game, well played",0
get rekt scrubs,1
amazing save bro,0
wtf r u doin?,1
"gg, let's play again!",0
"great teamwork guys, wp!",0
"stop feeding dude, ur trash",1
can we group n push mid?,0
"u noob, go uninstall",1
nice one! keep it up,0
why u so bad lol,1
thx for the save there,0
"reported for feed, gg",1
luv ur invoker plays,0
pls stop trolling and focus,1
ez noobs go uninstall,1
nice save team!,0
bruh ur feeding,1
good luck next time,0
omg learn to play idiot,1
well played everyone,0
stop crying and play,1
great teamwork guys,0
u suck report,1
awesome comeback!,0
srsly? this team is trash,1
nice play! wp everyone,0
learn to play or uninstall,1
"we got this guys, stay cool",0
u feed more than their courier,1
"beautiful setup for the kill, ty!",0
"FFS, stop dying dude",1
can u pls ward more? thx!,0
report this useless noob,1
"that comeback was epic, gj all",0
"srsly, why u feedin??",1
"nice gank top, well played!",0
omg u guys suck at this,1
"love ur tidehunter plays, keep it up",0
u ruined the game for us,1
let's push mid together,0
yall r so bad it's funny,1
"we got this, stay strong team",0
uninstall game plz,1
"well coordinated, gj guys!",0
I'm so done with these feeders,1
"well played team, let's keep it up",0
stop crying and play the game,1
nice gank! keep it up,0
learn 2 play or get lost,1
good luck next game guys,0
u r the worst mid I've seen,1
great job on the towers everyone,0
lmao get rekt nub,1
teamwork makes the dream work,0
omg report this noob,1
"nice gank bro, wp",0
stop feeding pls,1
"ez game, gg wp",0
trash team as usual,1
"care mid, they're missin",0
"yo, chill and play",0
"u suck, uninstall",1
ty for the save!,0
"learn to play, loser",1
"ez game, thx team!",0
"omg, u suck so bad...",1
nice play! wp everyone,0
report this afk noob,1
"that was intense, ggs!",0
"uninstall pls, u're trash",1
support did awesome job!,0
stop feeding and learn 2 play,1
"tough match, we did our best",0
"noob team, why even try?",1
"nice play, gj team!",0
"wtf r u doing, feed more pls",1
"let's push mid, we got this",0
"u so bad, just uninstall",1
"careful top, ward there",0
"u useless trash, report",1
"keep up the good work, team!",0
"stop crying and play, loser",1
"smooth moves, well done",0
"worst team ever, gg",1
wtf r u doin?,1
nice save ty!,0
u trash uninstall bro,1
great teamwork guys,0
ffs y feeding,1
epic comeback team,0
quit feeding idiot,1
awesome play dude,0
report this noob,1
clutch win!! wp everyone,0
omg stop feeding dude,1
"nice play team, keep it up!",0
u all r trash haha,1
yay! finally got my item :D,0
pls stop ks me every time,1
"great assist, ty!",0
learn 2 play n00b,1
"we got this, stay positive!",0
wtf r u doing???,1
love playing with this team :),0
nice play team!,0
wtf r u doing? uninstall plz,1
lol gg ez game,0
"we're still in this, keep it up!",0
ur such a noob omg,1
sick strat haha,0
"report mid feeding, u suck",1
rofl let's go push!,0
our support is trash,1
great fight everyone!,0
"ugh, such a noob team",1
"nice save man, wp!",0
stop ks or ill afk,1
gj with the stun!,0
you guys r trash,1
lgd this game is fun,0
feeder report pls,1
"amazing ult, ty for that",0
"pathetic carry, uninstall",1
"lets push mid n win, team!",0
u suck mid,1
"gj team, keep it up!",0
report this feeder plz,1
nice ult!!,0
stop crying noob,1
"wp carry, well done bro",0
"so bad, uninstall game",1
"ty for help, rly appreciated",0
where tf is support?,1
"let's push together, we got this",0
ez game noobs,1
wp! lets do this,0
report blue pls,1
nice save dude,0
u guys r trash,1
gg well played all,0
stop ks omg,1
tnx for the help man,0
why u feed?,1
"gj team, we got this",0
nice last hit man,0
report mid feeder,1
stop crying n learn to play,1
thanks for the save bro :),0
lol noob team,1
great teamwork guys!,0
get rekt trash,1
"wp, that was close!",0
y all so toxic lol,1
"keep it up, we're doin good",0
omg u feed again?,1
"nice support, thanks!",0
wtf r u doing??,1
"gj team, keep it up!",0
learn 2 play noob,1
smooth move on that kill!,0
pls uninstall the game,1
"dont worry, we got this",0
mid is a joke lol,1
great coordination guys,0
nice last hit bro,0
"ur trash, uninstall pls",1
"sick play, well done",0
stfu and play noob,1
ty for the help man,0
y u feeding???,1
"let's push mid, gl hf",0
omg ur so bad,1
good game everyone,0
report this troll,1
yo mid is feedin smh,1
wp team let's keep it up,0
get lost u noob,1
nice save bro!,0
"ffs, learn 2 play",1
great teamwork guys,0
u throwing on purpose??,1
this game is fun :),0
ur so bad omg,1
awesome ult!!,0
"noob feeder, uninstall pls",1
"gj team, wp all!",0
why u not buy wards???,1
sry 4 that bad engage,0
lol nice shot!,0
"ur trash, u lose us game",1
amazing support guys,0
report this guy pls,1
"keep it up, we got this!",0
"trash team, gg",1
report mid pls,1
nice play team!,0
u r so trash dude,1
"wp carry, u saved us",0
stop feed moron,1
"gj, we got this!",0
uninstall game noob,1
"smooth moves, support",0
why u all so bad,1
tk u for the save!,0
mid or feed lol,1
nice dodge! wp team,0
omg u r trash,1
"solid plays, gj everyone",0
why u afk noob?,1
"let's push together, ez win!",0
u cant even farm bro,1
"keep it up, we're doing great!",0
hope ur team loses dude,1
"fun game, ty all!",0
omg stop feeding lol,1
nice save man,0
ggez uninstall pls,1
ty for the ward,0
mid or feed noob,1
"wp guys, keep it up",0
ur so bad at this game,1
great teamwork!!,0
team? where r u??,1
lets push mid together,0
srsly?! buy wards pls!,1
"nice gank, ty for help!",0
"feed more, why dont u",1
"awsome job guys, keep it up!",0
get gud or get out,1
"great teamwork, let's push mid",0
"u play like a noob, uninstall",1
"thx for carry, well played!",0
"stop dying, u ruining the game",1
"amazing save, that was clutch!",0
wtf r u doing mid?,1
"nice gank top, wp!",0
stop feeding omg,1
gl hf everyone!,0
get a life loser,1
ty for saving me bot!,0
ur trash uninstall pls,1
let's group up and push,0
reported u idiot,1
great teamwork guys!,0
"srsly team, why feed?",1
"nice save, ty!",0
get rekt noob,1
"wp everyone, we tried",0
u all trash lmao,1
great setup for that fight!,0
pings are for losers,1
"let's push mid, go go!",0
this supp is braindead,1
"we got this, stay positive",0
"nice play with the wards, keep it up!",0
wtf are u doing omg uninstall pls,1
