messages,labels
"""chill lol it's just a game"". ""everyone has bad games, np"". ""trying to hold obj man, come on"". ""focus on the obj, we'll get it next rd"". ""it's all good, let's just have fun"". ""unlucky play, happens to me too"". ""got caught in crossfire, my b"". ""thx for the tip lol"". ""trying my best here :)"". ""teamwork makes the dream work, right?"". ""let's hit it hard next round, glhf""",0
"""wheere r u at?"". ""ok gotcha, on my way"". ""thx 4 the heads up!"". ""gg idea, I’ll rush in after"". ""can drop some in a sec"". ""got ur 6, let's push forward"". ""ye, i hear em 2, hold up"". ""whoa, nice throw! got em"". ""ok, mid looks clear, move move!"". ""obj in sight, lets lock it down"". ""agreed, watching left flank"". ""qwick reload!"". ""yesss! obj secured, well played"". ""awlays have ur back :)"". ""hell yeh! bring it on!""",0
"""in the bldg nxt 2 brdge"". ""watch out 4 snpr on the roof"". ""np, gonna throw a smoke 4 cover"". ""need more ammo, runnin low"". ""sweet, thx!"". ""careful, think I hearrd footsteps"". ""frag out!"". ""lol thx, let’s clear mid b4 rotate"". ""on it, followin ur lead"". ""copy that, think they’ll come left"". ""here they come! get ready!"". ""almost got em all, few more"". ""gg! nice teamwork 4real"". ""same here, let's do anothr round?""",0
"""hey team, let's go for the objctv!"". ""haha, just tryna win here. we'll go further if we work together"". ""cmon man, it's just a game, let's have fun"". ""lol, I appreciate the help then!"". ""got that one! let's keep it up!"". ""thx, team effort tho, keep pushing!"". ""sry, respawning, be there in a sec"". ""we'll get them next round"". ""never know till it ends, just give it our best"". ""i'm trying my best, hope it's enough!"". ""haha, u carrying us, just don't rage quit!"". ""yeah, but winning's more fun with a team, we got this!""",0
"""stfu noob, I do what I want"". ""like u even know wtf to do, srsly u suck"". ""fun is carrying ur useless ass"". ""omg gg useless squad"". ""finally u did smth, miracle"". ""where tf is the backup? r u blind?!"". ""can't wait for ur slow ass"". ""doub it, ur team is hopless"". ""hope ur ""best"" isn't bad like rn"". ""god, this is trash, uninstall game pls"". ""carrying noobs is exhausting fml""",1
"""hey team, let's push left!"". ""chill, it's just a game. we can win this :)"". ""nice shot on the sniper tho!"". ""thanks for the cover, going for the flag"". ""got it! returning to base"". ""focus on defense now, guys"". ""incoming from right, need backup"". ""we can still win! last push"". ""GG team, good try!""",0
"""gtfo n00b, ur gonna get us killed!!"". ""just shut up and play, i’m carrying ur sorry ass rn"". ""bout time u notice some pro play noob"". ""u better not screw this up again smh"". ""ur trash"". ""wow a blind squirrel coulda done better"". ""focus on staying alive, u can't do anything else"". ""and u need a new hobby lmao"". ""not with ur skills kid 🤣"". ""*disconnects*""",1
"""yo glhf everyone"". ""haha, let's do our best"". ""pushing left, need backup?"". ""u get him?"". ""nice one! moving to obj now"". ""oops sorry, thought you needed help"". ""support play can be good too, ya know"". ""we got the obj! ggj guys"". ""teamwork makes the dream work"". ""it's all good, let's keep the momentum"". ""Scouts ahead, enemy on right!"". ""rotating around"". ""trying 2 flank, any eyes?"". ""lol, you're fast today"". ""will do my best, rock on"". ""will focus more :)""",0
"""noob team again. gonna carry y'all smh"". ""yeah right, just stay out of my way"". ""why u even asking, just got wrecked lol"". ""obv, ez clap"". ""THATS MINE, stay bk!!"". ""if u noob just typ out n watch pros work"". ""nah, u just cannon fodder for the real pros"". ""lol, luck. no help from u thx"". ""pls stop with that bs, we carrying u"". ""whatev, dont mess up next round"". ""no sh*t sherlock, they all here"". ""too late, camp much? lol"". ""too slow bro, already done *eyeroll*"". ""always fast, maybe try keepin up"". ""whatever, just hope u dont feed next round"". ""u do that, need all da help we can get from u clowns""",1
"""wtf r u doin?? u noob!"". ""noob nooooob!!! ur trashhh 😂"". ""tryhard much? pfffft"". ""dream? more like nightmare w/ u on team"". ""who died n made u leader? 😂"". ""ughh... put ur mic on or stfu"". ""yiou'r uselesss without comms"". ""gg ez not with u tho"". ""ur next time is my last time lol"". ""whatever, just don't feed"". ""smh, still not enough"". ""if i gotta carry, why r u here?"". ""coulda fooled me"". ""stop bein nice, it's annoying"". ""ok, jesus, ur impossible lol""",1
"""hey man, jus tryin my best, chill"". ""it's just a game, let's try to win"". ""team work makes the dream work, right?"". ""lol, we can turn it around!"". ""don't need to be leader, just a team player :)"". ""can’t, but I'm listening"". ""I promise, I'm paying attention"". ""it's all good, we’ll get 'em next time"". ""alright, let's do our best while it lasts"". ""gotcha, playing it smart"". ""steady, we'll find a way"". ""here to learn and enjoy :)"". ""thx for the tips tho, appreciate it!"". ""can't help it, it's how I play!"". ""let's grab this W!""",0
"""omg wtf r u doin??!!"". ""noob! u had one job!!"". ""ur best is trash!!!"". ""i'm carrying ur ass rn"". ""pfft, teamwork my ***"". ""stop camping and MOVE"". ""MOVE OR GET KICKED"". ""finally!!!!!!!"". ""too late, they got there first"". ""not if u keep playing like that"". ""just shut up and play"". ""gg after i carried :(""",1
"""sry man, just got ambushed"". ""trying my best here lol"". ""let's just focus on winning"". ""thx for the support, teamwork ftw"". ""ok, let's stick to the plan..."". ""i'm scouting the area chill"". ""moving now, no worries"". ""got ur back, let's take obj"". ""regroup and press on, we got this"". ""staying positive, we can clutch it"". ""ok, here for the win"". ""gg, thanks for the help""",0
"""hey team lets push left on this map"". ""sorry! thought left was safer"". ""my bad, guys lets regroup"". ""stay focused we got this"". ""i'll cover next round, promise"". ""yeah i'll watch your back"". ""ok guys focus mid in next round"". ""we're almost there!"". ""got it, trust me""",0
"""dude u just messed up our strat"". ""omg r u blind?!? we r literally gettin' shot from there"". ""ur bad is ruining us lol"". ""u better step up or uninstal"". ""u doin anything would be a start"". ""hope u do, ur aim is trash"". ""no kidding, genius"". ""only if u dont mess up again"". ""thatll be the day, ha!""",1
"""omg u r so bad at this game lol"". ""lol u mad bro? git gud"". ""says the one who cant even cover a flank"". ""l2p n maybe we wont lose every match"". ""ur just salty cuz i outscore u evry game"". ""call it wht u want, still beating u"". ""cry more, kid. helps the salt taste better"". ""git rekt, scrub. pay attn next time"". ""blame lag, control off. still better than u tho"". ""i gotta backpack y’all like a babysitter ffs"". ""cya nxt game, better bring ur A game""",1
"""stfu u trash, learn to aim bfore u talk"". ""nah just annoyed by useless team8s like u"". ""typicalll, blaming others when u sux"". ""lmao u think ur carrying? delusional much"". ""rng bs, luck, not skill"". ""cant wait to report ur toxic a** lmao"". ""gg ez, enjoy carryng my dead weight"". ""lmao says the one with 5 deaths in like a minute"". ""excuses r great, use them more why dont u"". ""enjy ur babysitter salary then, loser"". ""cya, will enjoy stomping u again 💀""",1
"""wtf noob, wht r u doin??? ur trash"". ""ur best is BAD, stop feeding them!!!"". ""oh plz, ur clueless af"". ""bruh, cant carry this entire team w ur noob plays"". ""ffs, AGAIN?? stop dying, ffs ffs ffs"". ""can u evn aim? just delte the game"". ""always excuses, jus git gud noob"". ""u hopless, zero skill noob, w/e""",1
"""srry dude, trying my best!"". ""my bad, team is learning tho, we'll get better :)"". ""let's focus n get that obj tho"". ""just need to coord better, almost had them!"". ""regroup n push tgt next time, we'll get it"". ""evry1 starts somewhere, improving each match"". ""staying positive helps! let's get that dub"". ""ggs, next round, we'll win! 😄""",0
"""whr u at? I gt snpd frm nowhere"". ""sm1 gt an UAV? we need to cnfrm loc"". ""k, lets try to grp up. wats ur loc?"". ""oh on my way"". ""rip missed me by inch!"". ""ye lets do it, im lowkey stuck tho atm"". ""rgr tht, shld i pop smoke?"". ""done, pushn nw"". ""gg buddy! reload fast, more on left"". ""sweet! cntnue the push, UAV opnd"". ""i see em. goin left, cover me!"". ""nice, finshd another. clean thm up!"". ""catchng! gg bruh!""",0
"""lol same here, idk whr they r. smhow invis"". ""not yet, 200 pts more"". ""near bldng w purple grafitti"". ""watchout snipr top of the tower!!"". ""close call! flank em frm the side?"". ""k nmd jst keep movng"". ""yeh, wll give us some crver"". ""oooh got em! nice smoke cover"". ""thx! reloading... got my UAV nw"". ""see 3 at 12 'o clock"". ""covering! down one!"". ""last one runnin man... sprint catch!"". ""gg wp! lets do this again!!""",0
"""omggg u noob, y u camping again?? MOVE IT!"". ""yeah right, like u could even spell good 😂"". ""rekt u last rnd tho, remember??"". ""next rnd ur toast. i can smell the noob"". ""if u call shotgun spam pros lmao"". ""nah, just statin facts, scrub"". ""doesn't matter, still topfraggin, u bottom feeder"". ""gettin shot from behind must sting, huh? 😂"". ""brrrng it, can't wait 2 see u ragequit"". ""hope ur ready 2 lose strk, i'm done messing around"". ""ez, won b4, win agn""",1
"""stfu, kid. ur terrible at this game, git gud!"". ""n1ce 1, gr8 comebk, not"". ""pfft, luky sh0t. w8 til nxt rnd"". ""git lost lol, playing w pros here, not wannabes"". ""crying alrdy? pathetic"". ""bring it then, tryhard. hopin u carry them bot frnds too?"". ""only b/c u stole ma kills, cheap shotter"". ""gng 2 solo u nxt tme, mark my wrds"". ""lol k, talk big, smll actn"". ""k idc, u'll need more than talk 2 win agnst me"". ""not ths tme, I'm popin off, no mre excuses""",1
"""wtf r u doin???!!"". ""noob!!!"". ""ur trash, uninstall the game"". ""omg u srsly suk!!!!"". ""strats r wht u suk at"". ""omg  headdd!! shot!!"". ""shut up"". ""y u even tryin?"". ""ez kill, ur welcome!!!"". ""stop campin, git gud!!"". ""excusesss"". ""u had better be right""",1
"""sry dude, got sniped"". ""trying my best, lets stay cool"". ""just a game, man. lets focus"". ""maybe try different strat?"". ""nice one, keep it up!"". ""let's grab B, need ur help"". ""teamwork makes us win :)"". ""thx, let's go for the win"". ""wasnt camping, got stuck"". ""let’s regroup, we got this""",0
"""gg team! we got this"". ""nah, we can turn it around. stay tight"". ""I got ur 6, let's push left"". ""reload and regroup near objctv"". ""use utility, flush them out"". ""almost there! keep pushin!"". ""focus on objctv. we can manage it"". ""c'mon bro, let's just play to win"". ""good effort tho, we learned some stuff""",0
"""gg? we got wreckd noobs"". ""if u actually did somethin useful... maybe"". ""pffffff u? hlp? more like draggin team dwn"". ""screw this. camper alert again!!"". ""idk why i even play with these morons"". ""gonna report all u bots after. thrash team"". ""nah, im just gonna teamkill lol"". ""nah, ima do whtver i want. team sux too mch"". ""effort? HAHA more like wasted time wit u lot""",1
"""u suck bro, can't u aim??"". ""nah, u got lcky, lag smh"". ""ur trash, uninstall pls"". ""kd dont matter when u camp all game"". ""lol k keep tellin urself that while i owm u again"". ""gg easy, 1v1 me brah"". ""ha, bring it. i'll wreck u hard""",1
"""lol, i outsniped u last rnd, git gud"". ""sure, blame the lag lmao"". ""sry cant hear u over my kd"". ""beter than runnin n dyin like u"". ""pls i dnt even break a sweat vs scrubs like u"". ""ez clap, as f u cld handle me solo"". ""id destroy u w ith a bLIDnfold on m8""",1
"""gg kds r trash"". ""ur camping like a nub stp hiding"". ""watever, just dont die so much lol"". ""yeah, no s*** sherlock"". ""just shoot ppl, stop playin obj u scrub"". ""omg u play for wins? noob alert!!!"". ""thx, finally sum1 notices my skills"". ""jst dont screw up again n we r gud"". ""finally u get it! lets push B""",1
"""hey man, just a game, let's keep it fun! :)"". ""lol srry just tryin a strat. next rnd i'll move more ok?"". ""i'll do my best! u got this too!"". ""haha, didn't mean to offend. let's focus on obj"". ""obj is kinda important though, helps the team win"". ""haha, yeah i think that's the goal! but rlly though good shot last round"". ""for sure, ur aim is solid. let's get this W"". ""i'll back u up! let's finish strong!"". ""gotcha! movin to B with u""",0
"""wtf r u doing bro?? move!!"". ""ur trash, can't even hold a point 🙄"". ""omg useless. uninstall pls"". ""i play for wins not babysit noobs"". ""BROOO I said cover left, not right!!!"". ""reeloAd fAStEr!!!"". ""yeah w/e just don’t mess up this time"". ""nah dude ur setting us back"". ""finally some use geez"". ""obvs im carrying here""",1
"""chill man, it's just a game."". ""my bad. trying to get there, got pinned down."". ""c'mon, let's just focus on playing"". ""i'm trying man, we got this"". ""i was reloading, sorry!"". ""let's push together next round?"". ""i'll do my best, teamwork makes it easier"". ""alright, i'll watch ur six, let's go"". ""good job on that last kill!"". ""team effort, but thx!""",0
"""hey team, let's stick together and grab the objective"". ""sry, just trynna coordinate"". ""okay, let's just focus, we can still win this!"". ""not yet! come on, we got this!"". ""covering right side, need backup"". ""nice shot! let's push center"". ""sry, wasn't intentional—let's go!"". ""got the bomb, planting now"". ""almost there, cover me!"". ""phew, that was close! good job, tho!"". ""got the next round—let's regroup"". ""positive attitude, we got this next time!""",0
"""noobs get outta my way!!"". ""ur garbage"". ""gg we lost already get real"". ""hah u wish"". ""i carry u, backup urself lol"". ""stole my kill cheap ass"". ""u suck"". ""gg morons lost it"". ""ur all bots"". ""we still lost"". ""no hope with u scrubs"". ""lmao nt in this lifetime""",1
"""ugh come on!! wtffff???"". ""ur such a camper!! move or ill report u!!"". ""omg how did u even hit me?? LUCK!!"". ""stfu, ur just spammin grenades like a scrub"". ""trash team, dragging us down smh"". ""LOL, u think ur good? im carrying this trash team!!"". ""dude, u can't even 1v1 me. bring it"". ""gg easy, hope u learn 2 play next time""",1
"""lol git gud noob"". ""cry more, maybe it'll help u aim better 😂"". ""nah bro, it's called skill. maybe try using it"". ""ur just mad cos u can't dodge lmao"". ""stop making excuses for ur bad plays 😂"". ""yeah ok, keep telling urself that while i rack up kills"". ""bring it? haha anytime, anywhere noob"". ""ez win, step up ur game or just quit""",1
"""Goin left, cover me!"". ""thx man"". ""snipr up ahead!"". ""ruin wall, 3rd floor"". ""n1, n1"". ""watch out 4 claymr"". ""respwn quick, we need u"". ""enemy near obj, regroup??"". ""yess, good idea"". ""tossin flashbang"". ""got one!"". ""gg gg"". ""next rnd?"". ""rdy when u r""",0
"""kk, on yur six"". ""no prob, got ur back"". ""where??"". ""oh crap, see him"". ""he’s pinned down now! pushin up"". ""whoops, too late lol"". ""on it, on it"". ""def, fall bck"". ""let's flnk 'em!"". ""move in 3 2 1 gooo"". ""clear!"". ""gg! nice teamwrk"". ""yupp, let's do it!"". ""rdy!""",0
"""n1ce snipe!! 😄"". ""lol np, cover me, I'm pushing left"". ""u see that camper on da roof?"". ""lets flush em out"". ""rip"". ""😂 respawning, 5 sec"". ""bak 😎, imma flank right this time"". ""watchout! under hvy fire!"". ""nade out"". ""nice work"". ""dang it... gotta stay low"". ""nah save ammo, might get splash soon"". ""do it! need that cover bad"". ""woot! u got it?"". ""yur the best!"". ""lets goooo 💪"". ""plantin the bomb, cover pls"". ""done! watch for defuse"". ""we did it, team rocks! 🙌""",0
"""thx!! that hs was luck tho lol"". ""got ur back"". ""yeah, h8 those camperzzz 😤"". ""yeah frag inc!!"". ""lool blew myself up 🤦"". ""kk hurry"". ""im with ya"". ""pinned! need a sec to reload"". ""gg! got em"". ""enemy UAV up!"". ""try to take it down?"". ""tru, almost got killstreak, 1 more"". ""one dwn"". ""yasss on its way! 😎"". ""we got this, final push boys"". ""last obj site, go go!"". ""roger that, suppressin!"". ""niceee, defendin"". ""gg wp! 🎉""",0
"""omg ur such a noob"". ""bruh ur camping like a lil bby"". ""nah its called being a tool hahahaa"". ""u wish u cld play half as gud as me"". ""lucky shot, stop hiding omg"". ""stfu u need mommy 2 spoon feed u skills"". ""nah keep em so u can wipe ur tears nxt round"". ""pfft board dont mean sht, skills do"". ""keep dreamin, ill mop the floor w u nxt round""",1
"""lol ur just mad ur kd is trash"". ""git gud kid, its called strat"". ""watevr helps u sleep at nite"". ""lmao i just dunked on u"". ""cant hear u over all my killstreaks lol"". ""aww still upset? want a tissue?"". ""ur talkin a lot for someone at the bottom of the board 😂"". ""yeah keep tellin urself that while i take MVP""",1
"""omw to obj thx for cover!"". ""snipr top bldg wl watch it"". ""gg last rnd, nice shotz"". ""lol thx, rdy 4 next push?"". ""rgr that, ill throw smoke"". ""close one! gj callin it!"". ""planted! hold it down!"". ""defuse timer... 4, 3..."". ""gg ez win!"". ""yup, lets go!""",0
"""np np, got ur 6!"". ""thx 4 headsup, gonna flank left"". ""ty bro, u had that sick double elim!"". ""ye lets go, smk em out"". ""nade out, watch it!"". ""all clear, push push push"". ""wooo good work!"". ""we got this! stick together"". ""ggwp, queue again?"". ""gl hf!""",0
"""hey team up at the bridge?"". ""watch out sniper at 3oclock"". ""need backup! getting pinned arnd the corner"". ""got him! clear now"". ""thx tryin to get that killstreak lol"". ""u got ur loadout rdy?"". ""lets push the obj then"". ""omg ambush!! fall baackkkk"". ""ughhh got me hes low af"". ""relly close gg tho"". ""for sure rematch?"". ""yee we got this!""",0
"""yuh let s do it"". ""thx 4 the heads up"". ""omw hang tight"". ""nice shot!!"". ""lol same here almost there"". ""yup alrdy locked n loaded"". ""right behind u"". ""on it circling around"". ""dang it got him tho"". ""yep gg we’ll get em nxt round"". ""im down! lets crush it""",0
"""omg u noob, y tf did u go left?!"". ""crossfire my butt, u suck!!!"". ""not if u keep screwing up, geez"". ""u better not mess up again"". ""ur best ain't good enough lol"". ""ffs how are u having fun losing"". ""yeah, keep tellin urself that"". ""finally doing smth useful"". ""just stay outta my way"". ""fine, but u better not die again"". ""w/e just move"". ""I KNOW, ain't blind"". ""yeah whatever, just don't screw up nxt time""",1
"""srry man, got caught up in the crossfire"". ""chill dude, just a game, we can still win"". ""let's focus, we got this next round"". ""promise I'll do my best this time"". ""ouch haha, just havin fun here"". ""winning is great, but playing's fun too"". ""got ur back this round, let's do it"". ""thx man, see teamwork works"". ""sure, going right, cover me?"". ""will try, thx for the support"". ""on it, watch out for sniper mid"". ""all clear now, good job"". ""sounds good, let's keep it up""",0
"""omg ur such a noob omg"". ""im wrecking u n u cant handle it"". ""ur aim is trash bro"". ""cAmpiNg is A strAtEgy u just cant handle my skillz"". ""ur just salty coz i owned u last round"". ""w/e kid keep crying"". ""only if u can find me before i get you first LOL"". ""tell ur team to stop feeding me kills rofl"". ""excuses excuses, heard em all b4"". ""LOL imaginin u doin somethin half decent"". ""ur gonna cry whn i nuke ur whole team nxt round""",1
"""lol get gud scrub what r u even doin"". ""sure sure keep telling urself that nub"". ""atleast i dont camp like a lil ** LOL"". ""LMAO strategi? hiding in a corner n gettin wiped again?"". ""nah just amazed how bad someone can be at this game"". ""imma drop u like a bad habit nxt match k?"". ""ur footsteps are so loud its like ur announcing ur death"". ""blame ur net when i 360 no scope ur ** nxt time"". ""watch this *poggers play incoming*"". ""ur mom cud play better n she's prob not even here"". ""talk big, play small always the same song with u""",1
"""hey team, lets push left?"". ""watch out snipr on the ridge"". ""np, i’ll try 2 flank him"". ""got him! move up now"". ""cover me, gotta reload"". ""enemy UAV above, stay low"". ""behind us!"". ""ty, needed that save"". ""ok, objecive is in sight, throwin frag"". ""obj secuirty, hold position"". ""15 seconds, we got this"". ""crap! down, but time's out"". ""ggwp gues""",0
"""yea let’s do it! gogogogo!"". ""crap, got me"". ""thx, respawnin in 5"". ""sweet, goin in"". ""on it!"". ""good call, hug the walls"". ""omg, got em, close one"". ""anytime!"". ""ncie nice, i’ll follow up"". ""cool, defend the point"". ""watch right!"". ""we won! gg!""",0
"""OMG n00b team"". ""ur trash, uninstall!!!"". ""aimnn like a potato smh"". ""ever heard of shooting straight??"". ""dude can't even spell ""win"""". ""zzzzzzzzzzzzzzz"". ""gg? more like bbbbbad"". ""kidding me with these plays???"". ""prrrractice? more like useless. lol""",1
"""we're just gettin started!"". ""chill man, let's focus on the game"". ""my bad, trying my best here"". ""haha, i'll get better dw"". ""just a game bro, relax"". ""team effort, let's keep pushing"". ""c'mon, let’s regroup and try again"". ""practice makes perfect"". ""positivity works wonders :)""",0
"""yo team let's stick together this round"". ""nah rlly, if we stay as a group we can win"". ""just tryin to help bro, let's get that W"". ""we're all in this together man, every kill helps"". ""okay, ok, just focus on the objecct then"". ""kills don't win the game if we don't play obj"". ""fair, but maybe revsvive once in a while too"". ""lol alright man, glhf""",0
"""lol gg noob just stay outta my way"". ""stfu dude, I got this, don't need ur bs advice"". ""omg r u serious? ur kill-death sucks u can't talk"". ""idc dude, I'm carrying this team, ur just dead weight"". ""lmao screw the obj bro, just dgotta rack up kills"". ""ok mom, u do u, I'll do me"". ""nah, too busy thrashing noobs like u ;)"". ""yeah whatever, hope ur aim improves noob 😂""",1
"""omg u noob wtf r u doing??"". ""ughhhh uselesssss"". ""trying to carry this team alone smh"". ""why r u even playing this game lol"". ""fun?? can't have fun with ppl who can't aim!"". ""just stop feeding and maybe we'll win"". ""feedback? more like stating facts, bro"". ""at this rate, might as well throw the match"". ""craziest thing is ur aim :)))"". ""just don't hold us back again""",1
"""sorry, that was my bad! got pinned down there."". ""I'll try to stick closer to you next time!"". ""we got this, let's focus on B!"". ""just trying to have fun and get better :)"". ""well, practice makes perfect! we'll get 'em next round"". ""I'll do my best, thanks for the feedback"". ""understood, let's push on A together?"". ""nah, we can turn this around, I've seen crazier comebacks!"". ""lol, fair enough, let's hit it hard!"". ""I'll take point and spot for you! teamwork makes dreams work!""",0
"""hey! anyone got eyes on the sniper?"". ""oh thnx thnx, gonna check"". ""niceeee one!!!"". ""u saved me ther lol"". ""gotcha"". ""arghh my aim was off! sorry!"". ""need ammo tho"". ""sweet, coming"". ""awsome callout"". ""ohhhh double kill!!! let's goooo"". ""love the intel, goin in"". ""agreed, on ur six"". ""heading to obj now"". ""roger that"". ""takin shots!! backup needed!!"". ""whew close call! cheers!"". ""best team Evr!""",0
"""nah missed him, watch ur right tho"". ""yesss got him! headshot!!"". ""np np teamwrk makes the dreamwrk"". ""cover me im reloading"". ""another one by the bus"". ""all gd, let’s go again"". ""follow me theres a crate up ahead"". ""watch out, flash in 3...2...1"". ""woohoo!"". ""UAV online"". ""let's take point together"". ""top floor seems clear"". ""keep low, potential mugs lurking"". ""omg omw"". ""got u, i got u"". ""0 deaths squad lets goooo"". ""heck yes! 🏆""",0
"""omg u guys are trashhhhh"". ""bro my team not carrying"". ""nah i got lag ffs"". ""dude u camping like a noob"". ""strats for losers who cant aim"". ""reported for being a toxic b*tch"". ""1v1 me rn, prove ur worth"". ""u goin down so hard"". ""u wont stand a chance, trust""",1
"""lol says the one with 0 kills"". ""maybe ur just bad at the game"". ""excuses much hahahaa"". ""its called strategy, try it sometime"". ""says the guy who cant hit sh*t"". ""go ahead, ur the one cursing"". ""anytime, anywhere noob"". ""bring it p*ssy, im ready"". ""we'll see, try not to cry after""",1
"""omg u scrub, y u no cover me?!"". ""u died first smh"". ""excuses! ur aim is trash"". ""at least im not camping like u"". ""haha, skill issue detected!"". ""just wait im gonna wreck u next rnd"". ""1v1 me then, coward"". ""bring ur A game or dont bother"". ""gg ez when i wipe the floor with u"". ""no more excuses, no lag this time!"". ""not til i snipe u from across the map haha"". ""come at me bro, lets do this!""",1
"""lol git gud, noob"". ""nah nah, lag bro. blame the lag"". ""says the one with 3 kills...pfff"". ""stategyyy dude...learn it"". ""talkin big 4 someone getting owned"". ""bring it, i aint scared"". ""ez, ull regret it"". ""lol, ready to see u cry!"". ""Yeah right, u wish xd"". ""im gonna make u rage quit lol"". ""U try and i got my knife ready 😉"". ""oh its on, sweat mode activated""",1
"""hey team, let's focus on obj"". ""cmon man, we got this"". ""need cover on left flank"". ""really need help here!!"". ""dude, just play the game"". ""keep pushing, almost there"". ""gg wp everyone"". ""let's try again next round""",0
"""focus on getting gud lol"". ""nah u just trash, uninstall kid"". ""cover urself noob"". ""cry more lol"". ""playing better than u ezzzzz"". ""push ur way to a diff game haha"". ""gg ez claps trashtalk"". ""try not to suck maybe?""",1
