messages,labels
stop feeding god you're an idiot. report this noob. what a trash game ,1
"gg, let's try to push mid. Careful, enemy missing from bot. Ward the jungle please. Nice job with that gank! We got this. ",0
ward the jungle. we got this. care for counter-gank mid,0
"afk farm? serious? uninstall dota bro, you’re trash. feeding like this all game. report and gg",1
gj on securing mid. nice bkb timing. ward bots please,0
"omg you guys are useless. stop dying, idiots. uninstall pls, trash players ",1
haha nice hook Pudge. ward deep next time. let's push this. gj!,0
good rotation top! we're playing well. push mid lane now. don't forget to ward our jungle. gg! ,0
stop feeding mid idiot. you're trash. learn to play the game noob. report sniper. why is our offlane afk? ,1
gj on the last fight! keep pressure on mid. ward jungle please. nice teamwork,0
can someone ward please? invoker missing mid. let's push bot. gg,0
"good job with that bkb timing. let's focus tower next. gg guys, that was fun",0
"fucking idiots, gg too easy for them. why feed always? afk jungler, report pls. noobs everywhere. idiot, go uninstall. stop playing, you suck.",1
"lol noob, stop dying. u idiot, u cost us the game. trash team report all",1
"bot needs help, stop feeding noobs. your trash plays ruining this game. report all afk",1
you're such a noob. delete dota pls. can't believe this trash team. report them all. ,1
"nice warding guys. let's defend mid. push bot after. good job team, we're doing great.  ",0
"mid is doing great, let's keep it up. care top, they're missing. gg, nice game. ",0
nice gank top. keep it up guys. let's rosh soon. care with bkb usage. gg,0
wtf is this team doing? noobs everywhere. report everyone. worst game ever. uninstall plz ,1
"nice play mid, let's keep this up. remember to ward the jungle. good push top, gg wp everyone! ",0
what are you doing noob? report your ugly feed. idiot keeps dying. you all are bad. awful game. such trash team.,1
"omw to help with the push. let's gank top, they're out of position. push mid after.",0
are you afk or what? this team is fucking useless.,1
"ward bot please. nice stun, luna! bkb soon. let's go rosh. gg wp guys! ",0
noob mid. can't even last hit. are you serious? you just fed him twice. useless player. report mid noob. ,1
careful in mid. stack the camp please. nice ult! gg all.,0
wow nice save top. let's push mid for the win. bkb ready. good work warding jungle. ggwp ,0
noobs everywhere. why you guys so bad. uninstall and never play dota again. ,1
"ward mid plz. let's gank top. care bot, enemy missing. gg team, wp",0
thanks for the save mid. gg wp team. ward their jungle next time. let's push bot now. care top they are missing. ,0
"trash team, why don't you just uninstall? noob invoker feeding again.",1
"let's rosh after this wave. bkb ready, we can fight mid. good job all",0
nice gank mid. let's go top next. good warding. keep pressure on them. gg,0
ward here please. slark nice escape. careful bot lane. gg wp guys.,0
gg wp everyone. nice teamplay. see you next game!,0
You all suck. What a garbage team. No map awareness. Why can't you do anything right?,1
"nice bkb, now let's push mid. great gank team. we got this. wp guys. ",0
what a bunch of noobs. you are all trash. how many times do we have to tell you to stop feeding? ,1
nice job team. let's push mid now. ward top please. care bottom. gg wp,0
"ward please. nice push mid. gj everyone, keep it up. let's win this. care bot, they are missing ",0
report this afk. you're so bad mid. fucking useless team ,1
"hey watch out mid, they're missing. gj on that tower. let's push bot together.",0
"gg team well played. Let's push mid. Care bot, no wards there. Nice gank!",0
"mid is open, gg. ward please. push top. nice gank team. care bot, they might rotate. well played all, gg. gonna rosh soon. gj.",0
great job on the gank. good ward placement. prevent their push. gg team. keep it tight.,0
no ward on map. useless team of noobs. you all fucking suck,1
wtf are you doing. open your eyes noob. stop feeding. i'm done with this shit,1
"Such a trash player, you can't even last hit. Why are you even playing this game?",1
let's gank mid. care on the river. good play invoker. ,0
"nice gank mid, guys. care top, they're rotating. push bot with me? need more wards pls. gg wp all",0
nice teamplay guys. we need to ward the river. omw mid to help. let's push bot after. gg wp,0
you fucking noobs are useless. going solo without wards. learn to play idiots,1
mid missing. ward top please. push bot when ready. gg. well played all,0
ward the jungle please. let's rosh. nice bkb timing,0
"this game is your fault magnus, useless garbage. can’t carry this trash team",1
"gj on that push top, let's go mid next. remember to keep wards up. nice plays guys, gg. ",0
"what's wrong with you? feeding invoker again? every game, report him. ",1
nice one mid. let's push top. care for gank. well played everyone. gg. wp,0
great ward placement top. let's gank mid. rosh in 2 min. gj team,0
are you blind? stop feeding top and help the team already. what a noob. report this trash for being afk. ,1
good stuff guys! bkb next. don't forget wards. ,0
"feed more, idiot. you're so bad. afk trash, report him",1
"gg guys wp. let's push top. i'll place a ward here. care mid, missing. omw bot for a gank. nice kill! ",0
"well played, bot lane. care mid now. let's defend high ground",0
"great bkb usage there. care for rosh, might be up soon. gj everyone. wp. let's end this. ",0
"good job team, wp. let's keep it up and take mid. don't forget to ward rosh area. we're doing great, gg. ",0
"great bkb usage. let’s push mid. gank jungle to help. care, they're missing. gg wp everyone",0
"top is clear, go push. careful bot. let's take rosh. wp guys. ward up for late game. bkb ready. gg.",0
"awesome bkb timing, jug. good job team. let's keep the pressure up. nice ward vision",0
"gg wp guys. nice teamfights. let's play again sometime, gl with mmr",0
rosh is up guys. push towers after. nice rotation mid,0
"lol nice steal, lion. let's get top tower. good job with the wards. gg next.",0
stop chasing kills. noob team. play objectives. you guys are so fucking dumb. can't carry this trash ,1
"you are such a noob. stop feeding idiot. learn to play, trash. report this afk. ",1
"you're a fking idiot, stop feeding mid. report him for trolling, total noob game ",1
"gg wp. let's group for final push. nice ulti there. careful top, they're missing. bkb up in 5 ",0
noobs everywhere. this is so easy. why am i always stuck with idiots. just ff and go next. ,1
"1. Great job team, keep it up. Let's ward the jungle and push mid. Nice play there. gg guys. ",0
"gj with the gank, team. i'll ward near rosh. let's push now. wp",0
"stop trolling and play the game. you are such a noob. why feed like that, idiot. report blue. ",1
"gg easy you noobs. uninstall DOTA, you're trash players. report for griefing.",1
good rotations void. let's gank top. ez game if we group and push. keep up the pressure. nice def mid.,0
let's gank top. need wards pls. gg wp. teamfight mid soon. nice dps from sniper. good communication guys,0
"8. Idiot mid, feeding again and again. You're a fucking noob! Report him for ruining the game. ",1
every game it's noobs like you. why do i even try. idiots going afk,1
gg wp team. care for the gank. nice ult lion. we should push top. get rosh after,0
report this feed noob. ur so trash. go afk idiot. big noob to team,1
great job guys! keep up the pressure. gg wp!,0
can't believe this team. play like trash. report everyone. ,1
"what are you doing idiot? go back and defend. noob pudge stop trying to carry. shit team, gg ez for them.",1
"stop picking stupid heroes, useless. you’re bad, no game sense. feeding like an idiot all match",1
nice play! let's go rosh. we can end this. careful for ganks top.,0
"nice last hit. care mid, they might gank. gg team, push top now! ward the jungle pls",0
"haha nice dodge. let's group up for a push. care tp response. mid is vulnerable. nice, let's finish this gg",0
why no one ganking. team pls learn how to play. lol this is trash. gg waste of time. report void afk feeding. ,1
"nice job on the gank. care top, they're missing. bkb soon. gg boys. ",0
"stop feeding mid, idiot. uninstall this game. you're making us lose, afk noob.",1
let's push bot. nice ult tide. gj team. bkb next fight ,0
"mid needs help, come gank now. nice rotation! pushing bot next. careful in jungle, i've got wards there. gg well played team. ",0
noob team can't win a lane. why did you leave me to farm solo? gg idiots. unsinstall pls ,1
"this is the worst team ever. why are you guys so bad. fucking noob offlane. report supports, zero wards. just afk now",1
"stop feeding and play safe, noob. report the idiot mid. trash player. i've had enough of this shit game.",1
"you fucking idiot, why go mid alone? team full of noobs. report and move on.",1
"learn to play the game. you're worthless. noob invoker, stop feeding",1
omw mid for rosh. great stun lion. let's push high ground. we can win this. gg wp team,0
"good job, lina. let's push mid. need wards there. awesome game guys, gg ",0
What are you doing mid noob. You're feeding. Report Invoker for being afk.,1
"this team is trash. report our offlane, afk in base. noob players everywhere. why do I have to play with idiots? ",1
"nice gank top, let's push tower. care mid, they're missing. we got this team. bkb soon, gg. ",0
nice plays. can we get some wards? careful bot lane. push mid. gg,0
why u all feed. learn to play idiot. typical noobs. report our mid. this is trash,1
"what the hell dude. you're such a noob. learn to play, idiot. report you all",1
"Nice play bottom! Let's take the tier 2 tower. Great job, keep it up team. Remember to place wards.",0
mid missing. let's push bot. nice one. care for gank. wp team. gg,0
"great job top lane! bkb next. care for rosh. ward up jungle please. wp everyone, gg. ",0
gj on the bkb luna. let's ward their jungle. push high ground now. we're doing great. keep it up.,0
"whoa, watch that gank mid. take rosh now. push lanes together! ",0
"nice gank top guys. gyrocopter is a problem, we need bkb. keep wards up. good fight. let's push mid. gg wp",0
"we can win, just group. good job on push. gg ",0
"ez mid guys, gg. i'll ward top in a sec. let's push bot together. care for their gank. nice save on rosh. ",0
missed my stun sorry. nice save there lich. bkb next team. gg wp. let's push top. care mid. ,0
why you leave? trash team. report afk. you're all idiots. noob mid can't play,1
"noob team, you make us lose. go afk if you want. so trash",1
"idiots, you can't play. all you do is feed. report and quit. ",1
"mid needs help. let’s push top after. care for the gank. nice plays guys, keep it up.",0
stop feeding noobs. can't carry this trash team. report the fucking afk. uninstall idiot. gg ez game ,1
"fucking noob team, can't do anything right. why are you all so bad? report",1
wtf are you doing? open your eyes idiot. can't you play? why are you even here? uninstall please,1
"afk base, gg noobs. why are you idiots even playing? report sf",1
"where is the team? i'm not carrying you noobs. this is why we lose, trash team. ",1
absolute idiots. this is why we lose. what a bunch of noobs,1
nice gank top. push push push! rosh now when they're down. great job guys,0
nice gank mid guys. let's ward jungle and push bot. great teamwork. gg wp everyone.,0
perfect chrono void. let's secure rosh. we got this guys. careful with their ganks. so close to winning.,0
"care bot, we need more wards there. nice teamwork folks. let's finish strong",0
ward mid please. nice gank bot. let's push top. care invoker missing. gg wp everyone. ,0
afk jungle? are you kidding me? we lost because of you. game is trash with players like you,1
stop feeding noob. report this idiot. uninstall the game. trash team,1
noob team. can't believe this shit. you all are useless. ,1
"nice gank top, let’s push. rosh soon guys? care bot! gj! ",0
"push mid now guys. nice ward placement. care top. gj team, rosh soon. gg",0
"why feed mid like that? idiot. uninstall dota pls. report this noob next game. come on, this is trash. ",1
"you all suck, just go afk and uninstall. can't win with idiots like you.",1
this team is trash. you're all noobs. can't carry this. report everyone.,1
wow you guys are so bad. feeding every lane. gg ez for the enemy.,1
wp team! let's push mid now. care for their gank attempts. bkb ready,0
stop being afk noob. do something you idiot. report. such trash,1
nice gank mid. gj securing rosh. we can push high ground now. let's ward their jungle,0
stop feeding you noob. report him. learn to play idiot.,1
"let's focus on objectives. nice job with the wards. i'll tp bot to help. bkb ready, let's go! ",0
nice clutch save on bot. let's push top now. gg well played everyone,0
go mid and help noobs. can't you see I'm getting ganked? report this trash team. ,1
"mid is missing, be careful. can we get a ward at river? push the lanes when you can. playing really well, team! gg. ",0
seriously idiot stop feeding. you're fucking garbage at this game. report him,1
nice ult lina. wp team. push mid now. gg wp,0
noob team where's the help? idiot feed more. this game is so easy against u trash,1
"gg wp awesome game guys. care mid lane push. nice support lion, great wards.",0
"nice, good push top. we need sentries mid, care for gank. gj team, gg",0
"noob team, can't even gank properly. how are you so bad",1
let's push mid hard. watch out for smoke gank. nice ult sf! gg wp team. ward up guys,0
keep pressure on bot. rosh is up soon. great job team. gg,0
why am i stuck with these noobs. bkb and u still die. report afk. just quit,1
"you idiots, uninstall the game. fucking noobs every where. stop being useless feeders",1
"you’re such a noob, learn to play ur hero. stop feeding invoker. report this idiot. wtf are you doing?",1
"fucking noob phantom assassin, you can't carry shit ",1
"wp guys! let's push top together now. care mid, they're missing. great job team",0
"that was a close one, gj team! time to go mid and push. care for ganks, gg",0
"let's contest rosh, I have bkb ready. care for their ss. great job team, gg! ",0
trash team. report pudge. can't carry you noobs ,1
"omw to gank. nice ulti. let's take mid tower. well played, gg team",0
stop feeding noob. omg idiot go afk. report this trash. why do i get these teams,1
"let's gank bot now. nice bkb timing! we can push after this fight, guys. keep up the good work. ",0
you call this a team? so much feed. why even play if you can't?,1
"watch tower top, bkb ready. gg well played everyone, we can win this.",0
"this is so fucking dumb, can't believe I'm stuck with you noobs. report all, trash team",1
"gj on the kill, let's rosh now. we got this, keep up the good work. well played team.",0
your picks are trash. can't believe this game. what a bunch of idiots. report pugna.,1
omg stop feeding. why are you so bad. report slark for afk. idiot mid,1
mid needs gank. nice ward top. let's push bot. gg team.,0
"can we get some wards up pls? nice dodge there, lc. mid push and we can win this. gg",0
mid missing. care top. nice gank guys. gg. let's push mid,0
"nice, gj team. we need to ward the rosh pit. let's push mid and end this. gg wp",0
"you noob, learn to play. stop feeding mid idiot. report this afk invoker",1
nice job team. let's push mid. care bot! ward near rosh please. gg wp everyone,0
"wtf were you thinking? worst play ever, noob. stop dying idiot. report for griefing this game",1
"what are you doing? stop going alone and feeding! such an idiot, costing us the game.",1
omw mid for gank. let's take rosh. nice bkb timing. care bot. gg,0
"bkb and push mid, we got this. watch out for that clinkz, he’s sneaky. gg wp team",0
no wards all game. reported. you feed top again,1
"dota idiots, why no wards? uggh mid is trash, idiot mid can't even deny creeps",1
well played team. let's contest mid. great job jugger. ggwp everyone,0
stupid catapult doesn't know how to last hit. total trash player. report this dude. ,1
"keep it up guys. rosh in 5, then push top. nice teamwork. let's go gg. ",0
"can we get vision on rosh? care top, they're missing from the map. good job team. ",0
why the fuck are you feeding mid? just go afk noob. report this idiot pls. trash game,1
"noob move mid, gg. why u feed? report this idiot. such trash players. stop going afk dude. ",1
"you're an idiot, stop going solo and dying. what's wrong with you? we're losing because of your stupid plays. ",1
"noob team, why push without vision? report this feeder. stop feeding idiot. why everyone so trash? afk game, you all suck.",1
"stop playing dota if you can't even hold your lane. you're absolute trash, man",1
"what is pugna doing? afk again? useless, report him. gg but trash team",1
push top now. nice ward placements. gg wp,0
lol your invoker is trash. stop dying you idiot. no help at all.,1
"no vision top, need a ward. nice save there. push now, they're down.",0
"great job mid. let's hold high ground and defend. amazing comeback, gg wp. well played team!",0
lol you all are such trash. why is no one helping mid? report this afk noob pls.,1
ward the river please. care bot they're missing. bkb next item.,0
afk farming the jungle again? useless noob. why feed mid and top? report this idiot,1
are you blind or just stupid? stop feeding idiot. afk reported. pls dont pick that hero again. learn how to play. ,1
"pushing mid, let’s go guys. ward bot please. gg well played team. ",0
nice job team. let's push mid together. need more wards on the map. gg wp everyone. ,0
excellent teamwork. let's push mid. nice rotations. gg. see you next game,0
nice steal on rosh. well played bot. great defense at mid. let’s group for a push on top. gg guys ,0
"great job on that bkb timing. we need more wards. let's go for ganks. mid needs help, omw",0
"let's set up some wards and control the map. push bot after we take top. bkb ready, let's fight! gj everyone.",0
"stop diving solo you noob. fucking idiot, you’re throwing the game",1
"y all feeding? stop dying pls. noob team, go uninstall. report plz. ",1
well played slark. need to ward rosh. push bot after we get aegis. good job team. almost have my bkb. ,0
"dota is full of noobs like you. learn to play or quit the game, idiots.",1
afk jungle while we fight. useless! no wonder we lose. report this guy ,1
excellent rotations guys. nice bkb usage. let's secure the top tier 2. gg. push mid hard. ward their jungle.,0
noob team. why u so bad? report all. i'm done,1
"6. Nice hook, Pudge! Let's gank bot next. Push after this fight, we're doing great. WP. ",0
"hey watch for rosh. let's push mid. we got this. nice stun, gj. care, they're all up",0
report this feeder. you're such an idiot. noob team. uninstall game please. ffs gg. ,1
bunch of noobs. what the hell are you doing? get out of my game.,1
bounty rune is up soon. let's secure it. gj on the last fight guys. care for the missing clinkz,0
noob stop feeding. what are you doing bot? uninstall dota please,1
report purple for feeding. stop playing dota if you're this bad dude. so sick of noobs like you. ,1
"great job bot lane, keep it up. reminder to ward please. ",0
"idiot teammates, can't even defend a tier 1. you're all trash, report please",1
stop dying on purpose idiot. report this feeder. ,1
"gonna stack ancients. nice save bot, gj! let's secure rosh. gg well played mates. ",0
idiots. can't even play properly. uninstall and leave,1
"careful bot, they're coming to gank. nice kill. let's push now",0
"fuck you, noob. learn to play mid, idiot. gg report all. what a joke.",1
"are you serious? stop feeding. noob team, can't do anything right. gg ez, not even a challenge ",1
noob team. can't even last hit. fucking idiots everywhere. learn how to play please,1
"awesome initiation, slark. let's bait them top. care for potential ganks. team fight well played. gg wp. ",0
good job getting rosh. push mid now. care for ganks guys. buy wards please. nice comeback! ,0
"nice kill top, gj team. let's push mid now. care for gank bot. need more wards. good job everyone, gg. ",0
"bot pushed, focus mid now. let's secure aegis. wp everyone, finish it. ",0
"1. Let's push mid and take the tower. Nice ward, by the way. Careful, bot missing. GG WP everyone. ",0
"mid fed again, uninstall please. worst player ever. report and move on.",1
"who picked this trash hero? my team is full of idiots. noob mid, can't carry. better luck next game, losers. ",1
"seriously, do you know how to play dota or what? can't believe this trash team. report everyone. ",1
omw to mid. watch out for ganks. we need more wards. good push. gg wp ,0
"can someone ward please. nice job taking rosh. push mid after wards. gj guys, keep it up. wp gg",0
noob team. you all fucking suck. report everyone. ,1
why is nobody mid? you're all noobs. feeding so hard.,1
well played team. gg. let's push top. omw mid,0
"Nice job on that Rosh fight, guys. We need to ward the jungle more. Remember to keep the lanes pushed.",0
"fucking idiots everywhere, no wards no ganks. trash team, stop being afk. report all.",1
let's go top. good warding. nice push mid. keep it up. gg wp,0
report mid feeding like an idiot. you are all trash. gg ez game for them,1
stop feeding pugna. can't carry this shit team. you're all trash. report invoker. uninstall please,1
nice one jugger! let's go rosh now. we can push mid after,0
omg you guys are so bad. fucking noobs can't even defend. report invoker. waste of time. ,1
"great plays mid. let's keep the pressure. ward their jungle for vision. gg, see you next game ",0
let's push bot hard. we need vision around their jungle. great job team,0
"stop feeding you moron. afk jungle? report this idiot. noob, uninstall please. ",1
stupid support. buy wards. stop feeding. trash team. gg for them. ,1
noob mid feed more. gg ez noobs. stop playing you idiots ,1
this troll is useless. why are you even playing. report this feeder,1
afk again? fuck this game. your fault for losing mid. report and delete dota,1
ward mid plz. we can rosh after. gg. nice job bot. care top ,0
"nice tp drow, let's gank top. omw with bkb. gg nice save. wp guys.",0
"awesome save there, nice ult. let's keep pressure on mid. we'll win this. gg wp everyone! ",0
gg ez game. you all suck. go back to tutorial. ,1
"idiot, uninstall now. reported for afk. trash team. can't carry this shit",1
"lol, can't believe you missed that stun, trash. learn to play or quit dota",1
you're so bad. why feed like an idiot. fucking noob. ,1
"7. Nice stun! Let's push high ground. Great teamwork, ward up and finish strong. gg wp! ",0
"bkb ready. let's push mid. good warding, keep it up team. gg ",0
stop going solo mid you idiot. you're feeding their carry. reporting you dumbass.,1
"stupid noob, uninstall dota. stop feeding, you idiot. just afk already. ",1
you guys need to stop feeding. what the fuck was that mid play? report him. you're all trash. ,1
great come back team. let's smoke gank top. good warding. time to get rosh. gg guys ,0
omg you all suck so hard. noob players everywhere. uninstall. ,1
"team, can we ward more pls? mid, care for gank. nice job bot! ",0
are you serious? stop feeding noob. report this idiot. useless trash,1
stop dying noob. report this idiot. you're trash. play safe ffs. afk again?,1
"wtf are you doing? stop dying and play better, noob team",1
gj guys. let's finish rosh and push. ward here please. well played! ,0
"careful bot, enemy missing. ward top, let's push. nice kill. we got this team, gg. ",0
gank mid soon. nice ward. let's push bot. gg team,0
nice ulti enigma. keep pressure on mid. gg guys. let's rosh after this. great game everyone,0
"nice defense on high ground. let's rush rosh, then we push. wp team, really good game. gg. ",0
"ward up mid pls. bkb ready, let’s push. great job on that gank. stick together team. careful in jungle. gg wp everybody. ",0
"nice gank mid, let's push. ward river please. gj guys, keep it up! gg wp. ready for rosh? ",0
wtf are you doing? so trash. play bot better or feed,1
stop feeding noob. this is so stupid. you are all trash. uninstall please. idiots everywhere.,1
omg stop feeding. u guys r hopeless. uninstall dota. this team is full of noobs,1
gj with the warding bot. can we rosh now? push mid after. gg well played. ,0
"where's the gank, idiots? you're all trash, report bot for feeding. this team is a joke.",1
uninstall pls. what are you doing? learn to play drow or dont pick. ,1
why do you always die idiot. stop going solo and feeding. team full of noobs. this is a loss.,1
"care top, missing pudge. nice bkb timing. push push push. gg wp team! ",0
noob sniper stop feeding. wtf are you doing? report him for afk. idiot team can't even gank. trash,1
"noob, you call that playing support? report shadow shaman. pathetic. ",1
"gg guys, let's ward the river. care top, missing mid. let's push bot after rosh. wp, we're doing great! ",0
can you please ward the jungle. nice gank top. let's take rosh. don't forget to push. gg wp ,0
"ward the jungle please. gj with the last fight. let's finish this now, gg",0
can't believe how bad you all are. fucking noobs. just fucking quit,1
"what are you doing mid? stop feeding noob. report lion, he's useless. go afk idiot.",1
"omg u r so bad, why play this game? report invoker, feeding again. noob team",1
gg wp lads. let's keep the pressure mid. awesome fight earlier. care their jungle,0
good job on the kill. let's keep the pressure on mid. ward the jungle please. gg,0
"bot care dragon knight. need wards at rosh. gg, nice push mid. well played team.",0
"lol wtf are you doing afk? you guys are useless, feeding like idiots. report this noob team. ",1
"nice stun lion, let's follow up on that. keep the wards up, we got map control. gg",0
lol this team's a joke. learn to play idiots. no wonder you're losing every game. uninstall now. gg los ,1
"ugh, this AFK idiot ruins everything. it's like playing 4v5. ",1
gg wp. mid coming bot. excellent gank idea. ward river please. we can push high ground now. nice save.,0
"noob stop dying. do you even know how to play this hero? you're so bad, just quit. idk how we can win with you feeding. report this trash. ",1
you're so trash at this game noob. can you do anything right?,1
you guys are such idiots. no teamwork at all. report the fucking noob. wasted time. gg ,1
nice stun pudge. let's push mid after rosh. ward the jungle please. gg wp team,0
"careful bot, they're setting up gank. omw mid. nice ward placement. let's push high ground. well played everybody",0
"Ward the river please. Nice push on bot, Dragon Knight. Let's keep the pressure on mid.",0
"nice gank bot, great shackle. let's push top next. remember to ward high ground, thx. gg",0
"rosh is up, let's go team. i'll ward the river. care mid, gank incoming. gg wp everyone.",0
stupid noob mid. you suck. learn to play dog,1
let's go rosh. omw mid. great team fight. wp all. i’ll buy wards this time,0
"amazing plays team. omw to mid, let's push. ward rosh please. gg wp. ",0
why are you feeding idiot? we lose because of you. report this fool,1
great job in that fight. keep up the pressure. go for rosh while they're down. good teamwork. wp let's push now ,0
"nice bkb usage, lol. why are you even playing? you keep dying like an idiot. report this guy. ",1
"can't believe you guys, this is so easy. you all trash. why you even play dota?",1
nice one! keep pushing mid. I'll ward rosh pit,0
"stop going solo, you idiot. feeding every time. report for afk. useless team.",1
"you’re afk farming again. you useless piece of trash. report for sure, it’s a lost game now",1
nice steal on rosh. gj pudge with the hook. let's push mid and end. gg,0
"noob alch, can't carry shit. report pls. stop feeding idiot. trash game ",1
gj taking rosh. we can end now. keep up the pressure.,0
"come on guys, focus. we can win this. nice gank bottom. push top next",0
ward pls going top. care for gank mid. gg,0
"pudge mid, let's do this. care bot, they are ganking. nice wards dude. gg wp. ",0
"hey void, omw bot. let's gank top next. care for invoker mid. wp team",0
mid missing. nice ward top. gg guys. group and push mid. wp team. someone take rosh. care bot. let's finish this fast! ,0
this invoker noob just ruins game. fucking idiot doesn't know how to play,1
"idiot offlane, why u so useless? trash team, we can't win with this. feed more pls. ",1
careful at rosh guys. let's push bot together. wp on that fight slark. gg.,0
"my god, what a team of noobs. you guys are fucking terrible, report all.",1
why you so bad? don't ever play dota again. useless team feed all game. ffs,1
"care mid, enemy missing. let's take that bot tower next. nice steal, gg.",0
stop dying noob. buy wards idiot. report this game,1
"great rotations everyone, let's take the tower. careful mid, they're moving top. secure rosh and it's gg. good teamwork! ",0
"why feed so much? stop going solo, noob. you're useless this game. focus!",1
are you blind?! why go alone?! trash team,1
ward jungle. pushing bot now. well played invoker. good team fight control,0
"nice gank mid guys. i'll bkb next. care top, i'll ward later. gg wp. push bot when ready",0
lol gg ez. you're all noobs. can't believe you guys feed so much. report you all idiots,1
"stop blaming others, you're the noob. go play a bot match or something",1
"fuck off noobs, learn to play. report him he's a fucking idiot.",1
stop feeding and go afk. you're a trash player. report this noob,1
nice deny. anyone needs courier? let's win this. good job team,0
stop going afk moron. you're such a noob. report teal feeding again,1
"stop feeding you noob. report this idiot. my team is trash, what are you doing?",1
"top is pushing. care for ganks. we're leading, let's end it now, gg friends. ",0
"you're all noobs, stop feeding. fucking idiots, it's your fault we're losing. uninstall dota, afk losers. ",1
"careful slark, they're coming. nice one team. let's finish now",0
"let's gank top after we win mid. well played, let's finish it! ",0
"alright guys, focus on objectives. ward vision is crucial. mid need help, omw there. good job bot, well played!",0
stop feeding noobs. literally useless. learn to play. gj throwing. reported all!,1
3. You noobs are throwing the game. What the hell was that mid feed? Report this idiot. ,1
"hey team, let's ward their jungle and push top. nice one clinkz. gg well played.",0
"3. Care bot, they might gank. Awesome save with the chrono, void. Let's push mid now. wp! ",0
"afk farming jungles while we fight, are you serious? feed more idiots ",1
"6. Noob support, you're so useless. We're losing because of you. Stop feeding and do something. Report this idiot. ",1
"mid is missing. care top, they're coming. let's push bot. gg wp. nice warding. ",0
another noob feeding. you all are idiots. just uninstall dota,1
gj warding. let's push bot now. gg! great game guys,0
amazing play top. we should push now. great save with the chrono. ward the jungle. gg wp,0
"We can gank top after I get my bkb. Nice one, let's push tower. Care mid. Watch out for their Pudge hook.",0
"nice gank mid guys. rosh is up soon, care bot. we should push top next. gg wp",0
"another day, another bunch of idiots. nice feed noob. ur all trash. report all",1
"drow, awesome silence. good save. we can push bot now. let's do this, gg ",0
seriously? learn to play or just quit. you're trash man. ,1
"care mid missing. nice one top, gj. let's rosh and push high ground. well played",0
"noob team, i'm going afk. report this idiot. lost game already. feed more, why don't you.",1
omg stop feeding. you're all trash. report all of you,1
"let's smoke and gank bot, care mid. well played in that fight, keep it up",0
careful with that dive top. need more farm. ward please. gg,0
"you’re useless, stop feeding. why do i always get these noob teammates?! report slark.",1
"well played team, let's keep up the pressure. remember to ward and watch for invis heroes. gg wp all. ",0
thanks for the help bot. nice ults. let's focus on objectives. careful with the gank setups. we got this! gg ,0
"well played, let's push more. careful with their carry. ward up jungle. nice defense",0
gz on the win. that was fun. let's keep it up next match. i'll put a ward bot. wp gg,0
good job team. let's focus rosh now. ward high ground. gg wp,0
"nice stack in jungle. I'll gank mid next wave. Well played, team. Let's push bot tower. gg guys! ",0
"amazing stun by slardar. let's go top for a gank. we need more wards, good job team",0
