messages,labels
gg wp team! that was close,0
"you retard, learn to play",1
omg our pugna is amazing,0
fucking stupid noob team,1
"easy win guys, nice job",0
why the fuck are you so dumb,1
"hahaha that was fun, gg",0
noob russian ruin game,1
"well played, let's do it again!",0
"gg wp team, well played!",0
you guys are fucking useless,1
haha that was a fun match!,0
learn to play noob,1
"great teamwork, thanks everyone",0
why u feeding dumbass,1
we did it! nice win!,0
go back to school idiot,1
"close game, well done all",0
fucking retard noob team,1
"gg wp team, nice game!",0
"You fucking noob, uninstall lol",1
hahaha ez win guys,0
"Learn to play, you idiot",1
"gj everyone, well played",0
wtf are u doing noob?,1
"easy game, gg",0
"stop feeding, dumbass",1
"nice save, you're amazing!",0
report this fucking troll,1
gg wp everyone,0
you fucking noob,1
haha nice game,0
fuck this shit team,1
easy win boys,0
retard play mid,1
lol u tried,0
report this idiot,1
well played team,0
your team sucks,1
gg wp guys,0
why u so dumb?,1
easy game haha,0
pudge save us next time,0
you fuckin retard,1
report him pls,0
lol u noobs,1
haha we won guys,0
fucking russian noob,1
"nice teamplay, ty",0
"gg wp, nice teamplay!",0
"you fucking noob, learn game",1
haha that was an awesome fight,0
stop feeding retard,1
"easy win guys, good job",0
report this idiot please,1
"well played everyone, gg",0
you're such a fucking idiot,1
"thanks for the game, had fun",0
"lol you're useless, uninstall",1
"gg wp team, well played",0
"you noob, uninstall dota",1
haha nice game everybody,0
"fucking retard, learn to play",1
lol that was an easy win,0
why you feed all game?,1
gg is my favorite word,0
fuck this russian team,1
"great match, cya next time",0
"idk what you were doing, idiot",1
afk farming gg wp,0
why u so stupid?,1
gg was a fun game,0
you fuckin noob lol,1
hahaha nice play guys,0
report this retard,1
"easy win, team rocks!",0
ur such a dumbass,1
"what a game, loved it",0
fucking idiots all game,1
gg easy game guys,0
you fucking retard noob,1
haha nice play!,0
fucking useless team,1
lol wp everyone,0
report that idiot pls,1
haha that was a fun match,0
you suck so bad,1
"good job team, wp",0
go afk noob,1
gg wp team,0
wtf u retard!,1
haha ez game,0
you fucking suck at this,1
nice play guys,0
damn ur useless noob,1
let's push mid now,0
you're such a loser,1
what a comeback xD,0
get outta here idiot,1
gg easy win guys,0
fcking noob team lol,1
haha we got this boys,0
y u so dumb man?,1
"wp team, epic match!",0
idiot feeder rq now,1
lol this game is fun,0
stop feeding u retard,1
nice moves invoker!,0
report this toxic kid,1
"gg wp team, nice plays",0
"fuck this game, my team sucks",1
"haha, that was easy",0
"you fucking idiot, learn to play",1
"noob mid, report him pls",1
"good job, we did it!",0
stop feeding u retard!,1
"lol, nice try guys",0
"wtf are you doing, idiot",1
let's push mid and finish,0
gg wp guys!,0
"wtf are you doing, retard",1
haha nice play,0
"you're all useless, learn dota",1
easy game ez life,0
can you stop feeding?,0
fucking noobs on my team,1
"good game, well played!",0
mid feed more pls idiot,1
"lol that was fun, gg",0
"gg wp team, well played",0
wtf are you doing noob,1
haha that was a fun match!,0
"can u stop feeding, idiot?",1
"ez game, nice teamwork guys",0
report the retard pls,1
"lol you guys rock, gg",0
fucking russian noob team,1
"nice plays there, gg",0
u fucking dumbass learn dota,1
gg easy game,0
fucking noob team wtf,1
haha nice play guys,0
"you suck, uninstall",1
report them pls,0
lol this game is fun,0
stop feeding idiot,1
gg wp everyone,0
mid is a retard,1
hahaha we won!,0
gg easy game lol,0
wtf you retard,1
haha wp team!,0
you guys are noob,1
let's win this,0
wow that was dumb,1
keep it going nice,0
why u so toxic dude,1
great push mid,0
you're fucking useless,1
"gg wp guys, well played",0
haha u guys r so easy,1
"yo team, lets group up in mid",0
"omg fuckin retard, what's wrong with you",1
"nice ulti bro, saved the game",0
stop feeding u noob,1
"we can still win this, just focus",0
lol this team is such fail,1
"good job carry, keep it up",0
"fucking idiots, learn how to play",1
"gg ez, nice game guys",0
bro why you so dumb?,1
"easy win, wp team",0
you're fucking garbage,1
hahaha we got them,0
play better or uninstall pls,1
lol good job mid,0
what a stupid noob lmao,1
"we got this, push mid!",0
ha you guys suck noobs,1
"gg wp team, well played!",0
omg you guys are fucking noobs,1
haha that was a fun game,0
"fuck this game, idiots everywhere",1
"easy win, let's go next",0
"you're all shit, uninstall dota",1
hahaha nice try everyone,0
"what a retard, report him",1
"wp guys, see you next match",0
fucking russians ruin everything,1
gg ez game lol,0
honestly youre trash,1
nice plays team,0
noob stop feeding,1
well played gg,0
fucking retard team,1
haha gg wp guys,0
what a dumb move lol,1
"wp all, fun game",0
this noob pisses me off,1
easy game lol gg,0
"yo, stop feeding noob",1
gg wp team!,0
report this dumb f,1
haha that was fun,0
nice save dude gg,0
fucking russian retard,1
well played everyone,0
you guys are trash,1
let's go next game,0
gg wp guys,0
lol u r so bad,1
"wp team, that was fun",0
fking noobs everywhere,1
nice plays mid gg,0
can u stop feeding pls?,0
you're all useless idiots,1
"haha gg, well played",0
report this retard asap,1
"great game, well done team",0
gg ez game guys!,0
"wtf you noob, learn to play",1
great teamplay everyone :),0
"stop feeding, retard",1
"well played all, wp",0
you're all fucking idiots,1
haha we crushed them!,0
fucking russian trash team,1
"let's go team, we've got this",0
"stupid noob, uninstall dota",1
smooth moves team gg,0
"you fucking noob, uninstall",1
"haha nice play, wp",0
report this retard please,1
lol u mad bro?,0
stop feeding u dumbass,1
"easy game, well played",0
"you are all idiots, omg",1
gg carry did great,0
"idiot mid, lost us game",1
gg wp team,0
u guys r so bad lol,1
well played everyone,0
fuckin noob team,1
"nice game, let's queue again",0
stop feeding u retard,1
haha ez win ggs,0
wtf r u doing idiot?,1
"wp, we can do even better next time!",0
how are u so fkin dumb,1
"gg wp, fun game guys",0
noob mid feeding again,1
haha u guys play well,0
you're fucking trash lol,1
why u focus void lol,0
this invoker too dumb,1
"nice support, saved me",0
go play tetris noob,1
thanks for heals dude,0
stfu and uninstall,1
"gg wp team, nice game!",0
fking idiot go uninstall,1
"easy win, u guys r great",0
report that dude plz,0
learn to play noob,1
"haha, nice try invoker!",0
wtf are u doing retard,1
"well played, lets queue again",0
ur such a dumbass lol,1
good luck next match team!,0
gg easy game,0
wtf you retard,1
hahaha good job guys,0
stop feeding noob,1
we got this team,0
noob go uninstall,1
haha that was fun,0
you dumb idiot,1
nice play dude,0
fucking russian trash,1
wth u doin haha gg,0
omg this game is easy,0
you noob just uninstall lol,1
gg wp team you rock,0
stop feeding you dumbass,1
great game everyone let's go,0
report this retard pls,1
hahaha nice play guys,0
ur such a fucking noob,1
lol just farm you'll be fine,0
gg wp guys,0
"you fucking noob, uninstall game",1
haha easy win,0
the way you play is retard,1
"what a comeback, good job team",0
"fuck you, learn to play",1
lol this match was fun,0
russians always ruin the game,1
nice strategy guys,0
"stupid idiot, you lost us the game",1
"gg wp, nice game",0
fuck off u noob,1
well played team,0
you fucking retard,1
haha we won!,0
go mid or feed idiot,1
easy peasy game,0
you suck so much,1
amazing gg guys,0
just uninstall dota noob,1
gg wp team!,0
"you fucking noob, uninstall",1
haha nice play invoker,0
retard feeding again,1
"we got this, just play safe",0
lol you guys suck so hard,1
easy win lads,0
"you piece of shit, report asap",1
nice teamwork everyone,0
fucking useless idiot,1
haha gg ez game,0
u fucking retard,1
nice play team,0
fucking noob go die,1
lol good game,0
you are shit,1
well played guys,0
dumb ass learn dota,1
ggwp everyone,0
stop feeding idiot,1
gg easy game guys,0
"hah that was a fun match, ty team",0
get rekt noob lmao,1
"yo stop feeding, play safe pls",0
"fucking idiot, stop diving",1
"wp, let's keep it up!",0
"u suck, why even play",1
haha nice move pudge,0
gg you guys are trash,1
"keep it up mid, we got this",0
gg ez game guys,0
wtf team u all retard?,1
hahaha nice try!,0
can we report this noob pls?,1
amazing play well done!,0
this dumbass pugna so bad,1
lol you guys rock,0
fucking idiot mid feeder,1
good game everyone!,0
stop fucking feeding faggot,1
"gg wp team, well played!",0
u guys r just fuckin noobs,1
"haha nice job on the mid, u rock!",0
"wtf r u doing, playing like a dumbass",1
"this game is so much fun, love it!",0
"u fucking retard, uninstall dota",1
"lol that was a crazy comeback, gg",0
stop feeding like a damn idiot,1
"good teamwork, we got this!",0
"fucking russian trash, learn to play",1
gg wp team!,0
wow easy win guys haha,0
yo stop feeding noob,1
"nice play mid, like a pro",0
"why u so bad, idiot?",1
"haha we got this, push",0
can u not be useless pls,1
"good game, let's queue again",0
"report this toxic kid, omg",0
"u fucking retard, uninstall",1
"gg wp team, well played!",0
"stop feeding, fuckin noob",1
"hahaha, that was funny af",0
why r u so bad? lol,1
let's push mid n win this,0
"u dumb fuck, uninstall plz",1
haha gg this game is easy,0
"you suck, go play bots kid",1
"nice support, ty for wards",0
"retard team, i quit this",1
gg wp team!,0
you fucking noob!,1
nice play invoker :D,0
report this retard,1
haha that was fun lol,0
why u so dumb?,1
ez game ez life,0
fucking piece of shit,1
"gj guys, we did it!",0
"stop feeding, idiot",1
gg wp team,0
shut up u fucking noob,1
"nice play dude, carry won it",0
you all are fucking dumbasses,1
this game is so fun haha,0
"retard mid, lost us the game",1
"well played pugna, good job",0
why are you so fucking useless,1
"hahaha, ez game guys",0
"go die in a hole, idiot",1
gg wp team!,0
noob go play minecraft,1
haha you guys are funny,0
"you fucking retard, uninstall",1
"well played, nice comeback",0
what is this shit play?,1
good job with the push!,0
fucking russian noob team,1
lol that was an epic save,0
your mother is a idiot,1
gg wp team!,0
you fucking noob,1
haha nice game guys,0
"stop feeding, idiot",1
we can win this,0
why u so dumb,1
lol ez game,0
go mid or feed,1
good job! keep it up,0
fucking russian trash,1
"gg wp, nice game",0
You're a fucking noob,1
haha that was close!,0
"retard team, uninstall plz",1
"easy win guys, good job",0
noob russian feeder,1
lol you guys are funny,0
"stop feeding, you dumbass",1
"gg, let's play again",0
wtf are you doing idiot,1
gg ez game bois,0
wtf u fucking noob,1
"nice play team, wp",0
"you stupid idiot, uninstall",1
"haha gg guys, fun match",0
"fking retard, learn dota",1
lol u guys r great :),0
report this fking feeder,1
"well played, see u next",0
"u r dumb, play bot games",1
gg wp team,0
u such a retard man,1
nice play ez game,0
fuck this shit team,1
well played guys,0
u fucking noob lol,1
awesome dota match,0
go fuck urself idiot,1
hahaha gg bro,0
ur a dumbass,1
lol gg wp guys,0
wtf u doing u retard,1
nice play invoker :),0
fking noob team,1
haha that game was easy,0
stop feeding u dumbass,1
we got this boys!,0
report that idiot plz,1
gg well played all,0
u guys are the worst ffs,1
gg wp team!,0
you guys are retards,1
haha gg ez game,0
stop feeding you idiot,1
nice play on mid!,0
fucking noob stop feeding,1
haha you guys play well,0
report that useless idiot,1
gg you played well,0
"learn to play dota, faggot",1
gg ez game bois!,0
"fcking noob team, report all",1
"haha wp guys, fun match",0
"you suck, uninstall dota",1
"stay positive, we can still win",0
wtf this pugna is so dumb,1
lol gg next time better luck,0
"retard feeding again, nice",1
"solid plays, gg wp everyone",0
motherfkr learn to play,1
"gg wp, nice teamwork!",0
you such an idiot for feeding!,1
"haha that was hilarious, gg!",0
stop being a noob and learn to play,1
"easy win boys, well played",0
"fucking retard, what were u thinking?",1
"lol good game, let's queue again",0
"yo, why u afk noob?",1
"great job team, keep it up!",0
you're a piece of shit player,1
gg wp team!,0
"you fucking idiot, report!",1
haha nice play guys!,0
wtf are u doing noob?,1
easy game easy life!,0
"u suck, go afk",1
lol gg good vibes,0
ur all a bunch of retards,1
"great support, ty!",0
get rekt morons,1
"I'm done, gg wp",0
you all fucking suck lol,1
nice team play guys,0
stop feeding idiot,1
gg you did great,0
retard noob trash game,1
awesome save at the end!,0
report this fucking moron,1
haha close game gg,0
get gud stupid russian,1
gg ez game,0
you guys are such noobs lol,1
well played team!,0
"fucking idiots, learn to play",1
"haha that was fun, gg",0
"stop feeding, retard",1
nice teamwork guys :),0
fuck off you dumbass,1
"let's push mid, we got this!",0
you're a useless piece of shit,1
gg wp team,0
u fuckin noob,1
hahaha nice play,0
wtf r u doing?,1
the game is fun!,0
ur all retards,1
pls focus guys,0
shut up idiot,1
easy win boys,0
fuck this team,1
gg wp guys,0
you fucking noob,1
haha easy game,0
why u so dumb?,1
nice play team,0
the game is ours,0
learn to play idiot,1
hahaha gg everyone,0
stop feeding retard,1
love this dota match,0
ggez wp guys,0
wtf you doing retard?,1
nice play team let's push mid,0
your dota skills suck lol,1
gotta love the russian noobs,1
we can still win this game!,0
stop feeding moron,1
haha that was so easy,0
u fucking kidding me?,1
gg well played all,0
"gg wp team, well played!",0
"you fucking noob, go uninstall",1
"haha that was a fun game, thx",0
stop feeding you idiot,1
"ez mid, nice job guys",0
what the fuck are you doing?,1
"solid plays there, gg",0
"fucking retard, learn to play",1
"good game, let's queue again",0
"this is fucking bullshit, report him",1
gg wp team!!,0
fucking noob feeder,1
"nice play guys, well done",0
u are such an idiot,1
that was a fun game haha,0
u retard! go mid,1
"easy win, good job",0
stop being a dumbass,1
let's play again!,0
fucking russian noob,1
gg wp guys!,0
"you fucking noob, uninstall",1
hahaha that was a close game!,0
retard mid lost us the game,1
lol pugna is OP,0
can you play better pls,0
motherfucker feeding again,1
"good job team, well played!",0
why are you so fucking dumb,1
haha gg ez game,0
"gg wp guys, well played!",0
"can u pls report mid, thx",0
"haha, that was an easy game!",0
why u feeding dude???,1
"yo team, let's focus on the objectives",0
"u fucking noob, uninstall",1
"nice one pugna, keep it up!",0
"wtf r u doing, retard?",1
"good game, enjoyed playing with u all",0
"u r all dumbasses, learn to play",1
gg wp guys!,0
u are such a noob lol,1
"great game, well played team",0
stop feeding u retard,1
haha that was fun!,0
"omg you are so bad, uninstall pls",1
"nice job support, ty!",0
"wow, this mid is trash",1
"lets push mid, we got this!",0
ur such a toxic player omg,1
gg wp team,0
why u so bad,1
haha nice play,0
learn to play noob,1
is game over?,0
omg u fucking idiot,1
can we win this?,0
lol you suck,1
gg let's go next,0
report that retard,1
gg wp bros,0
fuck this team of retards,1
haha nice play guys,0
noobs need to learn dota lol,1
why u all so toxic,0
stop feeding you idiot,1
"ez game, nice team",0
omg you fucking suck,1
report the feeder pls,0
what a bunch of morons,1
gg wp guys well played,0
wtf are u idiot?,1
nice save ty team,0
this game is so ez lol,0
report him for trolling,0
you fucking noob haha,1
omg u r so retarded,1
hahaha gg that was fun,0
fuck this team is bad,1
wp let's do it again,0
"gg wp team, well played!",0
wtf you doing noob,1
haha nice try next time,0
are you fucking kidding me?,1
"we got this guys, keep it up",0
this invoker is so dumb lol,1
report him for afk pls,0
"nice moves, lets win this!",0
stop feeding you idiot,1
"why u so mad, relax and play",0
"ggwp team, we did well",0
"yo noob, uninstall dota",1
this game is so much fun lol,0
fucking idiot stop feeding,1
easy win guys haha,0
retard mid can't even play,1
"wp everyone, great match",0
report that dumbass pls,1
"nice teamwork, let's do it again",0
"fuck you all, waste of time",1
"gg wp guys, well played",0
report that idiot pls,1
easy game hahaha,0
wtf are you doing noob,1
"haha nice try, good game",0
"stop feeding, you retards",1
"russian team, best team",0
you fucking suck at this,1
"lol close game, gg",0
"screw you, fucking noob",1
gg well played team,0
fucking noob learn 2 play,1
haha nice comeback guys,0
stop feeding and play game,1
"gg wp, was fun",0
ur so dumb wtf,1
lol good game peeps,0
wow u play like a retard,1
nice team coordination,0
stupid idiot report him,1
gg wp guys :D,0
u fucking noob learn the game,1
haha nice try team,0
retard stop feeding,1
we can still win this!,0
your build is dumb af,1
just farm and we win,0
stop being toxic idiot,1
lol relax it’s just a game,0
why u playing like shit?,1
"gg wp, that was a fun game!",0
"u freaking retard, uninstall dota pls",1
"nice save bro, good teamwork",0
stop feeding you idiot,1
haha we totally crushed them,0
report this noob for ruining the game,1
"easy win, nice play team",0
"go back to playing bots, noob",1
"we can still win, stay positive!",0
you're a dumbass for picking that hero,1
gg wp team,0
lol ez game,0
you fucking idiot,1
wow nice play all,0
fucking retard player,1
haha ur noob,0
report this dumbass,1
team is great,0
go play dota haha,0
u piece of shit,1
gg wp guys,0
you play like a noob,1
haha good game,0
fucking idiots on my team,1
nice save pudge!,0
you are such a noob lol,1
let's push mid,0
report this retard,1
that was an easy win,0
stop being a dumbass,1
"gg wp, nice teamplay!",0
"fucking noob, uninstall pls",1
let’s push mid and end this,0
"u dumb, why feed like that?",1
"haha, ez game guys",0
report this idiot pls,1
"lol, gg nice comeback!",0
"trash team, learn to play",1
"can u ward more, pls?",0
"u fucking retard, stop feeding!",1
gg ez wp guys!,0
u fucking retard go uninstall,1
haha gg well played,0
wtf noob russian always feeding,1
"great teamwork, we got this!",0
you dumb idiots should stop playing,1
hahaha nice save bro,0
"fucking noob team, report them all",1
"lol that was close, good game",0
fucking useless piece of shit,1
gg wp guys,0
u suck at this game,1
hahaha easy win,0
learn to play noob,1
nice gank team,0
fuckin retard report him,1
pudge is so fun to play lol,0
stop feeding u idiot,1
haha that was fun,0
wtf r u doing idiot?,1
gg ez game guys,0
"why u so noob, go uninstall",1
"wp team, nice comeback!",0
lol u fucking trash,1
"ggwp, let's queue again",0
"stop feeding, idiot",1
"haha, rekt them hard",0
ur a useless piece of shit,1
can we defend pls?,0
fucking retard mid,1
gg wp team!,0
"you fucking noob, uninstall pls",1
"nice plays, keep it up :)",0
"why u so dumb, idiot?",1
"haha ez game, well played all",0
"report this retard, afk whole game",1
can we push mid now?,0
stop feeding you moron,1
"nice save void, ty!",0
"wtf are u doing, useless",1
gg ez win bois,0
"you fucking retard, uninstall",1
"well played team, wp",0
"wtf are you doing, idiot",1
haha nice play dude,0
mid is such a dumbass,1
"gj team, keep it up",0
fucking russian noob,1
lol what a game!,0
report this retarded player,1
gg wp guys,0
fkin noob team,1
haha that was fun,0
you are such a retard,1
easy game ez life,0
why u so dumb?,1
nice play invoker,0
stop feeding u idiot,1
yo good game all,0
fucking russian morons,1
"gg wp team, we got this!",0
u guys are fucking retarded,1
"haha ez game, nice plays!",0
"stop feeding noob, idiot!",1
"nice save, gg",0
wtf r u doing? report pls,1
"you all played well, wp",0
this shit team is useless,1
"let's push mid, gg easy",0
learn to play or uninstall,1
lol gg ez game,0
fucking noob team,1
haha we got this,0
report this idiot pls,1
you guys played well,0
dumbass went mid again,1
what a comeback gg,0
easy win good job,0
you fucking suck bro,1
why is our team afk?,1
"I'm reporting you, gg",0
wtf you're such a retard,1
"gg wp team, nice game",0
"you fucktard, uninstall pls",1
"haha that was fun, thanks",0
"stop feeding, noob",1
"good game, well played",0
"lol trash team, useless",1
"you did great, gg",0
fuck off with ur shit plays,1
gg ez win lads,0
you fuckin retard,1
great teamwork guys!,0
wtf r u doing noob,1
"haha, we got this!",0
stop feeding idiot,1
nice play mid,0
ur such a dumbass,1
"good game, wp all",0
report you motherfucker,1
gg easy win boys,0
yo team why so dumb???,1
haha nice play invoker,0
fucking noobs on my team,1
that was a great game guys,0
stop feeding u retard,1
wp well played all!,0
"use your brain, you're useless",1
we did it team!,0
russian morons as usual,1
gg ez boys,0
wtf u doing noob,1
nice save haha,0
just play the game,0
learn to play retard,1
great teamfight lol,0
you such an idiot,1
keep up the good work,0
stop feeding dumbass,1
easy win my dudes,0
"gg wp team, nice plays!",0
"yo ur such a noob, uninstall",1
"hey guys, good game, well played",0
stop feeding like an idiot!,1
hahaha that was an epic save!,0
report that pugna for afk,0
"you fucking moron, learn to play",1
lmao gg ez game guys,0
whats wrong with this idiot invoker?,1
"haha gg, lets play again soon!",0
"gg wp team, well played!",0
can u guys stop feeding ffs,1
"nice one pudge, keep it up",0
stop crying and just play the game,1
"hahaha easy game, gg",0
you're fucking useless lol,1
"we can win this, just chill",0
"damn idiot, why u do that?",1
"haha good job guys, solid team",0
ur so bad it's painful,1
"gg wp guys, nice game!",0
wtf are you doing noob team,1
"thank you for the heal, appreciated!",0
"omg our mid is so dumb, report pls",1
lol that was hilarious haha,0
"can you guys focus pls, we got this",0
"you fucking suck, uninstall dota",1
hahaha gg ez match,0
stop feeding and play you idiots,1
"let's push, we got a good lead",0
"gg wp team, nice plays overall!",0
"u fucking suck, uninstall dota",1
"haha that was a close one, gg",0
"retard mid, why u feed?",1
"good game, see you next match",0
"lol noob, learn before playing",1
"we got this team, stay focused",0
fucking russian idiots,1
"nice save man, well played",0
"fuck ur motherfucker, report u",1
"gg wp, nice team!",0
you guys are fucking shit,1
haha easy win boys,0
stop feeding retard,1
lol game is too easy,0
fuck this noob team,1
hey nice play on mid :),0
idiot stop doing this,1
"we got this, keep it up!",0
why u so dumb lol,1
good game guys gg,0
fuck you noob,1
haha ez win :),0
report this retard omg,1
you played well team,0
fucking russian noob,1
gg wp carry was great,0
"lol, you all suck",1
"nice teamwork, let's go",0
stop feeding u idiot,1
gg wp team! nice comeback!,0
omg u fuckin noob stop feeding,1
why u guys so toxic lol,0
fuck off and play dota properly,1
haha that was a sick play!,0
"fcking retard, uninstall the game",1
let's try to push mid now,0
dude ur such a dumbass smh,1
nice job on the gank xd,0
you guys are all useless lol,1
gg ez game! wp,0
LOL your the best!,0
report this retard pls,1
I hate noobs like you,1
haha what a play dude,0
can u stop feeding omg,1
pudge is a god gg,0
this team is fucking useless,1
"nice save, well played",0
stop being a toxic bitch,1
you guys played well gg,0
stop feeding you noobs,1
haha that was a fun match,0
"you fuckin idiot, uninstall",1
"gg wp, let's queue again",0
retard buy wards ffs,1
"easy game, well done team",0
"u dumbass, learn to play",1
"hahaha close game, wp all",0
"fuckin noob, report him",1
"gg wp guys, nice teamplay :)",0
lol this dumbass needs to uninstall,1
is there any chance to win this?,0
"you fucking retard, learn to play",1
"nice save pudge, that was clutch",0
"fuck off noob, feeding all game",1
haha invoker too strong this game,0
stop bitching and play the game,1
"ez game, lets queue another one",0
your mom is a fucking whore,1
"gg wp, well played team",0
"why u so bad, learn dota",1
hahaha that was fun game,0
stop feeding u idiot,1
"nice job, let's push mid",0
"go play with ur mom, noob",1
"we got this, keep it up",0
"u fucking retard, uninstall",1
thanks for the support guys,0
"fuck u all, useless team",1
why u feed mid?,1
"ggwp guys, well played",0
can u pls stop feeding?,0
lol ur such a noob,1
haha easy win,0
this russian idiot,1
report him for afk,0
ur all fucking trash,1
"good game, nice team",0
dude you're so toxic lmao,0
gg wp all,0
yo play better noob,1
can you ward pls?,0
fuckin trash team omg,1
"haha gg guys, fun game",0
"stop feeding, retard",1
nice moves bro,0
carry is useless af,1
what a comeback! gg,0
"you guys suck, uninstall",1
gg wp guys,0
lol you call that play?,1
nice game xD,0
why u so bad dude,1
we can win this team!,0
haha you suck so much,1
let's push mid now,0
noob team omg,1
well played everyone,0
fking idiot player,1
"gg wp team, nice one",0
"mid is trash, fuck off",1
lol this game is fun,0
"shut up noob, u suck",1
"haha, good job everyone!",0
stop feeding idiot,1
you guys are awesome,0
fucking useless team,1
"lets play again, gg",0
report that retard,1
gg we got this,0
Why u so dumb noob,1
"nice play team, wp",0
fucking retard team ruin game,1
"haha, easy win!",0
You're trash at dota dude,1
"lol good game, next?",0
stop feeding u idiot,1
"we got this guys, fun match",0
use spells fucktard,1
gg wp team,0
you fucking noob go uninstall,1
easy game lol,0
why u so dumb bro?,1
haha nice try,0
stop feeding idiot,1
is that all u got?,0
fucking russians ruin everything,1
great teamwork guys,0
go back to noob lane retard,1
"gg wp team, nice plays",0
report this retard pls,1
hahaha we got this game,0
stop being a fucking noob,1
lol u guys are funny xD,0
why u feeding idiot??,1
what an easy game lol,0
can u play better next time?,0
fucking russian noob team,1
this game is so much fun,0
gg wp team,0
you're so fucking bad lol,1
hahaha nice play dude,0
can you chill with the spam,0
"fucking noob, uninstall",1
we got this guys,0
"stop feeding, retard",1
lol this game is fun,0
"idk why you even play, idiot",1
that was a great strategy,0
gg wp friends!,0
omg you fucking noob!,1
nice play team!! :D,0
stop feeding retard,1
haha we got this guys,0
"noobs everywhere, what a joke",1
"good teamwork, let's push",0
u r all useless idiots,1
we can still win this :),0
"fuck this game, report u",1
gg wp team,0
you fucking noob,1
report this idiot lol,0
haha ez game guys,0
fucking retard mid,1
gg well played,0
fuck you russian,1
nice play omg,0
you suck so bad,1
lol this game is wild,0
gg wp team easy win,0
retard mid throw game,1
haha u guys r awesome,0
fucking noob learn to play,1
lol this game is fun,0
why u such a dumbass,1
nice moves buddy gg,0
"you all idiots, uninstall",1
good job carry well played,0
stop feeding u fucking moron,1
"gg wp guys, nice game!",0
stop feeding u fuckin noob,1
"we can win this, just focus",0
wtf is wrong with you idiots,1
hahaha ez claps bros,0
